,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,JCP,"0,096708",12/11/2021,--,15/11/2021,42
1,JCP,"0,084924",15/06/2023,16/06/2023,29/11/2023,42
2,Dividendo,"0,062854",13/04/2023,14/04/2023,31/12/2023,42
3,JCP,"0,072730",06/12/2022,07/12/2022,19/12/2022,42
4,JCP,"0,128350",16/09/2022,19/09/2022,29/09/2022,42
5,JCP,"0,125532",17/06/2022,20/06/2022,29/06/2022,42
6,Dividendo,"0,019635",26/04/2022,27/04/2022,28/06/2022,42
7,Dividendo,"0,121364",12/11/2021,16/11/2021,15/12/2021,42
8,Dividendo,"0,041781",12/11/2021,16/11/2021,25/11/2021,42
9,JCP,"0,176292",12/11/2021,16/11/2021,25/11/2021,42
10,JCP,"0,121398",21/08/2020,24/08/2020,23/11/2020,42
11,JCP,"0,121398",21/08/2020,24/08/2020,25/09/2020,42
12,JCP,"0,006045",21/05/2020,22/05/2020,15/06/2020,42
13,JCP,"0,045373",21/05/2019,22/05/2019,14/06/2019,42
14,JCP,"0,191660",12/11/2018,13/11/2018,12/12/2018,42
15,JCP,"0,061345",01/08/2018,02/08/2018,22/08/2018,42
16,JCP,"0,098620",03/05/2018,04/05/2018,23/05/2018,42
