,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,Dividendo,"0,197808",21/09/2022,22/09/2022,04/10/2022,23
1,Dividendo,"0,197808",23/06/2022,24/06/2022,05/07/2022,23
2,Dividendo,"0,162351",06/12/2021,07/12/2021,16/12/2021,23
3,Dividendo,"0,270585",29/04/2021,30/04/2021,11/05/2021,23
4,Dividendo,"0,207093",18/01/2021,19/01/2021,28/01/2021,23
5,Dividendo,"0,370135",13/10/2020,14/10/2020,23/10/2020,23
6,Dividendo,"0,370134",10/12/2019,11/12/2019,20/12/2019,23
7,Dividendo,"0,370134",18/11/2019,19/11/2019,27/11/2019,23
8,Dividendo,"0,371094",06/06/2019,07/06/2019,13/06/2019,23
9,Dividendo,"0,330000",13/12/2018,14/12/2018,21/12/2018,23
10,Dividendo,"0,351213",28/05/2018,29/05/2018,15/06/2018,23
11,Dividendo,"0,350000",20/04/2018,23/04/2018,27/04/2018,23
12,Dividendo,"0,299709",15/05/2017,16/05/2017,14/06/2017,23
13,Dividendo,"0,340000",03/03/2017,06/03/2017,30/03/2017,23
14,Dividendo,"0,353800",16/05/2016,17/05/2016,15/06/2016,23
15,Dividendo,"0,387700",30/04/2015,04/05/2015,29/05/2015,23
16,Dividendo,"0,300600",15/05/2014,16/05/2014,16/06/2014,23
17,Dividendo,"0,262400",15/05/2013,16/05/2013,17/06/2013,23
18,Dividendo,"0,377100",17/05/2012,18/05/2012,15/06/2012,23
19,Dividendo,"0,180200",17/05/2011,18/05/2011,15/06/2011,23
20,JCP,"0,156000",29/12/2010,30/12/2010,15/06/2011,23
21,Dividendo,"0,171400",19/05/2010,20/05/2010,15/06/2010,23
22,Dividendo,"0,377400",15/05/2009,18/05/2009,30/09/2009,23
23,Dividendo,"0,075200",14/04/2008,15/04/2008,02/06/2008,23
