,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,Dividendo,"0,153345",29/05/2024,31/05/2024,31/10/2024,180
1,JCP,"0,255162",22/01/2024,23/01/2024,31/07/2024,180
2,JCP,"0,262953",25/10/2023,26/10/2023,26/03/2024,180
3,Dividendo,"0,454123",28/04/2023,02/05/2023,17/10/2023,180
4,JCP,"0,287328",28/04/2023,02/05/2023,17/10/2023,180
5,JCP,"0,226762",29/12/2022,02/01/2023,04/04/2023,180
6,JCP,"0,224895",31/10/2022,01/11/2022,10/11/2022,180
7,JCP,"0,153737",29/12/2021,30/12/2021,27/01/2022,180
8,JCP,"0,142139",18/11/2021,19/11/2021,25/11/2021,180
9,JCP,"0,136227",19/08/2021,20/08/2021,26/08/2021,180
10,Dividendo,"0,173397",21/05/2019,22/05/2019,18/06/2019,180
11,JCP,"0,693589",19/03/2019,20/03/2019,28/03/2019,180
12,Dividendo,"0,260096",19/03/2019,20/03/2019,28/03/2019,180
13,Dividendo,"0,150011",12/11/2018,13/11/2018,26/11/2018,180
14,JCP,"0,260096",13/08/2018,14/08/2018,24/08/2018,180
15,JCP,"0,260096",14/05/2018,15/05/2018,25/05/2018,180
16,Dividendo,"0,346872",16/03/2018,19/03/2018,28/03/2018,180
17,Dividendo,"0,286775",17/11/2017,21/11/2017,30/11/2017,180
18,JCP,"0,060018",17/11/2017,21/11/2017,30/11/2017,180
19,JCP,"0,346794",18/08/2017,21/08/2017,31/08/2017,180
20,JCP,"0,346794",13/06/2017,14/06/2017,28/06/2017,180
21,JCP,"0,110974",03/04/2017,04/04/2017,13/04/2017,180
22,JCP,"0,300700",10/08/2016,11/08/2016,24/08/2016,180
23,JCP,"0,742200",13/08/2015,14/08/2015,25/08/2015,180
24,JCP,"0,176100",17/12/2014,18/12/2014,30/12/2014,180
25,JCP,"0,174400",11/04/2014,14/04/2014,25/04/2014,180
26,JCP,"0,184100",12/04/2013,15/04/2013,30/04/2013,180
27,Dividendo,"0,064200",12/04/2013,15/04/2013,30/04/2013,180
28,JCP,"* 0,420150",30/04/2012,02/05/2012,15/06/2012,180
29,Dividendo,"* 0,319150",30/04/2012,02/05/2012,15/06/2012,180
30,JCP,"* 0,364950",29/04/2011,02/05/2011,20/06/2011,180
31,Dividendo,"* 0,203300",29/04/2011,02/05/2011,20/06/2011,180
32,JCP,"* 0,314900",28/04/2010,29/04/2010,15/06/2010,180
33,Dividendo,"* 0,253500",28/04/2010,29/04/2010,15/06/2010,180
34,JCP,"* 0,243450",28/04/2009,29/04/2009,29/05/2009,180
35,Dividendo,"* 0,143400",28/04/2009,29/04/2009,29/05/2009,180
36,Dividendo,"* 0,141400",30/04/2008,02/05/2008,30/06/2008,180
37,JCP,"* 0,078050",28/04/2005,29/04/2005,20/06/2005,180
38,JCP,"* 0,018500",29/04/2004,19/05/2004,30/06/2004,180
39,JCP,"* 0,110850",26/04/2002,27/05/2002,27/06/2002,180
40,JCP,"* 0,095850",20/04/2001,23/04/2001,31/05/2001,180
41,JCP,"* 0,081700",30/03/2000,31/03/2000,31/05/2000,180
