,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,Dividendo,"0,025022",17/09/2024,18/09/2024,30/09/2024,136
1,JCP,"0,328173",17/09/2024,18/09/2024,30/09/2024,136
2,Dividendo,"0,067903",25/06/2024,26/06/2024,19/08/2024,136
3,JCP,"0,316807",25/06/2024,26/06/2024,19/08/2024,136
4,Dividendo,"0,791178",26/04/2024,29/04/2024,10/05/2024,136
5,Dividendo,"0,418403",25/03/2024,26/03/2024,30/08/2024,136
6,JCP,"0,310131",25/03/2024,26/03/2024,17/05/2024,136
7,Dividendo,"0,144605",25/03/2024,26/03/2024,17/05/2024,136
8,JCP,"0,241589",21/12/2023,22/12/2023,28/06/2024,136
9,Dividendo,"0,982305",13/12/2023,14/12/2023,28/12/2023,136
10,JCP,"0,336070",21/09/2023,22/09/2023,14/11/2023,136
11,JCP,"0,338917",21/06/2023,22/06/2023,14/08/2023,136
12,JCP,"0,347018",22/03/2023,23/03/2023,16/05/2023,136
13,JCP,"0,647114",22/03/2023,23/03/2023,27/06/2023,136
14,JCP,"0,154870",20/09/2022,21/09/2022,14/11/2022,136
15,JCP,"0,140134",21/06/2022,22/06/2022,12/08/2022,136
16,JCP,"0,089327",22/03/2022,23/03/2022,16/05/2022,136
17,JCP,"0,277656",24/09/2021,27/09/2021,19/11/2021,136
18,Dividendo,"0,151327",24/09/2021,27/09/2021,19/11/2021,136
19,JCP,"0,145507",22/06/2021,23/06/2021,16/08/2021,136
20,JCP,"0,171010",24/03/2021,25/03/2021,18/05/2021,136
21,JCP,"0,199219",02/03/2021,03/03/2021,25/06/2021,136
22,Dividendo,"* 2,162553",19/11/2020,20/11/2020,10/12/2020,136
23,JCP,"* 0,166474",22/09/2020,23/09/2020,16/11/2020,136
24,JCP,"* 0,115765",23/06/2020,24/06/2020,17/08/2020,136
25,JCP,"* 0,222864",25/03/2020,26/03/2020,26/06/2020,136
26,JCP,"* 0,119905",25/03/2020,26/03/2020,19/05/2020,136
27,JCP,"* 0,055285",14/06/2019,17/06/2019,21/06/2019,136
28,JCP,"* 0,243238",28/02/2019,01/03/2019,08/03/2019,136
29,JCP,"* 0,143841",24/09/2018,25/09/2018,16/11/2018,136
30,JCP,"* 0,135509",25/06/2018,26/06/2018,17/08/2018,136
31,Dividendo,"* 0,738433",07/05/2018,08/05/2018,17/05/2018,136
32,JCP,"* 0,202348",26/03/2018,27/03/2018,06/04/2018,136
33,JCP,"* 0,121505",27/02/2018,28/02/2018,17/05/2018,136
34,Dividendo,"* 0,316471",17/11/2017,21/11/2017,30/11/2017,136
35,JCP,"* 0,102711",22/09/2017,25/09/2017,23/10/2017,136
36,JCP,"* 0,098271",21/06/2017,22/06/2017,28/07/2017,136
37,JCP,"* 0,084294",22/03/2017,23/03/2017,15/05/2017,136
38,JCP,"* 0,096165",16/03/2017,17/03/2017,09/06/2017,136
39,JCP,"* 0,074900",22/08/2016,23/08/2016,11/10/2016,136
40,JCP,"* 0,069033",11/05/2016,12/05/2016,11/10/2016,136
41,JCP,"* 0,006967",11/11/2015,12/11/2015,31/05/2016,136
42,JCP,"* 0,002967",11/08/2015,12/08/2015,31/05/2016,136
43,JCP,"* 0,012833",11/05/2015,12/05/2015,31/05/2016,136
44,JCP,"* 0,006833",24/03/2015,25/03/2015,26/06/2015,136
45,JCP,"* 0,091500",22/09/2014,23/09/2014,18/11/2014,136
46,JCP,"* 0,093233",24/06/2014,25/06/2014,22/08/2014,136
47,JCP,"* 0,097100",24/03/2014,25/03/2014,20/05/2014,136
48,JCP,"* 0,095200",03/02/2014,04/02/2014,03/04/2014,136
49,JCP,"* 0,086767",24/09/2013,25/09/2013,19/11/2013,136
50,JCP,"* 0,101633",25/06/2013,26/06/2013,23/08/2013,136
51,JCP,"* 0,106300",21/03/2013,22/03/2013,17/05/2013,136
52,JCP,"* 0,131800",01/03/2013,04/03/2013,26/04/2013,136
53,JCP,"* 0,107633",21/09/2012,24/09/2012,13/11/2012,136
54,JCP,"* 0,103200",21/06/2012,22/06/2012,17/08/2012,136
55,JCP,"* 0,109500",21/03/2012,22/03/2012,15/05/2012,136
56,JCP,"* 0,086467",13/03/2012,14/03/2012,27/04/2012,136
57,JCP,"* 0,123333",21/09/2011,22/09/2011,14/11/2011,136
58,JCP,"* 0,120000",06/07/2011,07/07/2011,26/08/2011,136
59,JCP,"* 0,114333",31/03/2011,01/04/2011,23/05/2011,136
60,JCP,"* 0,193933",18/03/2011,21/03/2011,29/04/2011,136
61,JCP,"* 0,165133",30/09/2010,01/10/2010,29/11/2010,136
62,JCP,"* 0,164567",30/06/2010,01/07/2010,24/08/2010,136
63,JCP,"* 0,282167",31/03/2010,01/04/2010,29/04/2010,136
64,JCP,"* 0,110000",30/09/2009,01/10/2009,23/11/2009,136
65,JCP,"* 0,126667",30/06/2009,01/07/2009,21/08/2009,136
66,JCP,"* 0,221167",31/03/2009,01/04/2009,30/04/2009,136
67,JCP,"* 0,080000",28/03/2008,31/03/2008,09/05/2008,136
68,JCP,"* 0,090000",11/09/2007,12/09/2007,09/05/2008,136
69,JCP,"* 0,060000",11/06/2007,12/06/2007,09/05/2008,136
70,JCP,"* 0,058133",03/04/2007,04/04/2007,07/05/2007,136
71,JCP,"* 0,080000",13/11/2006,14/11/2006,07/05/2007,136
72,JCP,"* 0,071867",25/07/2006,26/07/2006,07/05/2007,136
73,JCP,"* 0,053333",23/05/2006,24/05/2006,07/05/2007,136
