,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,JCP,"0,117400",05/06/2009,--,30/05/2009,156
1,JCP,"0,122257",12/09/2024,13/09/2024,27/09/2024,156
2,JCP,"0,122257",14/06/2024,17/06/2024,27/06/2024,156
3,Dividendo,"0,183143",30/04/2024,02/05/2024,17/05/2024,156
4,JCP,"0,122257",15/03/2024,18/03/2024,27/03/2024,156
5,JCP,"0,172000",13/09/2023,14/09/2023,29/09/2023,156
6,JCP,"0,342607",14/06/2023,15/06/2023,29/06/2023,156
7,Dividendo,"0,036259",03/05/2023,04/05/2023,19/05/2023,156
8,JCP,"0,366771",15/03/2023,16/03/2023,30/03/2023,156
9,JCP,"0,024443",14/12/2022,15/12/2022,28/12/2022,156
10,JCP,"0,110012",12/09/2022,13/09/2022,28/09/2022,156
11,JCP,"0,376470",10/06/2022,13/06/2022,28/06/2022,156
12,Dividendo,"0,036603",02/05/2022,03/05/2022,19/05/2022,156
13,JCP,"0,333893",16/03/2022,17/03/2022,29/03/2022,156
14,JCP,"0,171114",15/12/2021,16/12/2021,28/12/2021,156
15,JCP,"0,257014",03/09/2021,06/09/2021,28/09/2021,156
16,JCP,"0,242267",02/06/2021,04/06/2021,28/06/2021,156
17,JCP,"0,227520",05/03/2021,08/03/2021,18/03/2021,156
18,JCP,"0,078244",30/12/2020,04/01/2021,20/01/2021,156
19,JCP,"0,048902",29/12/2020,30/12/2020,20/01/2021,156
20,JCP,"0,102695",10/12/2020,11/12/2020,28/12/2020,156
21,Dividendo,"0,180161",09/06/2020,10/06/2020,22/06/2020,156
22,JCP,"0,246878",10/03/2020,11/03/2020,30/03/2020,156
23,JCP,"0,260983",11/11/2019,12/11/2019,09/12/2019,156
24,JCP,"0,273814",12/08/2019,13/08/2019,27/09/2019,156
25,JCP,"0,312190",07/03/2019,08/03/2019,28/03/2019,156
26,JCP,"0,171097",29/10/2018,30/10/2018,14/11/2018,156
27,JCP,"0,215900",15/08/2018,16/08/2018,27/09/2018,156
28,JCP,"0,215900",14/05/2018,15/05/2018,29/06/2018,156
29,Dividendo,"0,049382",03/05/2018,04/05/2018,30/05/2018,156
30,JCP,"0,206600",26/02/2018,27/02/2018,28/03/2018,156
31,JCP,"0,303487",04/01/2018,05/01/2018,20/02/2018,156
32,JCP,"0,073300",13/11/2017,14/11/2017,28/12/2017,156
33,JCP,"0,203039",14/08/2017,15/08/2017,28/09/2017,156
34,JCP,"0,199817",15/05/2017,16/05/2017,29/06/2017,156
35,Dividendo,"0,049300",04/05/2017,05/05/2017,31/05/2017,156
36,JCP,"0,198205",13/03/2017,14/03/2017,30/03/2017,156
37,JCP,"0,041600",14/12/2016,15/12/2016,29/12/2016,156
38,JCP,"0,190900",06/09/2016,08/09/2016,29/09/2016,156
39,JCP,"0,187800",13/06/2016,14/06/2016,30/06/2016,156
40,JCP,"0,186300",10/03/2016,11/03/2016,30/03/2016,156
41,JCP,"0,248000",03/12/2015,04/12/2015,29/12/2015,156
42,JCP,"0,228700",09/09/2015,10/09/2015,28/09/2015,156
43,JCP,"0,206400",02/06/2015,03/06/2015,23/06/2015,156
44,Dividendo,"0,029400",30/04/2015,04/05/2015,29/05/2015,156
45,JCP,"0,188300",04/03/2015,05/03/2015,30/03/2015,156
46,JCP,"0,166900",25/11/2014,26/11/2014,17/12/2014,156
47,JCP,"0,165600",03/09/2014,04/09/2014,29/09/2014,156
48,JCP,"0,163000",04/06/2014,05/06/2014,20/06/2014,156
49,Dividendo,"0,169600",30/04/2014,02/05/2014,23/05/2014,156
50,JCP,"0,161700",25/02/2014,26/02/2014,21/03/2014,156
51,JCP,"0,152100",22/11/2013,25/11/2013,18/12/2013,156
52,JCP,"0,150900",03/09/2013,04/09/2013,26/09/2013,156
53,JCP,"0,148500",04/06/2013,05/06/2013,27/06/2013,156
54,Dividendo,"0,080800",30/04/2013,02/05/2013,28/05/2013,156
55,JCP,"0,147300",04/03/2013,05/03/2013,27/03/2013,156
56,Dividendo,"0,097700",18/12/2012,19/12/2012,28/12/2012,156
57,JCP,"0,151800",26/11/2012,27/11/2012,14/12/2012,156
58,JCP,"0,148700",03/09/2012,04/09/2012,27/09/2012,156
59,JCP,"0,160500",04/06/2012,05/06/2012,29/06/2012,156
60,Dividendo,"0,162900",30/04/2012,02/05/2012,25/05/2012,156
61,JCP,"0,158400",02/03/2012,05/03/2012,28/03/2012,156
62,Dividendo,"0,146600",14/12/2011,15/12/2011,26/12/2011,156
63,JCP,"0,144300",22/11/2011,23/11/2011,16/12/2011,156
64,JCP,"0,142500",01/09/2011,02/09/2011,28/09/2011,156
65,JCP,"0,140700",20/05/2011,23/05/2011,21/06/2011,156
66,Dividendo,"0,057000",29/04/2011,02/05/2011,31/05/2011,156
67,JCP,"0,138800",04/03/2011,09/03/2011,31/03/2011,156
68,Dividendo,"0,158800",15/12/2010,16/12/2010,29/12/2010,156
69,JCP,"0,127700",01/12/2010,02/12/2010,21/12/2010,156
70,JCP,"0,126100",01/09/2010,02/09/2010,30/09/2010,156
71,JCP,"0,124400",04/06/2010,07/06/2010,30/06/2010,156
72,Dividendo,"0,064500",30/04/2010,03/05/2010,31/05/2010,156
73,JCP,"0,122700",05/03/2010,08/03/2010,31/03/2010,156
74,JCP,"0,115500",01/12/2009,02/12/2009,21/12/2009,156
75,JCP,"0,114000",01/09/2009,02/09/2009,28/09/2009,156
76,Dividendo,"0,094100",31/03/2009,01/04/2009,24/04/2009,156
77,JCP,"0,115200",11/03/2009,12/03/2009,31/03/2009,156
