,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,JCP,"0,123946",23/09/2024,24/09/2024,23/10/2024,70
1,JCP,"0,124069",21/06/2024,24/06/2024,23/07/2024,70
2,Dividendo,"0,180560",09/04/2024,10/04/2024,22/04/2024,70
3,Dividendo,"0,180560",09/04/2024,10/04/2024,23/07/2024,70
4,Dividendo,"0,180560",09/04/2024,10/04/2024,22/10/2024,70
5,JCP,"0,082636",22/03/2024,25/03/2024,23/04/2024,70
6,JCP,"0,270594",21/12/2023,22/12/2023,23/01/2024,70
7,JCP,"0,175576",21/09/2023,22/09/2023,23/10/2023,70
8,JCP,"0,119795",21/06/2023,22/06/2023,25/07/2023,70
9,JCP,"0,095010",25/04/2023,26/04/2023,09/05/2023,70
10,Dividendo,"0,247853",10/04/2023,11/04/2023,18/04/2023,70
11,JCP,"0,187955",21/12/2022,22/12/2022,24/01/2023,70
12,JCP,"0,097080",21/09/2022,22/09/2022,31/10/2022,70
13,JCP,"0,101211",21/09/2022,22/09/2022,31/01/2023,70
14,JCP,"0,111637",23/06/2022,24/06/2022,20/07/2022,70
15,JCP,"0,080565",28/03/2022,29/03/2022,27/04/2022,70
16,JCP,"0,231366",20/12/2021,21/12/2021,25/01/2022,70
17,JCP,"0,056809",29/09/2021,30/09/2021,27/10/2021,70
18,JCP,"0,144654",21/06/2021,22/06/2021,20/07/2021,70
19,JCP,"0,240868",18/12/2020,21/12/2020,22/01/2021,70
20,JCP,"0,206542",19/10/2020,20/10/2020,10/11/2020,70
21,JCP,"0,102338",17/01/2020,20/01/2020,29/01/2020,70
22,JCP,"0,156471",07/10/2019,08/10/2019,31/03/2020,70
23,JCP,"0,152431",09/08/2019,12/08/2019,08/10/2019,70
24,JCP,"0,156997",02/01/2019,03/01/2019,24/01/2019,70
25,JCP,"0,099162",25/07/2018,26/07/2018,12/11/2018,70
26,JCP,"0,095040",11/05/2018,14/05/2018,10/08/2018,70
27,Dividendo,"0,042695",19/04/2018,20/04/2018,19/06/2018,70
28,JCP,"0,078574",14/11/2017,16/11/2017,24/11/2017,70
29,Dividendo,"0,061423",19/04/2017,20/04/2017,19/06/2017,70
30,Dividendo,"0,193600",12/04/2016,13/04/2016,10/06/2016,70
31,Dividendo,"0,151800",12/05/2015,13/05/2015,16/06/2015,70
32,Dividendo,"0,220700",11/04/2012,12/04/2012,11/06/2012,70
33,Dividendo,"0,200600",11/04/2011,12/04/2011,10/06/2011,70
34,Dividendo,"0,193500",12/04/2007,13/04/2007,25/06/2007,70
35,Dividendo,"0,071100",07/03/2006,08/03/2006,08/05/2006,70
36,JCP,"0,079600",14/12/2005,15/12/2005,26/01/2006,70
37,Dividendo,"0,060700",09/03/2005,10/03/2005,10/05/2005,70
38,JCP,"0,042700",30/12/2004,31/12/2004,10/05/2005,70
39,Dividendo,"0,076100",23/04/2004,26/04/2004,22/06/2004,70
40,JCP,"0,033700",30/12/2003,31/12/2003,22/06/2004,70
41,Dividendo,"0,034300",18/03/2003,19/03/2003,19/05/2003,70
42,JCP,"0,049600",30/12/2002,31/12/2002,19/05/2003,70
43,Dividendo,"0,002600",05/04/2002,08/04/2002,05/06/2002,70
44,JCP,"0,061600",28/12/2001,31/12/2001,05/06/2002,70
45,Dividendo,"0,027800",25/04/2001,26/04/2001,25/06/2001,70
46,JCP,"0,007500",28/12/2000,29/12/2000,25/06/2001,70
47,JCP,"0,042500",30/12/1999,31/12/1999,28/06/2000,70
48,Dividendo,"0,016600",30/04/1999,03/05/1999,22/06/1999,70
49,JCP,"0,091900",30/12/1998,31/12/1998,22/06/1999,70
