,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,JCP,"1,163375",07/12/2023,08/12/2023,10/01/2024,69
1,Dividendo,"1,794780",16/12/2022,19/12/2022,27/12/2022,69
2,Dividendo,"0,592805",04/05/2022,05/05/2022,13/05/2022,69
3,Dividendo,"0,741168",18/01/2022,19/01/2022,27/01/2022,69
4,Dividendo,"0,444700",18/04/2019,22/04/2019,30/04/2019,69
5,Dividendo,"0,192228",26/04/2018,27/04/2018,09/05/2018,69
6,JCP,"0,183000",29/11/2017,30/11/2017,11/12/2017,69
7,Dividendo,"0,283800",25/04/2016,26/04/2016,04/05/2016,69
8,Dividendo,"0,113700",12/11/2015,13/11/2015,24/11/2015,69
9,Dividendo,"0,142100",30/04/2015,04/05/2015,11/05/2015,69
10,Dividendo,"0,116000",30/04/2014,02/05/2014,12/05/2014,69
11,Dividendo,"0,095200",30/04/2013,02/05/2013,10/05/2013,69
12,JCP,"0,248800",22/12/2011,23/12/2011,15/03/2012,69
13,Dividendo,"0,034700",29/04/2011,02/05/2011,09/05/2011,69
14,JCP,"0,400100",29/12/2010,30/12/2010,15/03/2011,69
15,JCP,"0,158800",10/08/2010,11/08/2010,10/09/2010,69
16,Dividendo,"0,011000",30/04/2010,03/05/2010,17/05/2010,69
17,JCP,"0,646800",29/12/2009,30/12/2009,10/03/2010,69
18,JCP,"0,118800",29/10/2009,30/10/2009,11/11/2009,69
19,JCP,"0,249000",20/12/2007,21/12/2007,09/01/2008,69
20,JCP,"0,293200",18/09/2007,19/09/2007,28/09/2007,69
21,Dividendo,"0,021000",25/04/2007,26/04/2007,31/05/2007,69
22,JCP,"0,171300",12/12/2006,13/12/2006,04/01/2007,69
23,JCP,"0,191100",19/07/2006,20/07/2006,11/08/2006,69
24,JCP,"0,504000",19/12/2005,20/12/2005,04/01/2006,69
25,Dividendo,"0,108400",27/04/2005,28/04/2005,31/05/2005,69
26,JCP,"0,218600",17/12/2004,20/12/2004,28/02/2005,69
27,JCP,"0,183300",21/09/2004,22/09/2004,30/09/2004,69
28,Dividendo,"12,900000",30/04/2004,03/05/2004,31/05/2004,69
