,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,JCP,"0,062819",30/06/2011,--,10/08/2010,405
1,JCP,"0,156678",05/07/2021,--,05/07/2021,405
2,Dividendo,"1,210097",09/04/2021,--,09/04/2021,405
3,JCP,"0,062819",30/09/2011,--,31/12/2007,405
4,Dividendo,"1,314666",25/07/2024,26/07/2024,31/12/2024,405
5,Dividendo,"0,949277",11/04/2024,15/04/2024,22/05/2024,405
6,JCP,"0,086273",25/03/2024,27/03/2024,18/07/2024,405
7,JCP,"0,135148",04/10/2023,05/10/2023,27/12/2023,405
8,Dividendo,"1,128518",31/07/2023,02/08/2023,15/09/2023,405
9,JCP,"0,145357",03/07/2023,13/07/2023,21/07/2023,405
10,Dividendo,"0,960252",19/04/2023,24/04/2023,03/08/2023,405
11,JCP,"0,150465",10/03/2023,15/03/2023,21/07/2023,405
12,JCP,"0,127970",04/01/2023,05/01/2023,28/03/2023,405
13,Dividendo,"0,349026",01/11/2022,03/11/2022,31/12/2022,405
14,JCP,"0,122549",05/10/2022,13/10/2022,31/12/2022,405
15,Dividendo,"1,157603",01/08/2022,05/08/2022,16/08/2022,405
16,JCP,"0,127860",05/07/2022,07/07/2022,16/08/2022,405
17,Dividendo,"1,950763",13/04/2022,20/04/2022,16/08/2022,405
18,Dividendo,"0,045867",13/04/2022,20/04/2022,16/08/2022,405
19,JCP,"0,133107",04/04/2022,11/04/2022,16/08/2022,405
20,JCP,"0,162524",05/01/2022,18/01/2022,15/03/2022,405
21,Dividendo,"0,349026",03/12/2021,06/12/2021,22/12/2021,405
22,Dividendo,"0,167177",09/04/2021,12/04/2021,12/05/2021,405
23,JCP,"0,295236",06/01/2021,08/01/2021,30/04/2021,405
24,JCP,"0,138971",06/01/2020,07/01/2020,10/12/2020,405
25,JCP,"0,173931",03/07/2019,04/07/2019,07/08/2019,405
26,Dividendo,"0,836400",17/04/2019,18/04/2019,15/05/2019,405
27,JCP,"0,154200",04/01/2019,07/01/2019,27/02/2019,405
28,JCP,"0,158400",03/07/2018,13/07/2018,01/08/2018,405
29,Dividendo,"0,158382",03/07/2018,13/07/2018,01/08/2018,405
30,Dividendo,"0,352100",27/03/2018,23/04/2018,17/08/2018,405
31,JCP,"0,052734",08/12/2017,11/12/2017,20/12/2017,405
32,Dividendo,"0,315781",20/09/2017,21/09/2017,28/09/2017,405
33,JCP,"0,102957",20/09/2017,21/09/2017,28/09/2017,405
34,JCP,"0,166369",05/07/2017,11/07/2017,23/08/2017,405
35,Dividendo,"0,001724",14/03/2017,17/03/2017,23/03/2017,405
36,JCP,"0,083181",20/12/2016,28/12/2016,13/01/2017,405
37,JCP,"0,083181",06/10/2016,07/10/2016,18/10/2016,405
38,Dividendo,"0,194621",07/09/2016,08/09/2016,15/09/2016,405
39,JCP,"0,166362",04/08/2016,05/08/2016,05/08/2016,405
40,Dividendo,"0,538317",26/04/2016,27/04/2016,18/05/2016,405
41,Dividendo,"0,448220",22/04/2015,13/05/2015,13/05/2015,405
42,JCP,"0,155843",01/01/2015,27/02/2015,06/05/2015,405
43,Dividendo,"0,310582",22/08/2014,25/08/2014,10/09/2014,405
44,JCP,"0,051948",23/05/2014,02/06/2014,17/06/2014,405
45,Dividendo,"0,015056",24/04/2014,25/04/2014,14/05/2014,405
46,JCP,"0,226570",30/12/2013,03/01/2014,10/02/2014,405
47,Dividendo,"0,083991",25/04/2013,06/05/2013,15/05/2013,405
48,JCP,"0,210548",28/12/2012,17/01/2013,03/04/2013,405
49,Dividendo,"0,177444",17/04/2012,27/04/2012,19/12/2012,405
50,Dividendo,"0,593239",17/04/2012,27/04/2012,02/05/2012,405
51,JCP,"0,030406",30/12/2011,16/01/2012,15/02/2012,405
52,Dividendo,"0,346537",29/08/2011,12/09/2011,14/09/2011,405
53,Dividendo,"0,508077",25/04/2011,26/04/2011,18/05/2011,405
54,JCP,"0,062813",31/03/2011,01/04/2011,25/05/2011,405
55,JCP,"0,051080",31/12/2010,03/01/2011,23/02/2011,405
56,JCP,"0,051080",30/09/2010,01/10/2010,15/12/2010,405
57,Dividendo,"0,424835",30/09/2010,01/10/2010,15/12/2010,405
58,JCP,"0,051080",30/06/2010,01/07/2010,15/09/2010,405
59,JCP,"0,051074",31/03/2010,01/04/2010,19/05/2010,405
60,Dividendo,"0,524245",26/03/2010,30/03/2010,16/06/2010,405
61,JCP,"0,052944",18/12/2009,21/12/2009,19/05/2010,405
62,JCP,"0,064849",30/09/2009,20/10/2009,16/12/2009,405
63,Dividendo,"0,229776",30/09/2009,20/10/2009,16/12/2009,405
64,JCP,"0,083557",29/06/2009,03/07/2009,09/09/2009,405
65,Dividendo,"0,401292",26/03/2009,27/03/2009,10/06/2009,405
66,JCP,"0,046630",01/01/2009,02/01/2009,13/05/2009,405
67,JCP,"0,046624",31/10/2008,03/11/2008,10/12/2008,405
68,Dividendo,"0,422781",31/10/2008,03/11/2008,10/12/2008,405
69,JCP,"0,046624",31/07/2008,06/08/2008,10/09/2008,405
70,JCP,"0,046624",28/04/2008,02/05/2008,11/06/2008,405
71,Dividendo,"0,426418",23/04/2008,02/05/2008,11/06/2008,405
72,JCP,"0,043628",18/12/2007,19/12/2007,09/01/2008,405
73,JCP,"0,044792",31/10/2007,06/11/2007,12/12/2007,405
74,Dividendo,"0,381080",01/10/2007,02/10/2007,30/10/2007,405
75,JCP,"0,044792",30/07/2007,01/08/2007,31/08/2007,405
