,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,Dividendo,"0,079167",12/05/2023,15/05/2023,31/12/2023,65
1,Dividendo,"0,255431",05/05/2022,06/05/2022,31/12/2022,65
2,JCP,"0,062234",13/07/2021,14/07/2021,28/07/2021,65
3,Dividendo,"1,304632",07/05/2021,10/05/2021,28/12/2021,65
4,Dividendo,"0,705176",07/05/2021,10/05/2021,31/05/2021,65
5,JCP,"0,119719",30/12/2020,04/01/2021,13/01/2021,65
6,JCP,"0,169317",13/10/2020,14/10/2020,26/10/2020,65
7,Dividendo,"0,004212",30/04/2020,04/05/2020,21/12/2020,65
8,Dividendo,"0,647259",24/07/2019,25/07/2019,02/08/2019,65
9,Dividendo,"0,659317",29/04/2019,30/04/2019,10/05/2019,65
10,Dividendo,"0,362761",06/06/2018,07/06/2018,19/06/2018,65
11,Dividendo,"0,360813",27/04/2018,30/04/2018,10/05/2018,65
12,Dividendo,"0,525349",21/12/2017,22/12/2017,16/01/2018,65
13,Dividendo,"0,350789",08/09/2017,11/09/2017,19/09/2017,65
14,Dividendo,"0,492423",28/04/2017,02/05/2017,25/05/2017,65
15,Dividendo,"0,897100",11/11/2016,14/11/2016,25/11/2016,65
16,Dividendo,"0,796000",29/04/2016,02/05/2016,25/05/2016,65
17,Dividendo,"0,425400",30/04/2015,04/05/2015,11/05/2015,65
