,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,Dividendo,"0,300000",13/08/2024,14/08/2024,29/08/2024,188
1,Dividendo,"0,300000",14/05/2024,15/05/2024,28/05/2024,188
2,Dividendo,"0,120000",22/03/2024,25/03/2024,03/04/2024,188
3,Dividendo,"0,660000",16/11/2023,17/11/2023,01/12/2023,188
4,Dividendo,"0,240000",16/08/2023,17/08/2023,31/08/2023,188
5,Dividendo,"0,120000",17/05/2023,18/05/2023,31/05/2023,188
6,Dividendo,"0,300000",21/03/2023,22/03/2023,31/03/2023,188
7,Dividendo,"0,180000",18/11/2022,21/11/2022,30/11/2022,188
8,Dividendo,"0,390000",18/08/2022,19/08/2022,25/08/2022,188
9,Dividendo,"0,810000",23/03/2022,24/03/2022,30/03/2022,188
