,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,Dividendo,"0,072643",13/12/2023,14/12/2023,22/12/2023,30
1,Dividendo,"* 0,000420",18/12/2013,19/12/2013,30/12/2013,30
2,Dividendo,"* 0,000480",30/04/2013,02/05/2013,05/12/2013,30
3,Dividendo,"* 0,000420",27/04/2012,30/04/2012,20/12/2012,30
4,Dividendo,"* 0,000030",29/04/2010,30/04/2010,15/12/2010,30
5,Dividendo,"* 0,360000",27/04/2007,30/04/2007,14/12/2007,30
6,JCP,"* 0,215000",27/04/2006,28/04/2006,31/07/2006,30
7,Dividendo,"* 0,430000",05/12/2005,06/12/2005,15/12/2005,30
8,JCP,"* 1,505000",22/08/2005,23/08/2005,31/08/2005,30
9,Dividendo,"* 0,260000",22/08/2005,23/08/2005,31/08/2005,30
10,Dividendo,"* 0,593000",28/04/2005,29/04/2005,10/05/2005,30
11,Dividendo,"* 0,862000",22/07/2004,23/07/2004,04/08/2004,30
12,Dividendo,"* 0,476000",16/04/2004,19/04/2004,16/06/2004,30
13,Dividendo,"* 0,520000",30/04/2003,02/05/2003,26/06/2003,30
14,Dividendo,"* 0,307000",30/04/2002,02/05/2002,28/06/2002,30
15,Dividendo,"* 0,216000",30/04/2001,02/05/2001,29/06/2001,30
16,Dividendo,"* 0,204000",28/04/2000,02/05/2000,23/06/2000,30
17,Dividendo,"* 0,038000",30/04/1999,03/05/1999,25/06/1999,30
