,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,JCP,"0,763078",23/09/2024,24/09/2024,30/09/2024,402
1,JCP,"0,648616",23/09/2024,24/09/2024,26/09/2024,402
2,Dividendo,"0,721030",08/04/2024,29/04/2024,30/04/2024,402
3,JCP,"1,182691",08/12/2023,11/12/2023,26/12/2023,402
4,JCP,"0,467627",05/06/2023,06/06/2023,30/06/2023,402
5,JCP,"1,051008",14/04/2023,17/04/2023,30/06/2023,402
6,Dividendo,"0,287156",14/04/2023,17/04/2023,30/06/2023,402
7,JCP,"0,509914",16/05/2022,17/05/2022,30/06/2022,402
8,Dividendo,"0,291262",29/04/2022,02/05/2022,25/05/2022,402
9,JCP,"0,495261",18/11/2021,19/11/2021,29/12/2021,402
10,JCP,"0,428149",10/05/2021,11/05/2021,30/06/2021,402
11,Dividendo,"0,766738",23/04/2021,26/04/2021,21/05/2021,402
12,Dividendo,"5,657020",05/01/2021,06/01/2021,29/01/2021,402
13,JCP,"0,960257",14/12/2020,15/12/2020,30/12/2020,402
14,Dividendo,"0,353091",23/04/2020,24/04/2020,25/05/2020,402
15,JCP,"0,360571",26/12/2019,27/12/2019,17/02/2020,402
16,Dividendo,"0,232000",22/04/2019,30/04/2019,22/07/2019,402
17,JCP,"0,522552",10/12/2018,11/12/2018,05/02/2019,402
18,Dividendo,"0,849600",24/04/2018,25/04/2018,30/11/2018,402
19,Dividendo,"0,406495",26/04/2017,27/04/2017,30/11/2017,402
20,Dividendo,"0,092700",26/04/2016,27/04/2016,29/11/2016,402
21,Dividendo,"0,145300",25/04/2014,28/04/2014,23/06/2014,402
22,Dividendo,"0,079700",29/04/2011,02/05/2011,15/07/2011,402
23,Dividendo,"0,028900",03/05/2010,04/05/2010,15/07/2010,402
