,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,Dividendo,"0,273700",26/04/2024,29/04/2024,29/05/2024,48
1,Dividendo,"0,274930",18/08/2023,21/08/2023,05/12/2023,48
2,Dividendo,"0,126240",28/04/2022,29/04/2022,06/12/2022,48
3,Dividendo,"0,469672",28/04/2021,29/04/2021,07/12/2021,48
4,Dividendo,"0,509723",24/04/2020,27/04/2020,10/12/2020,48
5,Dividendo,"0,510182",26/04/2019,29/04/2019,13/06/2019,48
6,Dividendo,"1,332831",15/11/2018,16/11/2018,21/12/2018,48
7,Dividendo,"0,325510",18/04/2018,19/04/2018,14/06/2018,48
8,Dividendo,"0,283478",19/04/2017,20/04/2017,05/05/2017,48
9,Dividendo,"0,454000",21/12/2016,22/12/2016,29/12/2016,48
10,Dividendo,"0,454000",10/11/2016,11/11/2016,15/12/2016,48
11,Dividendo,"0,454000",10/11/2016,11/11/2016,22/11/2016,48
12,Dividendo,"0,374500",27/04/2016,28/04/2016,30/06/2016,48
13,Dividendo,"0,328700",28/04/2015,29/04/2015,30/06/2015,48
14,Dividendo,"0,196600",30/04/2014,02/05/2014,30/06/2014,48
15,Dividendo,"0,267700",30/04/2013,02/05/2013,28/06/2013,48
16,Dividendo,"0,202600",03/04/2012,04/04/2012,31/08/2012,48
17,Dividendo,"0,467400",19/04/2011,20/04/2011,06/05/2011,48
18,Dividendo,"0,388400",19/04/2010,20/04/2010,29/04/2010,48
19,Dividendo,"0,227300",28/04/2009,29/04/2009,08/05/2009,48
20,Dividendo,"0,057900",25/04/2008,28/04/2008,07/05/2008,48
