,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,JCP,"0,085539",03/10/2024,04/10/2024,31/12/2024,7
1,Dividendo,"0,029433",03/10/2024,04/10/2024,31/12/2024,7
2,Dividendo,"0,436891",03/10/2024,04/10/2024,31/12/2024,7
3,Dividendo,"0,186869",14/05/2024,15/05/2024,28/05/2024,7
4,JCP,"0,079347",28/12/2023,02/01/2024,28/05/2024,7
5,Dividendo,"0,248842",20/11/2023,21/11/2023,28/11/2023,7
6,JCP,"0,050942",08/05/2023,09/05/2023,17/05/2023,7
7,Dividendo,"0,282571",08/05/2023,09/05/2023,17/05/2023,7
8,Dividendo,"0,115200",28/04/2023,02/05/2023,17/05/2023,7
9,JCP,"0,015993",28/12/2022,29/12/2022,17/05/2023,7
10,JCP,"0,124286",10/11/2022,11/11/2022,22/11/2022,7
11,Dividendo,"0,321402",10/11/2022,11/11/2022,22/11/2022,7
12,Dividendo,"0,459438",29/04/2022,02/05/2022,19/05/2022,7
13,JCP,"0,086308",29/12/2021,30/12/2021,20/01/2022,7
14,Dividendo,"0,330526",30/07/2021,02/08/2021,10/08/2021,7
15,Dividendo,"0,051581",30/04/2021,03/05/2021,31/12/2021,7
