,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,Dividendo,"0,502899",16/05/2024,17/05/2024,27/05/2024,150
1,Dividendo,"0,251718",19/12/2023,20/12/2023,05/01/2024,150
2,Dividendo,"0,251767",20/09/2023,21/09/2023,29/09/2023,150
3,Dividendo,"0,150011",18/11/2022,21/11/2022,11/01/2023,150
4,Dividendo,"0,073469",20/12/2021,21/12/2021,29/12/2021,150
5,Dividendo,"0,193118",18/06/2021,21/06/2021,30/06/2021,150
6,Dividendo,"0,564208",28/04/2021,29/04/2021,17/05/2021,150
7,Dividendo,"0,144301",30/04/2020,04/05/2020,02/07/2020,150
8,Dividendo,"0,010700",23/05/2016,24/05/2016,03/06/2016,150
9,Dividendo,"0,160100",22/04/2016,25/04/2016,03/05/2016,150
10,Dividendo,"0,262100",30/04/2015,04/05/2015,13/05/2015,150
11,Dividendo,"0,288700",20/05/2014,21/05/2014,30/05/2014,150
12,Dividendo,"0,261600",29/04/2013,30/04/2013,09/05/2013,150
13,Dividendo,"0,230200",18/04/2012,19/04/2012,30/04/2012,150
14,Dividendo,"0,257000",29/04/2011,02/05/2011,10/05/2011,150
15,Dividendo,"0,166100",09/04/2010,12/04/2010,23/04/2010,150
16,Dividendo,"0,079800",22/04/2009,23/04/2009,05/05/2009,150
17,Dividendo,"0,049000",14/04/2008,15/04/2008,30/04/2008,150
