,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,JCP,"0,044193",26/09/2024,27/09/2024,30/05/2025,227
1,JCP,"0,043926",27/06/2024,28/06/2024,30/05/2025,227
2,Dividendo,"0,046336",02/05/2024,03/05/2024,31/05/2024,227
3,JCP,"0,040119",27/03/2024,28/03/2024,30/05/2025,227
4,JCP,"0,032283",27/12/2023,28/12/2023,30/04/2024,227
5,JCP,"0,034673",27/04/2023,28/04/2023,10/05/2023,227
6,JCP,"0,035913",31/03/2023,03/04/2023,30/04/2023,227
7,JCP,"0,061995",27/12/2022,28/12/2022,28/04/2023,227
8,JCP,"0,055308",05/10/2022,06/10/2022,30/03/2023,227
9,Dividendo,"0,063054",27/04/2022,28/04/2022,31/05/2022,227
10,JCP,"0,008870",21/12/2021,22/12/2021,30/12/2021,227
11,JCP,"0,051945",17/11/2021,18/11/2021,30/11/2021,227
12,Dividendo,"0,039149",30/04/2021,03/05/2021,31/05/2021,227
