,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,Dividendo,"2,123700",28/04/2020,--,28/04/2020,385
1,Dividendo,"0,964574",30/04/2024,10/05/2024,31/12/2024,385
2,Dividendo,"0,307952",25/04/2023,10/05/2023,20/12/2023,385
3,JCP,"0,539462",13/10/2022,14/10/2022,01/12/2022,385
4,Dividendo,"0,183788",12/04/2022,06/09/2022,31/12/2022,385
5,JCP,"1,220212",01/07/2022,06/09/2022,30/12/2022,385
6,JCP,"1,502787",26/10/2021,29/11/2021,29/11/2021,385
7,Dividendo,"2,113689",26/04/2021,12/05/2021,31/12/2021,385
8,Dividendo,"1,870151",29/04/2019,30/04/2019,10/12/2019,385
9,Dividendo,"1,091631",26/04/2018,30/05/2018,11/12/2018,385
10,Dividendo,"1,992162",25/04/2017,03/05/2017,12/12/2017,385
11,Dividendo,"0,926000",27/04/2016,06/05/2016,15/12/2016,385
12,Dividendo,"0,537000",27/04/2015,06/05/2015,10/12/2015,385
13,Dividendo,"0,986800",16/04/2014,17/04/2014,10/12/2014,385
14,Dividendo,"2,748600",29/04/2013,30/04/2013,10/12/2013,385
15,Dividendo,"3,545200",25/04/2012,26/04/2012,27/12/2012,385
16,Dividendo,"4,272600",29/04/2011,02/05/2011,09/12/2011,385
17,Dividendo,"2,735800",28/04/2010,06/05/2010,10/12/2010,385
18,Dividendo,"3,379700",30/04/2009,04/05/2009,30/09/2009,385
19,Dividendo,"3,143600",28/04/2008,29/04/2008,30/12/2008,385
20,JCP,"0,369300",28/11/2006,20/12/2006,31/05/2007,385
21,JCP,"0,173400",27/04/2006,15/05/2006,31/05/2006,385
22,JCP,"0,385300",21/12/2005,11/01/2006,16/01/2006,385
23,JCP,"0,183000",28/04/2005,06/05/2005,24/06/2005,385
24,Dividendo,"0,037300",28/04/2005,06/05/2005,24/06/2005,385
25,Dividendo,"0,101900",29/04/2004,11/05/2004,28/06/2004,385
26,JCP,"0,115600",26/03/2004,31/03/2004,07/04/2004,385
27,Dividendo,"0,115600",16/12/2003,23/12/2003,29/12/2003,385
28,JCP,"0,224800",20/08/2003,01/09/2003,05/09/2003,385
29,JCP,"0,344900",29/04/2003,09/06/2003,27/06/2003,385
30,Dividendo,"0,163600",29/04/2003,30/04/2003,26/05/2003,385
31,Dividendo,"0,207100",26/04/2002,29/04/2002,25/06/2002,385
32,JCP,"0,271500",26/04/2002,29/04/2002,25/06/2002,385
33,JCP,"0,161000",01/08/2001,17/08/2001,28/09/2001,385
34,Dividendo,"0,229100",30/04/2001,15/05/2001,29/06/2001,385
35,JCP,"0,002800",30/04/2001,15/05/2001,29/06/2001,385
