,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,Dividendo,"0,000700",15/08/2022,25/08/2022,03/10/2022,401
1,Dividendo,"0,000700",27/01/2020,28/01/2020,16/03/2021,401
2,Dividendo,"0,012100",19/03/2015,13/04/2015,15/04/2015,401
3,Dividendo,"0,001200",21/01/2015,28/01/2015,16/03/2015,401
4,JCP,"0,001000",13/08/2012,17/08/2012,27/09/2012,401
5,JCP,"0,001700",27/01/2011,28/01/2011,14/03/2011,401
6,JCP,"0,003140",12/08/2010,16/08/2010,27/09/2010,401
7,Dividendo,"0,012800",28/01/2010,01/02/2010,15/03/2010,401
8,JCP,"0,009200",28/01/2010,01/02/2010,15/03/2010,401
9,JCP,"0,010800",13/08/2009,19/08/2009,28/09/2009,401
10,JCP,"0,040700",05/02/2009,11/02/2009,06/03/2009,401
11,JCP,"0,040700",05/02/2009,11/02/2009,06/03/2009,401
12,JCP,"0,028560",12/08/2008,13/08/2008,29/08/2008,401
13,JCP,"0,022930",17/01/2008,18/01/2008,07/03/2008,401
14,Dividendo,"0,025000",14/08/2007,16/08/2007,06/09/2007,401
