,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,Dividendo,"0,334442",29/04/2024,30/04/2024,15/05/2024,213
1,Dividendo,"0,740551",29/04/2024,30/04/2024,15/05/2024,213
2,Dividendo,"0,549441",21/11/2023,22/11/2023,04/12/2023,213
3,JCP,"1,074993",21/11/2023,22/11/2023,04/12/2023,213
4,Dividendo,"1,122770",27/04/2023,28/04/2023,15/05/2023,213
5,JCP,"0,155276",26/12/2022,27/12/2022,15/05/2023,213
6,Dividendo,"0,740550",09/11/2022,10/11/2022,21/11/2022,213
7,JCP,"0,644995",09/11/2022,10/11/2022,21/11/2022,213
8,Dividendo,"1,433324",29/04/2022,02/05/2022,10/05/2022,213
9,Dividendo,"5,494409",16/12/2021,17/12/2021,29/12/2021,213
10,Dividendo,"1,618907",15/07/2021,16/07/2021,26/07/2021,213
11,JCP,"0,661053",31/03/2021,01/04/2021,12/05/2021,213
12,Dividendo,"2,468833",31/03/2021,01/04/2021,12/05/2021,213
13,JCP,"0,782471",11/11/2020,12/11/2020,19/11/2020,213
14,Dividendo,"1,038798",11/11/2020,12/11/2020,19/11/2020,213
15,JCP,"0,726619",27/12/2019,30/12/2019,20/08/2020,213
16,Dividendo,"0,116601",30/04/2019,02/05/2019,15/05/2019,213
17,JCP,"0,424234",30/04/2019,02/05/2019,15/05/2019,213
18,JCP,"0,585504",28/12/2018,02/01/2019,31/01/2019,213
19,Dividendo,"1,168182",27/04/2018,30/04/2018,15/05/2018,213
20,JCP,"0,868813",22/12/2017,26/12/2017,29/03/2018,213
21,Dividendo,"0,429569",27/04/2017,28/04/2017,31/05/2017,213
22,JCP,"0,100911",22/12/2016,23/12/2016,09/01/2017,213
23,JCP,"0,371400",30/10/2015,03/11/2015,13/11/2015,213
24,JCP,"0,348100",24/04/2015,27/04/2015,15/05/2015,213
25,Dividendo,"0,220100",24/04/2015,27/04/2015,15/05/2015,213
26,Dividendo,"0,312900",31/10/2014,03/11/2014,14/11/2014,213
27,JCP,"0,497000",31/10/2014,03/11/2014,14/11/2014,213
28,Dividendo,"0,419200",28/04/2014,29/04/2014,15/05/2014,213
29,JCP,"0,330400",28/04/2014,29/04/2014,15/05/2014,213
30,Dividendo,"0,101500",31/10/2013,01/11/2013,14/11/2013,213
31,JCP,"0,545300",31/10/2013,01/11/2013,14/11/2013,213
32,JCP,"0,349200",29/04/2013,30/04/2013,15/05/2013,213
33,Dividendo,"0,241800",29/04/2013,30/04/2013,15/05/2013,213
34,JCP,"0,591100",31/10/2012,01/11/2012,14/11/2012,213
35,JCP,"0,174600",27/04/2012,30/04/2012,15/05/2012,213
36,Dividendo,"0,918900",27/04/2012,30/04/2012,14/11/2012,213
37,Dividendo,"0,004800",31/10/2011,03/11/2011,14/11/2011,213
38,JCP,"0,679600",31/10/2011,03/11/2011,14/11/2011,213
39,Dividendo,"0,685000",28/04/2011,29/04/2011,13/05/2011,213
40,JCP,"0,176200",28/04/2011,29/04/2011,13/05/2011,213
41,Dividendo,"0,029900",29/10/2010,01/11/2010,12/11/2010,213
42,JCP,"0,429800",29/10/2010,01/11/2010,12/11/2010,213
43,JCP,"0,256300",30/04/2010,03/05/2010,14/05/2010,213
44,Dividendo,"0,209000",30/04/2010,03/05/2010,14/05/2010,213
45,Dividendo,"0,124500",30/10/2009,03/11/2009,13/11/2009,213
46,JCP,"0,343800",30/10/2009,03/11/2009,13/11/2009,213
47,JCP,"0,444200",30/04/2009,04/05/2009,15/05/2009,213
48,Dividendo,"0,142300",30/04/2009,04/05/2009,15/05/2009,213
49,Dividendo,"0,385400",31/10/2008,03/11/2008,14/11/2008,213
50,JCP,"0,182600",31/10/2008,03/11/2008,14/11/2008,213
51,JCP,"0,462400",30/04/2008,02/05/2008,15/05/2008,213
52,Dividendo,"0,112400",31/10/2007,01/11/2007,14/11/2007,213
53,JCP,"0,217500",31/10/2007,01/11/2007,14/11/2007,213
54,JCP,"0,456100",30/04/2007,02/05/2007,15/05/2007,213
55,Dividendo,"0,307800",30/04/2007,02/05/2007,15/05/2007,213
56,JCP,"1,289000",21/12/2006,22/12/2006,08/01/2007,213
57,JCP,"0,918500",30/10/2006,31/10/2006,13/11/2006,213
58,JCP,"1,368900",28/04/2006,02/05/2006,15/05/2006,213
59,JCP,"1,074100",10/10/2005,11/10/2005,11/11/2005,213
60,JCP,"1,718600",06/01/2005,07/01/2005,24/01/2005,213
61,Dividendo,"0,017600",30/04/2001,02/05/2001,30/05/2001,213
