,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,JCP,"0,082601",23/09/2024,24/09/2024,30/12/2025,24
1,JCP,"0,082601",23/09/2024,24/09/2024,30/06/2025,24
2,Dividendo,"0,496360",23/08/2024,26/08/2024,30/08/2024,24
3,JCP,"0,075106",21/06/2024,24/06/2024,30/06/2025,24
4,JCP,"0,075106",21/06/2024,24/06/2024,30/12/2025,24
5,Dividendo,"0,121134",29/04/2024,30/04/2024,28/06/2024,24
6,Dividendo,"0,121134",29/04/2024,30/04/2024,31/12/2024,24
7,JCP,"0,087783",26/03/2024,27/03/2024,30/06/2025,24
8,JCP,"0,087783",26/03/2024,27/03/2024,30/12/2025,24
9,JCP,"0,300510",21/12/2023,22/12/2023,31/12/2024,24
10,JCP,"0,300510",21/12/2023,22/12/2023,28/06/2024,24
11,JCP,"0,094971",25/09/2023,26/09/2023,28/06/2024,24
12,JCP,"0,094971",25/09/2023,26/09/2023,30/12/2024,24
13,JCP,"0,096953",23/06/2023,26/06/2023,30/12/2024,24
14,JCP,"0,096953",23/06/2023,26/06/2023,28/06/2024,24
15,Dividendo,"0,056535",27/04/2023,28/04/2023,30/06/2023,24
16,Dividendo,"0,056535",27/04/2023,28/04/2023,28/12/2023,24
17,JCP,"0,096392",27/03/2023,28/03/2023,30/12/2024,24
18,JCP,"0,096392",27/03/2023,28/03/2023,28/06/2024,24
19,JCP,"0,117134",27/12/2022,28/12/2022,28/12/2023,24
20,JCP,"0,117134",27/12/2022,28/12/2022,30/06/2023,24
21,JCP,"0,090571",21/12/2022,22/12/2022,30/06/2023,24
22,JCP,"0,090571",21/12/2022,22/12/2022,28/12/2023,24
23,JCP,"0,107140",23/09/2022,26/09/2022,28/12/2023,24
24,JCP,"0,107140",23/09/2022,26/09/2022,30/06/2023,24
25,JCP,"0,080208",24/06/2022,27/06/2022,28/12/2023,24
26,JCP,"0,080208",24/06/2022,27/06/2022,30/06/2023,24
27,Dividendo,"0,298708",29/04/2022,02/05/2022,30/12/2022,24
28,Dividendo,"0,298708",29/04/2022,02/05/2022,30/06/2022,24
29,JCP,"0,144738",28/03/2022,29/03/2022,30/12/2022,24
30,JCP,"0,282175",21/12/2021,22/12/2021,30/06/2022,24
31,JCP,"0,282175",21/12/2021,22/12/2021,30/12/2022,24
32,Dividendo,"0,305848",30/04/2021,03/05/2021,30/12/2021,24
33,Dividendo,"0,305848",30/04/2021,03/05/2021,30/06/2021,24
34,JCP,"0,142766",30/12/2020,04/01/2021,30/06/2021,24
35,JCP,"0,142766",30/12/2020,04/01/2021,30/12/2021,24
36,JCP,"0,039521",25/09/2020,28/09/2020,30/06/2021,24
37,JCP,"0,039521",25/09/2020,28/09/2020,30/12/2021,24
38,Dividendo,"0,249748",31/07/2020,03/08/2020,30/12/2020,24
39,JCP,"0,274312",23/12/2019,26/12/2019,30/12/2020,24
40,Dividendo,"0,450798",03/05/2019,06/05/2019,30/12/2019,24
41,JCP,"0,072007",21/12/2018,26/12/2018,30/12/2019,24
42,Dividendo,"0,500288",30/04/2018,02/05/2018,28/12/2018,24
43,Dividendo,"0,121779",12/05/2017,15/05/2017,28/12/2017,24
44,Dividendo,"0,121779",12/05/2017,15/05/2017,30/06/2017,24
45,JCP,"0,150999",26/12/2016,27/12/2016,28/12/2017,24
46,JCP,"0,150999",26/12/2016,27/12/2016,30/06/2017,24
47,Dividendo,"0,344900",29/04/2016,02/05/2016,20/12/2016,24
48,JCP,"0,079400",30/12/2015,04/01/2016,20/12/2016,24
49,JCP,"0,079400",30/12/2015,04/01/2016,30/06/2016,24
50,Dividendo,"0,450900",30/04/2015,04/05/2015,28/12/2015,24
51,JCP,"0,091300",26/12/2014,29/12/2014,30/06/2015,24
52,JCP,"0,091300",26/12/2014,29/12/2014,28/12/2015,24
53,Dividendo,"0,874200",07/11/2014,10/11/2014,19/12/2014,24
54,Dividendo,"0,874200",27/06/2014,30/06/2014,08/07/2014,24
55,Dividendo,"0,480000",27/06/2014,30/06/2014,30/09/2014,24
56,Dividendo,"0,892100",30/04/2014,02/05/2014,30/06/2014,24
57,JCP,"0,554100",05/12/2013,06/12/2013,19/12/2013,24
58,JCP,"1,993800",21/12/2012,26/12/2012,05/03/2013,24
59,Dividendo,"1,876500",21/12/2012,26/12/2012,05/03/2013,24
60,Dividendo,"0,875000",29/04/2011,02/05/2011,21/12/2011,24
61,Dividendo,"0,875000",29/04/2011,02/05/2011,30/06/2011,24
62,Dividendo,"1,319400",16/12/2010,17/12/2010,29/12/2010,24
63,Dividendo,"0,750400",29/04/2010,30/04/2010,29/06/2010,24
64,Dividendo,"0,750400",29/04/2010,30/04/2010,21/12/2010,24
65,Dividendo,"1,901900",29/04/2009,30/04/2009,18/12/2009,24
66,Dividendo,"1,900200",29/04/2009,30/04/2009,30/06/2009,24
67,Dividendo,"1,780000",25/04/2008,28/04/2008,27/06/2008,24
68,Dividendo,"0,472000",11/07/2006,12/07/2006,10/08/2006,24
69,Dividendo,"5,534100",16/01/2006,17/01/2006,27/01/2006,24
70,Dividendo,"1,125300",29/04/2005,02/05/2005,29/12/2005,24
71,JCP,"0,246800",10/01/2005,11/01/2005,29/12/2005,24
72,JCP,"0,617000",08/09/2004,09/09/2004,30/06/2005,24
73,Dividendo,"0,440000",30/04/2004,03/05/2004,28/12/2004,24
74,JCP,"0,617000",29/12/2003,30/12/2003,28/12/2004,24
75,JCP,"0,925400",08/12/2003,09/12/2003,28/12/2004,24
76,JCP,"0,617000",27/12/2002,30/12/2002,22/12/2003,24
77,JCP,"0,740400",23/05/2002,24/05/2002,22/12/2003,24
78,Dividendo,"0,702500",30/04/2002,02/05/2002,30/09/2002,24
79,JCP,"0,648100",27/12/2001,28/12/2001,30/09/2002,24
80,JCP,"0,610300",29/06/2000,30/06/2000,28/09/2001,24
81,JCP,"0,566300",14/04/2000,17/04/2000,28/09/2001,24
82,JCP,"1,176500",20/12/1999,03/01/2000,16/11/2000,24
83,Dividendo,"1,057000",27/04/1999,28/04/1999,31/05/1999,24
