,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,Dividendo,"0,040636",30/04/2024,02/05/2024,27/06/2024,104
1,Dividendo,"0,020692",28/04/2023,02/05/2023,27/06/2023,104
2,Dividendo,"0,075575",29/04/2022,02/05/2022,27/06/2022,104
3,JCP,"0,008800",11/05/2015,12/05/2015,16/06/2015,104
4,Dividendo,"0,170700",09/05/2014,12/05/2014,16/06/2014,104
5,JCP,"0,202100",09/05/2014,12/05/2014,16/06/2014,104
6,Dividendo,"0,098400",22/04/2013,23/04/2013,13/06/2013,104
7,JCP,"0,212400",22/04/2013,23/04/2013,13/06/2013,104
8,JCP,"0,271200",10/05/2012,11/05/2012,15/06/2012,104
9,Dividendo,"0,367300",10/05/2012,11/05/2012,15/06/2012,104
10,Dividendo,"0,461500",29/04/2011,02/05/2011,27/06/2011,104
11,Dividendo,"0,834900",26/04/2010,27/04/2010,25/06/2010,104
12,Dividendo,"0,709300",29/04/2008,30/04/2008,14/05/2008,104
