,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,Dividendo,"1,390909",16/08/2024,19/08/2024,30/08/2024,88
1,Dividendo,"0,019413",08/02/2024,09/02/2024,22/02/2024,88
2,Dividendo,"1,241876",08/02/2024,09/02/2024,22/02/2024,88
3,Dividendo,"1,607637",16/08/2023,17/08/2023,28/08/2023,88
4,Dividendo,"0,038703",14/02/2023,15/02/2023,01/03/2023,88
5,Dividendo,"1,839874",14/02/2023,15/02/2023,01/03/2023,88
6,Dividendo,"1,036045",17/08/2022,18/08/2022,29/08/2022,88
7,Dividendo,"0,012894",10/02/2022,11/02/2022,23/02/2022,88
8,Dividendo,"0,917154",10/02/2022,11/02/2022,23/02/2022,88
9,Dividendo,"0,520875",11/08/2021,12/08/2021,23/08/2021,88
10,Dividendo,"0,001314",11/02/2021,12/02/2021,25/02/2021,88
11,Dividendo,"0,474807",11/02/2021,12/02/2021,25/02/2021,88
12,Dividendo,"0,875255",12/08/2020,13/08/2020,24/08/2020,88
13,Dividendo,"0,012457",13/02/2020,14/02/2020,27/08/2020,88
14,Dividendo,"1,898384",13/02/2020,14/02/2020,27/02/2020,88
15,Dividendo,"0,890683",09/08/2019,12/08/2019,21/08/2019,88
16,Dividendo,"0,008136",09/08/2019,12/08/2019,21/08/2019,88
17,Dividendo,"0,006701",14/02/2019,15/02/2019,26/02/2019,88
18,Dividendo,"0,682043",14/02/2019,15/02/2019,26/02/2019,88
19,Dividendo,"1,352301",11/12/2018,12/12/2018,02/01/2019,88
20,Dividendo,"0,785912",09/08/2018,10/08/2018,21/08/2018,88
21,Dividendo,"0,007145",09/08/2018,10/08/2018,21/08/2018,88
22,Dividendo,"0,010951",22/02/2018,23/02/2018,06/03/2018,88
23,Dividendo,"0,954947",22/02/2018,23/02/2018,06/03/2018,88
24,Dividendo,"0,780988",10/08/2017,11/08/2017,22/08/2017,88
25,Dividendo,"0,010648",10/08/2017,11/08/2017,22/08/2017,88
26,Dividendo,"0,835756",16/02/2017,17/02/2017,02/03/2017,88
27,Dividendo,"0,017274",16/02/2017,17/02/2017,02/03/2017,88
28,Dividendo,"0,016951",11/08/2016,12/08/2016,24/08/2016,88
29,Dividendo,"0,836100",11/08/2016,12/08/2016,24/08/2016,88
30,Dividendo,"0,833400",23/02/2016,24/02/2016,07/03/2016,88
31,JCP,"0,019137",23/02/2016,24/02/2016,07/03/2016,88
32,Dividendo,"0,018040",12/08/2015,13/08/2015,25/08/2015,88
33,Dividendo,"0,883800",12/08/2015,13/08/2015,25/08/2015,88
34,Dividendo,"0,013479",12/02/2015,13/02/2015,26/02/2015,88
35,Dividendo,"0,798500",12/02/2015,13/02/2015,26/02/2015,88
36,Dividendo,"0,010896",18/08/2014,19/08/2014,29/08/2014,88
37,Dividendo,"0,608600",18/08/2014,19/08/2014,29/08/2014,88
38,Dividendo,"0,009073",14/02/2014,17/02/2014,26/02/2014,88
39,Dividendo,"0,589700",14/02/2014,17/02/2014,26/02/2014,88
40,Dividendo,"0,005864",19/08/2013,20/08/2013,30/08/2013,88
41,Dividendo,"0,414800",19/08/2013,20/08/2013,30/08/2013,88
