,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,JCP,"1,260703",19/08/2024,20/08/2024,01/10/2024,321
1,JCP,"1,152401",28/02/2024,29/02/2024,08/03/2024,321
2,JCP,"1,308284",17/08/2023,18/08/2023,06/09/2023,321
3,JCP,"2,467390",23/02/2023,24/02/2023,07/03/2023,321
4,JCP,"1,096618",24/02/2022,25/02/2022,22/03/2022,321
5,JCP,"0,342693",18/08/2021,19/08/2021,31/08/2021,321
6,JCP,"0,902319",03/03/2021,04/03/2021,15/03/2021,321
7,Dividendo,"0,187933",23/07/2020,24/07/2020,20/08/2020,321
8,Dividendo,"0,015381",26/02/2020,27/02/2020,09/03/2020,321
9,JCP,"0,579700",26/02/2020,27/02/2020,09/03/2020,321
10,JCP,"0,781340",03/07/2019,04/07/2019,15/07/2019,321
11,JCP,"0,762500",23/11/2018,26/11/2018,05/12/2018,321
12,JCP,"0,705500",13/06/2018,15/06/2018,25/06/2018,321
13,Dividendo,"0,260800",06/04/2018,10/04/2018,16/04/2018,321
14,JCP,"0,779600",17/11/2017,21/11/2017,01/12/2017,321
15,Dividendo,"0,205600",21/08/2017,22/08/2017,29/08/2017,321
16,JCP,"0,806600",16/06/2017,19/06/2017,28/06/2017,321
17,Dividendo,"1,167900",06/04/2017,07/04/2017,18/04/2017,321
18,Dividendo,"0,576200",03/04/2017,04/04/2017,11/04/2017,321
19,JCP,"0,678500",22/02/2017,23/02/2017,06/03/2017,321
20,Dividendo,"0,036100",22/02/2017,23/02/2017,06/03/2017,321
21,JCP,"0,119584",31/08/2016,01/09/2016,09/09/2016,321
22,JCP,"0,538219",28/08/2015,01/09/2015,10/09/2015,321
23,Dividendo,"0,198762",21/08/2014,22/08/2014,01/09/2014,321
24,JCP,"0,576595",28/07/2014,01/08/2014,06/08/2014,321
25,Dividendo,"0,209911",26/02/2014,10/03/2014,14/03/2014,321
26,JCP,"0,588352",27/12/2013,30/12/2013,10/01/2014,321
27,Dividendo,"0,189767",20/08/2013,21/08/2013,04/09/2013,321
28,Dividendo,"0,923969",25/02/2013,26/02/2013,05/04/2013,321
29,JCP,"0,555159",29/11/2012,30/11/2012,11/12/2012,321
30,Dividendo,"1,287335",16/08/2012,17/08/2012,03/09/2012,321
31,JCP,"0,597722",15/06/2012,18/06/2012,29/06/2012,321
32,Dividendo,"1,038885",28/02/2012,29/02/2012,12/04/2012,321
33,Dividendo,"1,540386",30/08/2011,31/08/2011,09/09/2011,321
34,JCP,"0,517341",03/06/2011,06/06/2011,15/06/2011,321
35,Dividendo,"1,424492",01/03/2011,02/03/2011,14/03/2011,321
36,JCP,"0,440709",30/11/2010,02/12/2010,07/12/2010,321
37,Dividendo,"0,200845",30/07/2010,02/08/2010,16/08/2010,321
38,JCP,"0,433508",30/06/2010,02/07/2010,16/07/2010,321
39,Dividendo,"1,062021",09/03/2010,10/03/2010,29/03/2010,321
40,JCP,"0,385525",10/11/2009,16/11/2009,28/12/2009,321
41,Dividendo,"0,332545",24/08/2009,25/08/2009,15/09/2009,321
42,JCP,"0,398877",30/06/2009,01/07/2009,16/07/2009,321
43,Dividendo,"0,462790",16/02/2009,19/02/2009,12/03/2009,321
44,JCP,"0,334033",26/12/2008,29/12/2008,15/01/2009,321
45,JCP,"0,330393",11/07/2008,15/07/2008,31/07/2008,321
46,Dividendo,"0,183056",01/05/2008,02/05/2008,28/05/2008,321
47,JCP,"0,470877",07/02/2008,08/02/2008,25/02/2008,321
48,JCP,"0,525935",10/08/2007,13/08/2007,19/12/2011,321
