,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,JCP,"0,312596",30/09/2024,01/10/2024,31/12/2024,309
1,JCP,"0,285206",25/06/2024,26/06/2024,31/12/2024,309
2,Dividendo,"1,560456",15/04/2024,16/04/2024,31/12/2024,309
3,JCP,"0,276629",25/03/2024,26/03/2024,31/12/2024,309
4,JCP,"0,385800",04/01/2024,05/01/2024,31/12/2024,309
5,JCP,"0,401865",04/10/2023,05/10/2023,27/12/2023,309
6,Dividendo,"2,097018",31/07/2023,01/08/2023,27/12/2023,309
7,JCP,"0,435089",03/07/2023,05/07/2023,15/09/2023,309
8,Dividendo,"0,808857",18/04/2023,24/04/2023,04/05/2023,309
9,JCP,"0,424371",10/03/2023,16/03/2023,21/07/2023,309
10,JCP,"0,395963",04/01/2023,09/01/2023,28/03/2023,309
11,JCP,"0,379527",05/10/2022,06/10/2022,31/12/2022,309
12,Dividendo,"2,581514",01/08/2022,02/08/2022,16/08/2022,309
13,JCP,"0,390460",05/07/2022,06/07/2022,16/08/2022,309
14,Dividendo,"2,216823",18/04/2022,19/04/2022,24/05/2022,309
15,JCP,"0,358113",04/04/2022,05/04/2022,31/12/2022,309
16,JCP,"0,519225",05/01/2022,11/01/2022,30/03/2022,309
17,Dividendo,"1,940389",03/12/2021,06/12/2021,21/12/2021,309
18,JCP,"0,514757",05/07/2021,06/07/2021,14/10/2021,309
19,Dividendo,"3,035235",05/07/2021,06/07/2021,23/07/2021,309
20,Dividendo,"0,085436",08/04/2021,09/04/2021,12/05/2021,309
21,JCP,"0,971818",06/01/2021,07/01/2021,18/03/2021,309
22,JCP,"0,499087",06/01/2020,07/01/2020,10/12/2020,309
23,JCP,"0,602846",03/07/2019,04/07/2019,07/08/2019,309
24,Dividendo,"1,849200",19/02/2019,20/02/2019,27/02/2019,309
25,JCP,"0,710101",04/01/2019,15/01/2019,29/03/2019,309
26,JCP,"0,473300",03/07/2018,04/07/2018,27/08/2018,309
27,JCP,"0,166369",05/07/2017,12/07/2017,14/12/2017,309
28,JCP,"0,514983",20/12/2016,21/12/2016,14/02/2017,309
29,JCP,"0,600800",20/12/2016,21/12/2016,31/12/2017,309
30,JCP,"0,600800",04/08/2016,09/08/2016,31/12/2016,309
31,JCP,"0,034200",23/03/2016,04/04/2016,31/12/2016,309
32,JCP,"0,199000",19/06/2015,30/06/2015,22/07/2015,309
33,Dividendo,"0,214100",19/06/2015,30/06/2015,22/07/2015,309
34,JCP,"0,622782",01/01/2015,13/01/2015,29/04/2015,309
35,JCP,"0,622800",30/12/2014,13/01/2015,29/04/2015,309
36,JCP,"0,584400",30/12/2013,03/01/2014,25/06/2014,309
37,JCP,"0,146006",29/12/2011,13/01/2012,15/02/2012,309
38,JCP,"0,146011",30/09/2011,03/10/2011,30/12/2011,309
39,Dividendo,"1,416952",29/08/2011,12/09/2011,14/09/2011,309
40,JCP,"0,146011",30/06/2011,11/07/2011,10/08/2011,309
41,JCP,"0,146006",31/03/2011,19/04/2011,25/05/2011,309
42,JCP,"0,137650",31/12/2010,03/01/2011,23/02/2011,309
43,Dividendo,"1,451006",30/09/2010,05/10/2010,31/12/2010,309
44,JCP,"0,137644",30/09/2010,05/10/2010,15/12/2010,309
45,JCP,"0,137650",30/06/2010,12/07/2010,15/09/2010,309
46,JCP,"0,137644",31/03/2010,01/04/2010,19/05/2010,309
47,Dividendo,"1,670275",29/03/2010,30/03/2010,16/06/2010,309
48,JCP,"0,126187",18/12/2009,23/12/2009,19/05/2010,309
49,Dividendo,"1,220552",30/09/2009,02/10/2009,16/12/2009,309
50,JCP,"0,126187",30/09/2009,02/10/2009,16/12/2009,309
51,JCP,"0,262863",29/06/2009,30/06/2009,09/09/2009,309
52,Dividendo,"1,507541",27/03/2009,01/04/2009,10/06/2009,309
53,JCP,"0,120886",01/01/2009,27/01/2009,13/05/2009,309
54,Dividendo,"1,387371",31/10/2008,03/11/2008,10/12/2008,309
55,JCP,"0,120850",31/10/2008,03/11/2008,10/12/2008,309
56,JCP,"0,120927",31/07/2008,04/08/2008,10/09/2008,309
57,JCP,"0,120886",28/04/2008,06/05/2008,11/06/2008,309
58,Dividendo,"1,465725",24/04/2008,06/05/2008,11/06/2008,309
59,JCP,"0,100974",17/12/2007,19/12/2007,09/01/2008,309
60,JCP,"1,045805",31/10/2007,01/11/2007,12/12/2007,309
61,Dividendo,"0,014399",01/10/2007,02/10/2007,30/10/2007,309
62,JCP,"0,001092",30/07/2007,31/07/2007,31/08/2007,309
