,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,Dividendo,"0,303458",30/04/2024,02/05/2024,10/07/2024,194
1,Dividendo,"0,100000",21/08/2023,22/08/2023,31/08/2023,194
2,Dividendo,"1,295620",28/04/2023,02/05/2023,09/05/2023,194
3,Dividendo,"1,624365",19/04/2022,20/04/2022,29/04/2022,194
4,Dividendo,"0,027100",26/04/2013,29/04/2013,26/05/2013,194
5,JCP,"0,032300",19/11/2012,21/11/2012,26/05/2013,194
6,Dividendo,"0,070000",16/08/2012,17/08/2012,21/11/2012,194
7,JCP,"0,100000",17/11/2011,18/11/2011,02/04/2012,194
8,JCP,"0,030000",10/08/2011,11/08/2011,17/10/2011,194
9,Dividendo,"0,002000",29/04/2011,02/05/2011,13/05/2011,194
10,JCP,"0,100000",17/11/2010,18/11/2010,31/01/2011,194
11,JCP,"0,070000",30/06/2010,01/07/2010,19/07/2010,194
12,Dividendo,"0,002000",30/04/2010,03/05/2010,07/05/2010,194
13,JCP,"0,140000",17/11/2009,18/11/2009,29/01/2010,194
14,JCP,"0,200000",26/11/2008,27/11/2008,16/03/2009,194
15,JCP,"0,160000",27/11/2007,28/11/2007,31/01/2008,194
16,Dividendo,"0,005000",16/04/2007,17/04/2007,30/04/2007,194
17,JCP,"0,100000",14/12/2006,15/12/2006,29/01/2007,194
18,Dividendo,"0,074100",26/01/2006,27/01/2006,03/02/2006,194
19,JCP,"0,080000",17/11/2004,18/11/2004,28/01/2005,194
20,JCP,"0,075100",14/11/2003,17/11/2003,29/01/2004,194
21,Dividendo,"0,012900",29/04/2003,30/04/2003,09/05/2003,194
22,JCP,"0,094200",20/12/2002,23/12/2002,30/01/2003,194
23,JCP,"0,061600",05/06/2002,06/06/2002,14/06/2002,194
24,JCP,"0,095200",13/12/2001,14/12/2001,31/01/2002,194
25,JCP,"0,061600",19/12/2000,20/12/2000,31/01/2001,194
26,Dividendo,"0,002500",28/04/2000,02/05/2000,17/05/2000,194
27,JCP,"0,061600",13/12/1999,14/12/1999,19/01/2000,194
