,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,JCP,"0,005372",27/12/2021,28/12/2021,21/01/2022,2
1,JCP,"0,011765",27/09/2021,28/09/2021,22/10/2021,2
2,JCP,"0,017684",06/07/2021,07/07/2021,30/07/2021,2
3,Dividendo,"0,002526",05/05/2021,06/05/2021,17/05/2021,2
4,JCP,"0,025131",07/01/2021,08/01/2021,30/04/2021,2
5,JCP,"* 0,029817",10/09/2020,11/09/2020,30/04/2021,2
6,Dividendo,"* 0,001648",28/04/2020,29/04/2020,24/07/2020,2
7,Dividendo,"* 0,001648",28/04/2020,29/04/2020,18/09/2020,2
8,JCP,"* 0,015969",03/01/2020,06/01/2020,24/07/2020,2
9,JCP,"* 0,015969",03/01/2020,06/01/2020,18/09/2020,2
10,JCP,"* 0,015536",02/07/2019,03/07/2019,18/09/2020,2
11,JCP,"* 0,015536",02/07/2019,03/07/2019,24/07/2020,2
12,Dividendo,"* 0,024331",22/04/2019,23/04/2019,30/04/2019,2
13,JCP,"* 0,036864",14/12/2018,17/12/2018,30/04/2019,2
