,Tipo,Valor,Registro,Ex,Pagamento,ticker
0,Dividendo,"0,265862",18/04/2024,19/04/2024,30/04/2024,37
1,Dividendo,"0,156781",30/10/2023,31/10/2023,30/11/2023,37
2,Dividendo,"0,036548",19/04/2023,20/04/2023,02/05/2023,37
3,Dividendo,"0,292863",01/11/2022,03/11/2022,30/11/2022,37
4,Dividendo,"0,087438",19/04/2022,20/04/2022,29/04/2022,37
5,Dividendo,"0,076138",30/11/2021,01/12/2021,15/12/2021,37
6,Dividendo,"0,089842",08/04/2021,09/04/2021,30/04/2021,37
7,Dividendo,"0,184774",01/10/2020,02/10/2020,30/10/2020,37
8,Dividendo,"0,297029",09/04/2020,13/04/2020,23/04/2020,37
9,Dividendo,"0,465346",18/10/2019,21/10/2019,31/10/2019,37
10,Dividendo,"0,297029",07/05/2019,08/05/2019,16/05/2019,37
11,Dividendo,"0,396039",23/10/2018,24/10/2018,31/10/2018,37
12,Dividendo,"0,198019",16/04/2018,17/04/2018,30/04/2018,37
13,Dividendo,"0,438613",19/10/2017,20/10/2017,31/10/2017,37
14,Dividendo,"0,198019",11/04/2017,12/04/2017,28/04/2017,37
15,Dividendo,"0,424800",09/11/2016,10/11/2016,18/11/2016,37
16,Dividendo,"0,283200",15/03/2016,16/03/2016,29/04/2016,37
17,Dividendo,"0,050400",17/12/2015,18/12/2015,30/12/2015,37
18,Dividendo,"0,487500",02/10/2015,05/10/2015,30/10/2015,37
19,Dividendo,"0,057100",16/04/2015,17/04/2015,30/04/2015,37
20,Dividendo,"0,735900",26/09/2014,29/09/2014,31/10/2014,37
21,Dividendo,"0,057100",15/04/2014,16/04/2014,30/04/2014,37
22,Dividendo,"0,680000",26/09/2013,27/09/2013,31/10/2013,37
23,Dividendo,"0,057100",18/04/2013,19/04/2013,30/04/2013,37
24,Dividendo,"0,540000",28/09/2012,01/10/2012,31/10/2012,37
25,Dividendo,"0,057100",13/04/2012,16/04/2012,27/04/2012,37
26,Dividendo,"1,590000",29/08/2011,30/08/2011,30/09/2011,37
27,Dividendo,"0,228300",19/04/2011,20/04/2011,29/04/2011,37
28,Dividendo,"1,700000",20/09/2010,21/09/2010,30/09/2010,37
29,Dividendo,"0,230000",28/04/2010,29/04/2010,05/05/2010,37
30,Dividendo,"1,160000",12/08/2009,13/08/2009,30/09/2009,37
31,Dividendo,"0,350000",15/04/2009,16/04/2009,30/04/2009,37
32,Dividendo,"1,000000",11/08/2008,12/08/2008,30/09/2008,37
33,Dividendo,"0,500000",27/03/2008,28/03/2008,11/04/2008,37
34,Dividendo,"0,820000",09/08/2007,10/08/2007,31/08/2007,37
35,Dividendo,"0,500000",29/03/2007,30/03/2007,10/04/2007,37
36,Dividendo,"0,630000",10/08/2006,11/08/2006,31/08/2006,37
37,Dividendo,"0,250000",29/03/2006,30/03/2006,17/04/2006,37
38,Dividendo,"2,000000",01/09/2005,02/09/2005,27/09/2005,37
39,Dividendo,"1,000000",31/03/2005,01/04/2005,11/04/2005,37
40,Dividendo,"1,000000",09/08/2004,10/08/2004,02/09/2004,37
41,Dividendo,"0,590000",18/03/2004,19/03/2004,19/04/2004,37
42,Dividendo,"0,350000",10/04/2003,11/04/2003,23/04/2003,37
