,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_fcf,preco_ativo_total,preco_ebit,preco_capital_giro,ev_ebit,ev_ebitda,preco_ncav,ev_receita_liquida,ev_fcf,ev_ativo_total,market_cap_empresa,divdend_yield
0,Atual - 08/11/2024,"-6,50","1,26","1,30","10,52","20,22","0,85","-11,91","1,42","-12,07","-22,57","3,13","1,32","20,48","0,86","R$ 733,26 M","2,31%"
1,30/06/2024,"-7,74","1,50","1,55","12,53","24,08","1,01","-14,19","1,70","-14,02","-26,22","3,73","1,53","23,79","1,00","R$ 850,25 M","1,94%"
2,31/03/2024,"228,93","1,37","1,73","15,87","42,94","0,96","-22,65","1,77","-22,67","-67,63","3,83","1,73","42,99","0,97","R$ 928,31 M","27,32%"
3,31/12/2023,"28,34","1,49","1,77","14,69","31,96","1,05","-661,48","1,93","-661,90","40,28","4,30","1,77","31,98","1,05","R$ 1,02 B","29,86%"
4,30/09/2023,"17,62","1,69","1,96","35,90","1.909,38","1,25","58,89","2,30","58,67","25,15","4,42","1,95","1.902,35","1,25","R$ 1,17 B","47,64%"
5,30/06/2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,31/03/2023,"9,82","1,16","1,26","12,98","20,58","0,88","14,46","1,90","14,50","10,70","4,03","1,27","20,63","0,88","R$ 971,84 M","28,40%"
7,31/12/2022,"11,04","0,93","0,94","6,81","9,30","0,71","26,61","1,54","24,34","13,65","3,10","0,86","8,51","0,65","R$ 754,49 M","36,58%"
8,30/09/2022,"7,00","0,81","0,81","7,04","11,41","0,63","8,02","1,36","9,70","7,20","2,64","0,98","13,80","0,76","R$ 1,04 B","9,48%"
9,30/06/2022,"5,97","0,99","0,93","6,69","10,41","0,77","6,91","1,66","7,36","5,85","3,23","1,00","11,09","0,82","R$ 1,05 B","19,56%"
10,31/03/2022,"5,82","1,39","1,30","6,72","9,11","1,08","6,01","2,31","5,38","4,62","4,47","1,16","8,16","0,96","R$ 1,21 B","23,88%"
11,31/12/2021,"5,18","1,63","1,50","6,98","8,76","1,20","5,06","2,62","4,84","4,32","6,38","1,43","8,38","1,14","R$ 1,53 B","20,31%"
12,30/09/2021,"8,11","2,69","2,40","7,00","7,79","1,96","10,30","3,93","10,02","9,06","8,64","2,34","7,58","1,91","R$ 2,48 B","12,22%"
13,30/06/2021,"12,09","4,11","3,62","9,36","10,19","3,01","13,98","4,31","11,94","10,91","7,00","3,09","8,71","2,57","R$ 3,40 B","5,31%"
14,31/03/2021,"8,50","2,54","2,47","6,77","7,39","1,83","10,41","2,69","8,58","7,65","4,56","2,03","6,09","1,51","R$ 2,02 B","2,54%"
15,31/12/2020,"7,55","1,91","1,90","6,00","6,74","1,31","10,49","2,07","7,44","6,34","4,11","1,35","4,78","0,93","R$ 1,37 B","3,68%"
16,30/09/2020,"5,88","1,05","1,19","12,56","19,58","0,77","5,72","1,11","4,35","3,64","1,85","0,91","14,88","0,58","R$ 731,17 M","1,14%"
17,30/06/2020,"6,23","1,04","1,23","15,44","34,11","0,75","6,46","1,12","5,62","4,51","1,93","1,07","29,65","0,65","R$ 654,65 M","1,28%"
18,31/03/2020,"6,41","1,13","1,13","5,33","6,74","0,81","6,74","1,22","5,82","4,64","2,13","0,97","5,82","0,70","R$ 684,16 M","1,22%"
19,31/12/2019,"5,07","0,96","0,95","2,97","3,46","0,71","5,18","1,08","3,99","3,21","1,84","0,73","2,66","0,54","R$ 615,98 M","0,00%"
20,30/09/2019,"5,06","1,16","1,09","3,88","4,66","0,90","5,05","1,27","4,26","3,62","1,88","0,92","3,93","0,75","R$ 734,04 M","11,77%"
21,30/06/2019,"6,68","1,68","1,35","10,82","15,46","1,28","6,60","1,80","6,14","5,26","2,71","1,26","14,37","1,19","R$ 921,35 M","17,89%"
22,31/03/2019,"4,36","1,29","1,04","15,95","36,37","0,97","4,41","1,40","4,40","3,88","2,16","1,03","36,27","0,97","R$ 673,67 M","22,71%"
23,31/12/2018,"5,60","1,71","1,37","9,02","12,23","1,30","5,67","1,86","5,40","4,82","2,84","1,30","11,64","1,24","R$ 875,01 M","25,30%"
24,30/09/2018,"4,51","1,30","0,99","7,53","11,55","0,92","4,04","1,42","4,02","3,60","2,58","0,99","11,51","0,92","R$ 629,78 M","28,09%"
25,30/06/2018,"4,81","1,17","0,91","4,19","5,47","0,83","4,16","1,28","4,21","3,71","2,31","0,92","5,54","0,84","R$ 559,69 M","17,52%"
