,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 2,04 B","R$ 348,76 M","R$ 126,38 M","- R$ 63,60 M","R$ 189,98 M","- R$ 11,72 M","- R$ 1,86"
1,31/03/2024,"R$ 1,93 B","R$ 344,82 M","R$ 136,47 M","- R$ 61,14 M","R$ 197,61 M","R$ 20,83 M","R$ 3,31"
2,31/12/2023,"R$ 1,97 B","R$ 340,19 M","R$ 131,32 M","- R$ 57,38 M","R$ 188,69 M","- R$ 8,13 M","- R$ 1,98"
3,30/09/2023,"R$ 1,93 B","R$ 328,63 M","R$ 124,61 M","- R$ 55,40 M","R$ 180,01 M","- R$ 103,50 M","- R$ 25,20"
4,30/06/2023,"R$ 1,87 B","R$ 311,35 M","R$ 113,38 M","- R$ 55,37 M","R$ 168,75 M","- R$ 105,10 M","- R$ 25,59"
5,31/03/2023,"R$ 1,96 B","R$ 297,72 M","R$ 106,35 M","- R$ 54,97 M","R$ 161,33 M","- R$ 235,81 M","- R$ 57,42"
6,31/12/2022,"R$ 1,99 B","R$ 316,35 M","R$ 132,23 M","- R$ 54,96 M","R$ 187,18 M","- R$ 208,75 M","- R$ 50,83"
7,30/09/2022,"R$ 2,05 B","R$ 359,45 M","R$ 186,37 M","- R$ 59,16 M","R$ 245,53 M","- R$ 176,45 M","- R$ 42,96"
8,30/06/2022,"R$ 2,06 B","R$ 353,45 M","R$ 177,02 M","- R$ 60,52 M","R$ 237,53 M","- R$ 184,12 M","- R$ 44,83"
9,31/03/2022,"R$ 2,08 B","R$ 377,09 M","R$ 187,04 M","- R$ 62,95 M","R$ 249,99 M","- R$ 61,41 M","- R$ 14,95"
10,31/12/2021,"R$ 2,05 B","R$ 350,88 M","R$ 163,38 M","- R$ 66,86 M","R$ 230,24 M","- R$ 63,04 M","- R$ 15,35"
11,30/09/2021,"R$ 1,87 B","R$ 291,26 M","R$ 107,03 M","- R$ 64,86 M","R$ 171,88 M","- R$ 17,35 M","- R$ 4,23"
12,30/06/2021,"R$ 1,80 B","R$ 290,69 M","R$ 103,57 M","- R$ 63,24 M","R$ 166,80 M","- R$ 18,20 M","- R$ 4,43"
13,31/03/2021,"R$ 1,53 B","R$ 246,70 M","R$ 67,17 M","- R$ 60,52 M","R$ 127,69 M","- R$ 49,27 M","- R$ 12,00"
14,31/12/2020,"R$ 1,45 B","R$ 252,17 M","R$ 72,64 M","- R$ 58,10 M","R$ 130,74 M","- R$ 152,15 M","- R$ 37,05"
15,30/09/2020,"R$ 1,43 B","R$ 255,30 M","R$ 114,53 M","- R$ 41,21 M","R$ 155,73 M","- R$ 138,97 M","- R$ 33,84"
16,30/06/2020,"R$ 1,40 B","R$ 243,82 M","R$ 113,78 M","- R$ 51,85 M","R$ 165,63 M","- R$ 114,66 M","- R$ 27,92"
17,31/03/2020,"R$ 1,50 B","R$ 265,85 M","R$ 139,29 M","- R$ 48,32 M","R$ 187,61 M","- R$ 91,77 M","- R$ 22,35"
18,31/12/2019,"R$ 1,48 B","R$ 248,96 M","R$ 129,03 M","- R$ 45,29 M","R$ 174,32 M","R$ 21,79 M","R$ 5,31"
19,30/09/2019,"R$ 1,43 B","R$ 236,68 M","R$ 97,94 M","- R$ 40,30 M","R$ 138,24 M","R$ 8,93 M","R$ 2,18"
20,30/06/2019,"R$ 1,34 B","R$ 229,43 M","R$ 95,97 M","- R$ 36,92 M","R$ 132,89 M","R$ 29,81 M","R$ 7,26"
21,31/03/2019,"R$ 1,27 B","R$ 215,00 M","R$ 94,58 M","- R$ 35,18 M","R$ 129,76 M","R$ 5,17 M","R$ 1,26"
22,31/12/2018,"R$ 1,20 B","R$ 200,43 M","R$ 85,25 M","- R$ 32,54 M","R$ 117,79 M","- R$ 18,47 M","- R$ 4,50"
23,30/09/2018,"R$ 1,13 B","R$ 196,22 M","R$ 89,79 M","- R$ 31,71 M","R$ 121,49 M","- R$ 48,72 M","- R$ 11,86"
24,30/06/2018,"R$ 1,14 B","R$ 189,73 M","R$ 87,72 M","- R$ 30,99 M","R$ 118,70 M","- R$ 37,48 M","- R$ 9,13"
25,31/03/2018,"R$ 1,08 B","R$ 172,75 M","R$ 71,06 M","- R$ 29,58 M","R$ 100,64 M","- R$ 52,81 M","- R$ 12,86"
26,31/12/2017,"R$ 985,75 M","R$ 162,99 M","R$ 73,19 M","- R$ 28,31 M","R$ 101,50 M","- R$ 23,92 M","- R$ 5,82"
27,30/09/2017,"R$ 947,68 M","R$ 141,64 M","R$ 49,31 M","- R$ 28,12 M","R$ 77,43 M","- R$ 8,85 M","- R$ 2,15"
28,30/06/2017,"R$ 907,06 M","R$ 134,76 M","R$ 45,51 M","- R$ 27,95 M","R$ 73,46 M","- R$ 37,93 M","- R$ 9,24"
29,31/03/2017,"R$ 922,05 M","R$ 137,24 M","R$ 49,70 M","- R$ 28,06 M","R$ 77,76 M","R$ 14,16 M","R$ 0,23"
30,31/12/2016,"R$ 1,01 B","R$ 152,28 M","R$ 57,09 M","- R$ 29,32 M","R$ 86,41 M","R$ 14,88 M","R$ 0,24"
31,30/09/2016,"R$ 1,03 B","R$ 149,94 M","R$ 52,06 M","- R$ 31,85 M","R$ 83,90 M","R$ 17,06 M","R$ 0,28"
32,30/06/2016,"R$ 1,09 B","R$ 152,95 M","R$ 47,18 M","- R$ 32,97 M","R$ 80,15 M","- R$ 76,81 M","- R$ 5,65"
33,31/03/2016,"R$ 1,07 B","R$ 148,90 M","R$ 42,81 M","- R$ 33,71 M","R$ 76,52 M","- R$ 74,94 M","- R$ 5,51"
34,31/12/2015,"R$ 1,02 B","R$ 135,47 M","R$ 35,41 M","- R$ 32,40 M","R$ 67,81 M","- R$ 109,79 M","- R$ 8,07"
35,30/09/2015,"R$ 988,96 M","R$ 131,23 M","R$ 33,97 M","- R$ 29,22 M","R$ 63,19 M","- R$ 132,09 M","- R$ 3,24"
36,30/06/2015,"R$ 955,62 M","R$ 118,80 M","R$ 32,93 M","- R$ 27,54 M","R$ 60,47 M","- R$ 54,34 M","- R$ 1,33"
