,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"- R$ 47,15 M","- R$ 36,95 M","R$ 27,80 M","- R$ 40,12 M"
1,31/03/2024,"R$ 43,27 M","- R$ 30,59 M","- R$ 37,37 M","- R$ 21,51 M"
2,31/12/2023,"R$ 81,13 M","- R$ 1,08 M","- R$ 32,11 M","R$ 61,21 M"
3,30/09/2023,"R$ 25,49 M","- R$ 18,16 M","- R$ 1,71 M","R$ 3,69 M"
4,30/06/2023,"R$ 116,83 M","- R$ 11,18 M","- R$ 82,06 M","R$ 10,31 M"
5,31/03/2023,"- R$ 41,62 M","- R$ 23,29 M","- R$ 2,93 M","- R$ 67,15 M"
6,31/12/2022,"R$ 124,96 M","- R$ 21,38 M","- R$ 112,64 M","R$ 2,48 M"
7,30/09/2022,"- R$ 92,23 M","- R$ 14,99 M","R$ 139,77 M","R$ 11,92 M"
8,30/06/2022,"- R$ 161,83 M","R$ 3,34 M","R$ 78,90 M","- R$ 16,69 M"
9,31/03/2022,"- R$ 51,09 M","- R$ 3,99 M","- R$ 18,08 M","- R$ 136,72 M"
10,31/12/2021,"R$ 197,55 M","- R$ 115,67 M","R$ 125,10 M","R$ 145,31 M"
11,30/09/2021,"- R$ 87,59 M","R$ 9,32 M","R$ 3,32 M","- R$ 36,50 M"
12,30/06/2021,"R$ 74,59 M","R$ 63,87 M","- R$ 55,39 M","R$ 13,49 M"
13,31/03/2021,"- R$ 97,09 M","- R$ 70,43 M","R$ 108,02 M","- R$ 74,10 M"
14,31/12/2020,"R$ 230,33 M","- R$ 40,37 M","- R$ 85,54 M","R$ 73,92 M"
15,30/09/2020,"R$ 198,33 M","- R$ 47,07 M","- R$ 63,93 M","R$ 26,52 M"
16,30/06/2020,"- R$ 69,76 M","R$ 35,18 M","R$ 36,49 M","R$ 15,51 M"
17,31/03/2020,"- R$ 155,01 M","- R$ 36,27 M","- R$ 46,91 M","- R$ 151,90 M"
18,31/12/2019,"R$ 176,66 M","- R$ 29,09 M","R$ 39,16 M","R$ 147,44 M"
19,30/09/2019,"- R$ 101,01 M","- R$ 39,38 M","R$ 4,90 M","- R$ 86,12 M"
20,30/06/2019,"- R$ 5,33 M","R$ 753,00 mil","R$ 32,95 M","R$ 12,05 M"
21,31/03/2019,"R$ 15,46 M","R$ 55,53 M","- R$ 57,49 M","- R$ 11,25 M"
22,31/12/2018,"R$ 152,61 M","- R$ 96,43 M","- R$ 38,70 M","R$ 51,45 M"
23,30/09/2018,"R$ 138,30 M","- R$ 95,11 M","R$ 5,64 M","- R$ 36,04 M"
