,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 32,62 M","- R$ 16,55 M","- R$ 28,08 M","- R$ 12,01 M",402
1,31/03/2024,"R$ 26,12 M","- R$ 15,48 M","- R$ 1.000,00","R$ 10,63 M",402
2,31/12/2023,"R$ 3,98 M","R$ 6,86 M","- R$ 41,57 M","- R$ 30,73 M",402
3,30/09/2023,"R$ 33,25 M","- R$ 41,05 M","- R$ 4,03 M","- R$ 11,82 M",402
4,30/06/2023,"R$ 27,66 M","R$ 54,74 M","- R$ 60,94 M","R$ 21,46 M",402
5,31/03/2023,"R$ 26,47 M","- R$ 15,83 M","- R$ 2,00 mil","R$ 10,63 M",402
6,31/12/2022,"R$ 8,79 M","R$ 37,93 M","- R$ 1.000,00","R$ 46,73 M",402
7,30/09/2022,"R$ 22,18 M","- R$ 1,64 M","- R$ 1.000,00","R$ 20,54 M",402
8,30/06/2022,"R$ 7,51 M","R$ 70,01 M","- R$ 33,12 M","R$ 44,40 M",402
9,31/03/2022,"R$ 20,19 M","- R$ 6,18 M","R$ 0,00","R$ 14,01 M",402
10,31/12/2021,"R$ 1,39 M","R$ 32,30 M","- R$ 17,56 M","R$ 16,13 M",402
11,30/09/2021,"R$ 44,88 M","- R$ 18,65 M","- R$ 10,00 mil","R$ 26,22 M",402
12,30/06/2021,"R$ 9,94 M","R$ 47,75 M","- R$ 45,03 M","R$ 12,67 M",402
13,31/03/2021,"R$ 43,46 M","- R$ 19,66 M","- R$ 286,46 M","- R$ 262,66 M",402
14,31/12/2020,"R$ 20,35 M","R$ 35,02 M","- R$ 35,73 M","R$ 19,64 M",402
15,30/09/2020,"R$ 34,36 M","- R$ 13,32 M","- R$ 1,70 M","R$ 19,34 M",402
16,30/06/2020,"R$ 43,76 M","R$ 42,56 M","- R$ 15,43 M","R$ 70,90 M",402
17,31/03/2020,"R$ 16,58 M","- R$ 6,18 M","- R$ 14,49 M","- R$ 4,09 M",402
18,31/12/2019,"R$ 43,55 M","R$ 36,50 M","- R$ 1,70 M","R$ 78,35 M",402
19,30/09/2019,"R$ 31,97 M","- R$ 6,83 M","- R$ 10,78 M","R$ 14,37 M",402
20,30/06/2019,"R$ 31,80 M","R$ 41,09 M","- R$ 1,92 M","R$ 70,98 M",402
21,31/03/2019,"R$ 42,10 M","- R$ 5,19 M","- R$ 20,12 M","R$ 16,79 M",402
22,31/12/2018,"R$ 31,30 M","R$ 37,38 M","- R$ 35,98 M","R$ 32,70 M",402
23,30/09/2018,"R$ 30,57 M","- R$ 3,89 M","- R$ 1,80 M","R$ 24,88 M",402
24,30/06/2018,"- R$ 1,72 M","R$ 38,98 M","- R$ 1,58 M","R$ 35,69 M",402
25,31/03/2018,"R$ 5,99 M","- R$ 1,36 M","- R$ 1,68 M","R$ 2,96 M",402
26,31/12/2017,"R$ 9,44 M","R$ 31,33 M","- R$ 16,49 M","R$ 24,28 M",402
27,30/09/2017,"R$ 10,21 M","R$ 1,60 M","- R$ 1,67 M","R$ 10,14 M",402
28,30/06/2017,"- R$ 8,79 M","R$ 40,94 M","- R$ 1,67 M","R$ 30,48 M",402
29,31/03/2017,"- R$ 6,75 M","- R$ 542,00 mil","- R$ 1,67 M","- R$ 8,96 M",402
30,31/12/2016,"- R$ 3,55 M","R$ 42,17 M","- R$ 5,29 M","R$ 33,33 M",402
31,30/09/2016,"- R$ 5,62 M","- R$ 661,00 mil","- R$ 1,65 M","- R$ 7,93 M",402
32,30/06/2016,"- R$ 18,28 M","R$ 40,75 M","- R$ 1,65 M","R$ 20,82 M",402
33,31/03/2016,"- R$ 13,09 M","- R$ 1,34 M","- R$ 1,65 M","- R$ 16,09 M",402
34,31/12/2015,"- R$ 21,26 M","R$ 35,82 M","- R$ 1,04 M","R$ 13,51 M",402
35,30/09/2015,"- R$ 7,68 M","- R$ 3,86 M","R$ 1,51 M","- R$ 10,04 M",402
36,30/06/2015,"- R$ 29,93 M","R$ 35,84 M","- R$ 3,55 M","R$ 2,35 M",402
37,31/03/2015,"R$ 28,05 M","- R$ 1,73 M","- R$ 3,45 M","R$ 22,87 M",402
38,31/12/2014,"- R$ 58,02 M","R$ 19,20 M","R$ 6,64 M","- R$ 32,19 M",402
