,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield,ticker
0,Atual - 20/09/2024,"17,11","2,21","4,01","26,35","1,19","R$ 2,01 B","2,78%",402
1,30/06/2024,,,,,,"R$ 1,54 B","2,78%",402
2,31/03/2024,,,,,,"R$ 1,94 B","2,78%",402
3,31/12/2023,,,,,,"R$ 2,81 B","14,22%",402
4,30/09/2023,,,,,,"R$ 2,20 B","14,22%",402
5,30/06/2023,,,,,,"R$ 2,27 B","14,22%",402
6,31/03/2023,,,,,,"R$ 2,15 B","14,22%",402
7,31/12/2022,,,,,,"R$ 1,62 B","14,22%",402
8,30/09/2022,,,,,,"R$ 1,67 B","14,22%",402
9,30/06/2022,,,,,,"R$ 1,39 B","14,22%",402
10,31/03/2022,,,,,,"R$ 1,24 B","14,22%",402
11,31/12/2021,,,,,,"R$ 1,62 B","14,22%",402
12,30/09/2021,,,,,,"R$ 2,99 B","14,22%",402
13,30/06/2021,,,,,,"R$ 3,29 B","14,22%",402
14,31/03/2021,,,,,,"R$ 2,91 B","14,22%",402
15,31/12/2020,,,,,,"R$ 2,21 B","14,22%",402
16,30/09/2020,,,,,,"R$ 1,44 B","14,22%",402
17,30/06/2020,,,,,,"R$ 1,10 B","14,22%",402
18,31/03/2020,,,,,,"R$ 1,15 B","14,22%",402
19,31/12/2019,,,,,,"R$ 997,57 M","14,22%",402
20,30/09/2019,,,,,,"R$ 960,62 M","14,22%",402
21,30/06/2019,"9,32","1,06","2,25","7,08","0,68","R$ 882,92 M","2,90%",402
22,31/03/2019,"6,73","0,80","1,95","7,00","0,52","R$ 795,66 M","3,89%",402
23,31/12/2018,"1,10","0,13","0,35","1,68","0,08","R$ 559,39 M","45,59%",402
24,30/09/2018,"0,79","0,13","0,48","2,51","0,08","R$ 437,50 M","45,59%",402
25,30/06/2018,"0,76","0,13","0,51","4,65","0,09","R$ 366,77 M","45,59%",402
26,31/03/2018,"0,87","0,13","0,52","6,60","0,09","R$ 282,25 M","45,59%",402
