,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais.1,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria.1,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao,ticker
0,30/06/2024,"R$ 2,13 B","R$ 1,14 B","R$ 30,92",14.705.000,22.242.000,22.242.000,36.947.000,0,0,0,0,14.705.000,22.242.000,36.947.000,402
1,31/03/2024,"R$ 2,12 B","R$ 1,11 B","R$ 30,07",14.705.000,22.242.000,22.242.000,36.947.000,0,0,0,0,14.705.000,22.242.000,36.947.000,402
2,31/12/2023,"R$ 2,09 B","R$ 1,09 B","R$ 29,46",14.705.000,22.242.000,22.242.000,36.947.000,0,0,0,0,14.705.000,22.242.000,36.947.000,402
3,30/09/2023,"R$ 2,05 B","R$ 1,16 B","R$ 31,37",14.705.000,22.242.000,22.242.000,36.947.000,0,0,0,0,14.705.000,22.242.000,36.947.000,402
4,30/06/2023,"R$ 2,02 B","R$ 1,12 B","R$ 30,26",14.705.000,22.242.000,22.242.000,36.947.000,0,0,0,0,14.705.000,22.242.000,36.947.000,402
5,31/03/2023,"R$ 2,03 B","R$ 1,14 B","R$ 30,94",14.705.000,22.242.000,22.242.000,36.947.000,0,0,0,0,14.705.000,22.242.000,36.947.000,402
6,31/12/2022,"R$ 1,99 B","R$ 1,12 B","R$ 30,43",14.705.000,22.242.000,22.242.000,36.947.000,0,0,0,0,14.705.000,22.242.000,36.947.000,402
7,30/09/2022,"R$ 1,89 B","R$ 927,12 M","R$ 25,09",14.705.000,22.242.000,22.242.000,36.947.000,0,0,0,0,14.705.000,22.242.000,36.947.000,402
8,30/06/2022,"R$ 1,71 B","R$ 768,31 M","R$ 20,79",14.705.000,22.242.000,22.242.000,36.947.000,0,0,0,0,14.705.000,22.242.000,36.947.000,402
9,31/03/2022,"R$ 1,69 B","R$ 763,52 M","R$ 20,67",14.705.000,22.242.000,22.242.000,36.947.000,0,0,0,0,14.705.000,22.242.000,36.947.000,402
10,31/12/2021,"R$ 1,63 B","R$ 737,73 M","R$ 19,97",14.705.000,22.242.000,22.242.000,36.947.000,0,0,0,0,14.705.000,22.242.000,36.947.000,402
11,30/09/2021,"R$ 1,57 B","R$ 807,01 M","R$ 21,84",14.705.000,22.242.000,22.242.000,36.947.000,0,0,0,0,14.705.000,22.242.000,36.947.000,402
12,30/06/2021,"R$ 1,52 B","R$ 774,89 M","R$ 20,97",14.705.000,22.242.000,22.242.000,36.947.000,0,0,0,0,14.705.000,22.242.000,36.947.000,402
13,31/03/2021,"R$ 1,50 B","R$ 765,52 M","R$ 20,72",14.705.000,22.242.000,22.242.000,36.947.000,0,0,0,0,14.705.000,22.242.000,36.947.000,402
14,31/12/2020,"R$ 1,71 B","R$ 718,51 M","R$ 19,45",14.705.000,22.242.000,22.242.000,36.947.000,0,0,0,0,14.705.000,22.242.000,36.947.000,402
