,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/09/2023,"- R$ 54,69 M","R$ 3,81 M","R$ 82,68 M","R$ 31,79 M",245
1,30/06/2023,"- R$ 13,94 M","R$ 22,66 M","- R$ 8,75 M","- R$ 24,00 mil",245
2,31/03/2023,"R$ 6,32 M","R$ 2,37 M","- R$ 33,58 M","- R$ 24,89 M",245
3,31/12/2022,"R$ 9,41 M","- R$ 12,71 M","- R$ 6,75 M","- R$ 10,05 M",245
4,30/09/2022,"R$ 23,68 M","R$ 7,68 M","- R$ 27,20 M","R$ 4,16 M",245
5,30/06/2022,"R$ 29,19 M","- R$ 11,57 M","R$ 4,44 M","R$ 22,06 M",245
6,31/03/2022,"- R$ 16,58 M","R$ 1,75 M","- R$ 7,86 M","- R$ 22,69 M",245
7,31/12/2021,"R$ 3,42 M","R$ 29,02 M","- R$ 16,70 M","R$ 15,75 M",245
8,30/09/2021,"- R$ 11,56 M","R$ 18,00 M","- R$ 11,35 M","- R$ 4,91 M",245
9,30/06/2021,"R$ 20,13 M","R$ 7,32 M","- R$ 16,10 M","R$ 11,35 M",245
10,31/03/2021,"R$ 33,42 M","- R$ 7,23 M","- R$ 27,83 M","- R$ 1,63 M",245
11,31/12/2020,"- R$ 16,33 M","- R$ 17,71 M","R$ 30,45 M","- R$ 3,60 M",245
12,30/09/2020,"R$ 23,34 M","- R$ 7,28 M","- R$ 12,14 M","R$ 3,92 M",245
13,30/06/2020,"R$ 19,88 M","- R$ 43,94 M","R$ 23,92 M","- R$ 136,00 mil",245
14,31/03/2020,"- R$ 10,16 M","R$ 20,85 M","- R$ 9,52 M","R$ 1,18 M",245
15,31/12/2019,"R$ 25,05 M","R$ 8,82 M","- R$ 31,96 M","R$ 1,90 M",245
16,30/09/2019,"R$ 12,70 M","- R$ 11,14 M","- R$ 1,19 M","R$ 371,00 mil",245
17,30/06/2019,"R$ 13,86 M","R$ 21,22 M","- R$ 34,35 M","R$ 731,00 mil",245
18,31/03/2019,"R$ 7,72 M","R$ 2,21 M","- R$ 6,05 M","R$ 3,89 M",245
