,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield,ticker
0,Atual - 16/09/2024,"16,76","2,86","1,47","3,07","0,47","R$ 26,80 B","5,38%",210
1,30/06/2024,"17,11","2,91","1,50","3,13","0,48","R$ 27,20 B","4,75%",210
2,31/03/2024,"13,33","2,30","1,48","3,33","0,46","R$ 26,00 B","5,24%",210
3,31/12/2023,"8,99","2,09","1,34","3,19","0,44","R$ 24,28 B","6,28%",210
4,30/09/2023,"8,71","2,24","1,34","3,00","0,48","R$ 24,93 B","6,29%",210
5,30/06/2023,"5,64","2,17","1,30","2,66","0,52","R$ 25,53 B","6,67%",210
6,31/03/2023,"4,88","2,12","1,11","2,51","0,46","R$ 22,46 B","7,34%",210
7,31/12/2022,"4,86","2,27","1,08","2,58","0,46","R$ 21,65 B","7,82%",210
8,30/09/2022,"5,28","2,67","1,23","3,73","0,52","R$ 23,80 B","6,48%",210
9,30/06/2022,"5,84","2,81","1,22","3,71","0,51","R$ 21,96 B","5,13%",210
10,31/03/2022,"7,38","3,11","1,54","4,73","0,67","R$ 24,43 B","2,97%",210
11,31/12/2021,"10,92","5,75","2,00","6,74","0,78","R$ 29,44 B","1,25%",210
12,30/09/2021,"9,59","6,12","2,17","7,99","0,81","R$ 28,15 B","0,00%",210
13,30/06/2021,"15,51","6,25","2,39","5,83","0,87","R$ 29,23 B","0,00%",210
14,31/03/2021,"31,61","10,86","2,60","6,07","0,86","R$ 32,04 B","0,00%",210
15,31/12/2020,"-13,75","8,98","2,86","5,91","0,97","R$ 32,09 B","0,07%",210
16,30/09/2020,"-8,82","10,93","2,50","5,35","0,79","R$ 28,11 B","1,92%",210
17,30/06/2020,"-9,17","9,21","2,39","7,05","0,69","R$ 25,41 B","2,91%",210
18,31/03/2020,"-8,56","6,80","1,89","6,24","0,58","R$ 19,23 B","4,76%",210
19,31/12/2019,"34,26","3,83","2,25","7,84","0,67","R$ 23,02 B","4,02%",210
20,30/09/2019,"20,54","3,26","1,87","7,59","0,52","R$ 17,35 B","5,29%",210
21,30/06/2019,"25,60","3,60","2,04","9,29","0,62","R$ 17,79 B","3,89%",210
22,31/03/2019,"-129,49","4,00","2,36","8,99","0,80","R$ 19,45 B","3,96%",210
23,31/12/2018,"244,01","5,33","3,35","12,03","1,13","R$ 23,81 B","2,82%",210
24,30/09/2018,"-39,45","5,30","3,35","12,97","1,09","R$ 22,50 B","2,17%",210
25,30/06/2018,"-72,51","6,22","4,23","18,00","1,31","R$ 25,20 B","1,72%",210
26,31/03/2018,"736,46","5,60","4,64","23,77","1,42","R$ 26,25 B","1,39%",210
27,31/12/2017,"43,89","3,23","2,79","13,03","0,76","R$ 18,50 B","2,27%",210
28,30/09/2017,"35,96","3,47","3,24","14,56","0,86","R$ 20,12 B","1,88%",210
29,30/06/2017,"62,94","3,22","2,95","11,05","0,78","R$ 17,27 B","2,09%",210
30,31/03/2017,"10,69","2,80","2,87","13,13","0,72","R$ 16,61 B","2,44%",210
31,31/12/2016,"8,72","3,05","3,05","17,98","0,74","R$ 16,44 B","2,14%",210
32,30/09/2016,"8,01","3,16","3,45","17,64","0,82","R$ 17,40 B","1,94%",210
33,30/06/2016,"18,23","3,74","4,47","21,42","0,99","R$ 18,42 B","1,86%",210
34,31/03/2016,"48,12","4,20","4,52","17,83","0,98","R$ 18,97 B","1,55%",210
35,31/12/2015,"-26,44","6,19","5,82","19,04","1,26","R$ 22,66 B","1,55%",210
36,30/09/2015,"-13,69","5,21","4,86","14,95","1,03","R$ 22,68 B","1,86%",210
37,30/06/2015,"-38,89","3,31","4,15","12,82","0,93","R$ 20,31 B","1,65%",210
38,31/03/2015,"-29,69","2,88","3,60","9,69","0,81","R$ 17,34 B","1,98%",210
39,31/12/2014,"20,40","2,11","3,04","9,58","0,70","R$ 14,44 B","2,30%",210
40,30/09/2014,"12,86","1,55","2,32","8,50","0,55","R$ 10,98 B","2,96%",210
41,30/06/2014,"10,22","1,47","2,28","10,54","0,55","R$ 10,69 B","2,91%",210
42,31/03/2014,"16,93","1,64","2,49","12,25","0,66","R$ 11,11 B","2,70%",210
43,31/12/2013,"35,37","1,90","2,23","9,94","0,69","R$ 10,88 B","2,85%",210
44,30/09/2013,"22,55","1,71","2,11","8,36","0,66","R$ 10,32 B","3,02%",210
45,30/06/2013,"18,64","1,89","2,37","9,62","0,71","R$ 10,11 B","1,43%",210
46,31/03/2013,"25,95","2,29","3,02","11,80","0,91","R$ 12,58 B","2,05%",210
47,31/12/2012,"19,27","2,67","3,48","15,52","1,03","R$ 12,95 B","1,84%",210
48,30/09/2012,"13,43","1,82","2,40","12,00","0,68","R$ 10,33 B","1,99%",210
49,30/06/2012,"48,93","1,50","1,89","9,20","0,54","R$ 8,05 B","3,29%",210
50,31/03/2012,"14,82","1,37","1,90","11,89","0,55","R$ 8,05 B","2,84%",210
51,31/12/2011,"40,53","1,49","1,90","10,16","0,58","R$ 7,72 B","2,71%",210
52,30/09/2011,"19,35","1,14","1,44","7,54","0,44","R$ 5,70 B","3,63%",210
53,30/06/2011,"7,30","1,07","1,44","7,33","0,44","R$ 4,98 B","3,89%",210
54,31/03/2011,"7,96","1,02","1,39","6,25","0,43","R$ 5,48 B","3,48%",210
55,31/12/2010,"9,74","1,09","1,49","5,97","0,44","R$ 5,49 B","3,11%",210
56,30/09/2010,"16,84","0,97","1,32","4,31","0,38","R$ 4,45 B","3,64%",210
57,30/06/2010,"29,51","1,10","1,57","5,16","0,44","R$ 4,84 B","3,64%",210
58,31/03/2010,"13,62","1,09","1,67","4,95","0,44","R$ 5,02 B","3,35%",210
59,31/12/2009,"15,16","2,11","1,71","6,03","0,63","R$ 4,67 B","2,33%",210
60,30/09/2009,"27,05","2,06","1,86","13,09","0,70","R$ 4,55 B","1,38%",210
61,30/06/2009,"-23,86","2,20","1,88","17,16","0,71","R$ 4,15 B","2,56%",210
62,31/03/2009,"-10,39","1,78","1,31","220,48","0,50","R$ 3,50 B","2,77%",210
63,31/12/2008,"-11,82","1,83","1,33","-37,60","0,50","R$ 3,07 B","5,49%",210
64,30/09/2008,"67,48","1,82","1,62",,"0,58","R$ 3,56 B","4,73%",210
65,30/06/2008,"20,13","3,37","3,47",,"1,24","R$ 6,72 B","2,77%",210
66,31/03/2008,"23,93","4,53","4,48",,"1,58","R$ 8,51 B","2,19%",210
67,31/12/2007,"20,53","4,65","4,56",,"1,59","R$ 7,98 B","2,19%",210
68,30/09/2007,"31,82","7,53","7,44",,"2,75","R$ 11,63 B","1,29%",210
69,30/06/2007,"11,76","2,47","2,45",,"0,96","R$ 6,10 B","3,17%",210
70,31/03/2007,"12,93","2,38","2,23",,"0,94","R$ 5,73 B","3,55%",210
71,31/12/2006,"17,44","3,36","3,04",,"1,35","R$ 5,80 B","2,19%",210
72,30/09/2006,"12,91","2,04","1,87",,"0,94","R$ 4,56 B","3,60%",210
73,30/06/2006,"14,29","2,00","1,91",,"0,94","R$ 4,56 B","3,60%",210
74,31/03/2006,"14,96","2,13","1,92",,"1,05","R$ 4,85 B","3,14%",210
75,31/12/2005,"11,88","1,64","1,36",,"0,78","R$ 3,78 B","4,87%",210
76,30/09/2005,"9,12","1,48","1,24",,"0,72","R$ 3,51 B","5,27%",210
77,30/06/2005,"10,37","1,97","1,62",,"1,00","R$ 3,94 B","3,38%",210
78,31/03/2005,"9,30","1,93","1,56",,"0,93","R$ 3,89 B","3,59%",210
79,31/12/2004,"9,52","2,06","1,59",,"0,99","R$ 4,57 B","5,96%",210
80,30/09/2004,"9,93","1,94","1,62",,"1,05","R$ 4,27 B","6,09%",210
81,30/06/2004,"29,43","1,98","1,57",,"0,98","R$ 3,96 B","6,17%",210
82,31/03/2004,"3,31","1,81","1,28",,"0,86","R$ 3,51 B","7,15%",210
83,31/12/2003,"3,32","1,83","1,12",,"0,87","R$ 3,34 B","7,52%",210
84,30/09/2003,"2,40","1,64","0,98",,"0,85","R$ 2,86 B","1,93%",210
85,30/06/2003,"2,69","1,37","0,89",,"0,51","R$ 2,75 B","0,00%",210
86,31/03/2003,"-15,04","2,00","0,74",,"0,48","R$ 2,06 B","0,00%",210
87,31/12/2002,"-11,03","2,12","0,82",,"0,48","R$ 1,64 B","0,00%",210
88,30/09/2002,"-2,01","1,75","0,51",,"0,26","R$ 947,72 M","2,36%",210
89,30/06/2002,"-5,84","1,12","0,71",,"0,27","R$ 935,69 M","2,36%",210
90,31/03/2002,"14,70","0,92","0,96",,"0,27","R$ 1,01 B","2,36%",210
91,31/12/2001,"12,97","0,79","1,34",,"0,23","R$ 1,12 B","2,76%",210
92,30/06/2001,"5,30","1,18","1,27",,"0,67","R$ 524,66 M","2,76%",210
93,31/03/2001,"7,83","1,34","1,46",,"0,72","R$ 524,66 M","2,76%",210
94,31/12/2000,"6,27","1,36","1,42",,"0,73","R$ 524,66 M","2,76%",210
95,30/09/2000,"5,42","1,33","1,41",,"0,78","R$ 524,66 M","2,76%",210
96,30/06/2000,"8,21","1,43","1,56",,"0,79","R$ 524,66 M","2,76%",210
97,31/03/2000,"11,18","1,52","1,73",,"0,78","R$ 524,66 M","2,76%",210
