,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 1,48 B","R$ 438,61 M","R$ 244,20 M","- R$ 71,99 M","R$ 316,19 M","R$ 150,63 M","R$ 0,92"
1,31/03/2024,"R$ 1,35 B","R$ 416,52 M","R$ 255,05 M","- R$ 69,65 M","R$ 324,70 M","R$ 155,23 M","R$ 0,95"
2,31/12/2023,"R$ 1,64 B","R$ 527,10 M","R$ 258,50 M","- R$ 71,27 M","R$ 329,77 M","R$ 243,78 M","R$ 1,48"
3,30/09/2023,"R$ 1,48 B","R$ 415,64 M","R$ 257,42 M","- R$ 62,47 M","R$ 319,90 M","R$ 202,63 M","R$ 1,23"
4,30/06/2023,"R$ 1,31 B","R$ 394,15 M","R$ 242,78 M","- R$ 57,59 M","R$ 300,37 M","R$ 169,31 M","R$ 1,03"
5,31/03/2023,"R$ 1,24 B","R$ 374,79 M","R$ 197,56 M","- R$ 60,58 M","R$ 258,13 M","R$ 161,67 M","R$ 0,98"
6,31/12/2022,"R$ 1,46 B","R$ 507,96 M","R$ 476,85 M","- R$ 61,62 M","R$ 538,47 M","R$ 392,01 M","R$ 2,39"
7,30/09/2022,"R$ 1,21 B","R$ 294,84 M","R$ 162,78 M","- R$ 56,80 M","R$ 219,58 M","R$ 92,95 M","R$ 0,57"
8,30/06/2022,"R$ 1,13 B","R$ 300,81 M","R$ 131,34 M","- R$ 56,12 M","R$ 187,46 M","R$ 30,09 M","R$ 0,18"
9,31/03/2022,"R$ 1,05 B","R$ 351,70 M","R$ 178,44 M","- R$ 55,79 M","R$ 234,23 M","R$ 133,10 M","R$ 0,81"
10,31/12/2021,"R$ 1,70 B","R$ 602,10 M","R$ 436,38 M","- R$ 62,31 M","R$ 498,68 M","R$ 337,82 M","R$ 2,06"
11,30/09/2021,"R$ 1,59 B","R$ 405,54 M","R$ 291,18 M","- R$ 53,69 M","R$ 344,87 M","R$ 215,19 M","R$ 1,32"
12,30/06/2021,"R$ 991,33 M","R$ 374,54 M","R$ 242,98 M","- R$ 53,28 M","R$ 295,99 M","R$ 197,04 M","R$ 1,20"
13,31/03/2021,"R$ 1,11 B","R$ 368,33 M","R$ 272,69 M","- R$ 53,29 M","R$ 325,98 M","R$ 193,65 M","R$ 1,18"
14,31/12/2020,"R$ 1,35 B","R$ 452,46 M","R$ 326,03 M","- R$ 48,63 M","R$ 374,66 M","R$ 238,77 M","R$ 1,45"
15,30/09/2020,"R$ 1,01 B","R$ 313,23 M","R$ 238,96 M","- R$ 47,99 M","R$ 286,95 M","R$ 193,06 M","R$ 1,18"
16,30/06/2020,"R$ 830,04 M","R$ 281,49 M","R$ 148,12 M","- R$ 46,61 M","R$ 194,73 M","R$ 129,48 M","R$ 0,79"
17,31/03/2020,"R$ 912,41 M","R$ 295,36 M","R$ 182,37 M","- R$ 47,24 M","R$ 229,61 M","R$ 138,98 M","R$ 0,85"
18,31/12/2019,"R$ 1,07 B","R$ 376,42 M","R$ 237,20 M","- R$ 47,74 M","R$ 284,94 M","R$ 196,32 M","R$ 1,20"
19,30/09/2019,"R$ 930,18 M","R$ 317,85 M","R$ 181,17 M","- R$ 45,47 M","R$ 226,64 M","R$ 153,72 M","R$ 0,94"
20,30/06/2019,"R$ 917,68 M","R$ 342,62 M","R$ 217,21 M","- R$ 45,62 M","R$ 262,84 M","R$ 170,45 M","R$ 1,04"
21,31/03/2019,"R$ 870,98 M","R$ 287,60 M","R$ 163,86 M","- R$ 44,96 M","R$ 208,82 M","R$ 126,59 M","R$ 0,77"
22,31/12/2018,"R$ 1,02 B","R$ 420,45 M","R$ 308,92 M","- R$ 44,43 M","R$ 353,35 M","R$ 318,25 M","R$ 1,94"
23,30/09/2018,"R$ 989,85 M","R$ 296,94 M","R$ 201,41 M","- R$ 43,72 M","R$ 245,13 M","R$ 157,82 M","R$ 0,96"
24,30/06/2018,"R$ 879,82 M","R$ 273,25 M","R$ 154,05 M","- R$ 40,50 M","R$ 194,55 M","R$ 111,21 M","R$ 0,68"
25,31/03/2018,"R$ 906,58 M","R$ 235,14 M","R$ 118,08 M","- R$ 43,04 M","R$ 161,13 M","R$ 85,08 M","R$ 0,52"
26,31/12/2017,"R$ 962,48 M","R$ 313,71 M","R$ 183,31 M","- R$ 42,52 M","R$ 225,82 M","R$ 154,89 M","R$ 0,94"
27,30/09/2017,"R$ 897,58 M","R$ 367,72 M","R$ 224,07 M","- R$ 42,40 M","R$ 266,47 M","R$ 183,79 M","R$ 1,12"
28,30/06/2017,"R$ 829,90 M","R$ 247,72 M","R$ 155,36 M","- R$ 42,80 M","R$ 198,16 M","R$ 114,37 M","R$ 0,70"
29,31/03/2017,"R$ 680,88 M","R$ 168,05 M","R$ 53,80 M","- R$ 40,85 M","R$ 94,64 M","R$ 36,57 M","R$ 0,22"
30,31/12/2016,"R$ 853,39 M","R$ 267,39 M","R$ 109,90 M","- R$ 38,35 M","R$ 148,26 M","R$ 86,45 M","R$ 0,53"
31,30/09/2016,"R$ 802,15 M","R$ 249,76 M","R$ 142,55 M","- R$ 36,82 M","R$ 179,36 M","R$ 126,12 M","R$ 0,77"
32,30/06/2016,"R$ 699,96 M","R$ 227,24 M","R$ 124,05 M","- R$ 34,72 M","R$ 158,77 M","R$ 111,25 M","R$ 0,68"
33,31/03/2016,"R$ 709,14 M","R$ 171,36 M","R$ 76,09 M","- R$ 33,74 M","R$ 109,83 M","R$ 75,98 M","R$ 0,46"
34,31/12/2015,"R$ 779,86 M","R$ 235,92 M","R$ 103,99 M","- R$ 32,87 M","R$ 136,85 M","R$ 123,44 M","R$ 0,75"
35,30/09/2015,"R$ 676,30 M","R$ 219,53 M","R$ 131,05 M","- R$ 32,07 M","R$ 163,12 M","R$ 98,64 M","R$ 0,60"
36,30/06/2015,"R$ 627,09 M","R$ 172,53 M","R$ 89,90 M","- R$ 31,12 M","R$ 121,02 M","R$ 82,81 M","R$ 0,50"
37,31/03/2015,"R$ 655,55 M","R$ 180,70 M","R$ 98,00 M","- R$ 30,99 M","R$ 128,99 M","R$ 58,92 M","R$ 0,36"
38,31/12/2014,"R$ 938,01 M","R$ 434,64 M","R$ 329,07 M","- R$ 30,39 M","R$ 359,46 M","R$ 223,68 M","R$ 1,36"
39,30/09/2014,"R$ 549,02 M","R$ 173,35 M","R$ 95,77 M","- R$ 30,93 M","R$ 167,23 M","R$ 68,87 M","R$ 0,42"
40,30/06/2014,"R$ 511,14 M","R$ 62,28 M","- R$ 15,98 M","- R$ 30,53 M","R$ 14,55 M","- R$ 20,69 M","- R$ 0,13"
41,31/03/2014,"R$ 490,12 M","R$ 115,86 M","R$ 44,63 M","- R$ 29,92 M","R$ 74,54 M","R$ 29,67 M","R$ 0,18"
42,31/12/2013,"R$ 535,74 M","R$ 180,26 M","R$ 74,42 M","- R$ 29,18 M","R$ 103,60 M","R$ 37,46 M","R$ 0,23"
43,30/09/2013,"R$ 469,76 M","R$ 231,73 M","R$ 136,38 M","- R$ 31,80 M","R$ 168,18 M","R$ 56,84 M","R$ 0,35"
44,30/06/2013,"R$ 474,32 M","R$ 169,55 M","R$ 90,38 M","- R$ 26,07 M","R$ 116,45 M","R$ 79,57 M","R$ 0,48"
45,31/03/2013,"R$ 488,95 M","R$ 141,27 M","R$ 48,21 M","- R$ 22,67 M","R$ 70,88 M","R$ 18,38 M","R$ 0,11"
46,31/12/2012,"R$ 675,65 M","R$ 226,12 M","R$ 114,74 M","- R$ 18,43 M","R$ 133,17 M","R$ 149,79 M","R$ 0,91"
47,30/09/2012,"R$ 603,50 M","R$ 182,20 M","R$ 110,37 M","- R$ 22,94 M","R$ 133,31 M","R$ 90,11 M","R$ 0,55"
48,30/06/2012,"R$ 544,58 M","R$ 180,85 M","R$ 99,54 M","- R$ 18,22 M","R$ 117,75 M","R$ 66,23 M","R$ 0,40"
49,31/03/2012,"R$ 524,35 M","R$ 182,67 M","R$ 109,93 M","- R$ 20,35 M","R$ 130,28 M","R$ 78,82 M","R$ 0,48"
50,31/12/2011,"R$ 566,88 M","R$ 183,06 M","R$ 76,43 M","- R$ 20,28 M","R$ 96,71 M","R$ 48,33 M","R$ 0,29"
51,30/09/2011,"R$ 488,25 M","R$ 162,76 M","R$ 94,36 M","- R$ 24,68 M","R$ 119,04 M","R$ 78,08 M","R$ 0,48"
52,30/06/2011,"R$ 455,12 M","R$ 161,83 M","R$ 96,07 M","- R$ 19,71 M","R$ 115,77 M","R$ 68,36 M","R$ 0,42"
53,31/03/2011,"R$ 401,85 M","R$ 153,78 M","R$ 82,26 M","- R$ 25,77 M","R$ 108,03 M","R$ 52,73 M","R$ 0,32"
54,31/12/2010,"R$ 399,95 M","R$ 192,43 M","R$ 86,76 M",NA,NA,"R$ 54,05 M","R$ 0,33"
55,30/09/2010,"R$ 383,26 M","R$ 217,13 M","R$ 158,85 M",NA,NA,"R$ 108,40 M","R$ 0,66"
56,30/06/2010,"R$ 421,45 M","R$ 167,22 M","R$ 113,19 M",NA,NA,"R$ 88,04 M","R$ 0,54"
57,31/03/2010,"R$ 267,51 M","R$ 113,67 M","R$ 64,40 M",NA,NA,"R$ 48,86 M","R$ 0,30"
58,31/12/2009,"R$ 320,78 M","R$ 158,11 M","R$ 107,93 M",NA,NA,"- R$ 31,23 M","- R$ 0,19"
59,30/09/2009,"R$ 301,08 M","R$ 151,65 M","R$ 110,14 M",NA,NA,"R$ 87,96 M","R$ 0,54"
60,30/06/2009,"R$ 262,47 M","R$ 109,98 M","R$ 66,18 M",NA,NA,"R$ 81,98 M","R$ 0,50"
61,31/03/2009,"R$ 263,17 M","R$ 120,22 M","R$ 73,54 M",NA,NA,"R$ 59,55 M","R$ 0,36"
62,31/12/2008,"R$ 278,39 M","R$ 125,31 M","R$ 83,64 M",NA,NA,"R$ 87,82 M","R$ 0,54"
63,30/09/2008,"R$ 266,22 M","R$ 127,80 M","R$ 96,17 M",NA,NA,"R$ 52,61 M","R$ 0,32"
64,30/06/2008,"R$ 226,52 M","R$ 107,09 M","R$ 72,76 M",NA,NA,"R$ 42,10 M","R$ 0,26"
65,31/03/2008,"R$ 231,56 M","R$ 112,06 M","R$ 71,89 M",NA,NA,"R$ 45,27 M","R$ 0,00"
66,31/12/2007,"R$ 243,54 M","R$ 118,62 M","R$ 85,76 M",NA,NA,"R$ 41,76 M","R$ 0,00"
67,30/09/2007,"R$ 233,87 M","R$ 116,93 M","R$ 87,63 M",NA,NA,"R$ 51,69 M","R$ 0,00"
68,30/06/2007,"R$ 206,43 M","R$ 101,78 M","R$ 76,19 M",NA,NA,"R$ 47,66 M","R$ 0,00"
69,31/03/2007,"R$ 195,13 M","R$ 98,95 M","R$ 66,85 M",NA,NA,"R$ 38,98 M","R$ 0,00"
70,31/12/2006,"R$ 220,81 M","R$ 93,82 M","R$ 84,40 M",NA,NA,"R$ 49,61 M","R$ 0,00"
71,30/09/2006,"R$ 260,54 M","R$ 143,19 M","R$ 92,54 M",NA,NA,"R$ 66,30 M","R$ 0,00"
72,30/06/2006,"R$ 191,77 M","R$ 90,45 M","R$ 52,00 M",NA,NA,"R$ 26,39 M","R$ 0,00"
73,31/03/2006,"R$ 182,48 M","R$ 84,78 M","R$ 53,79 M",NA,NA,"R$ 35,17 M","R$ 0,00"
74,31/12/2005,"R$ 200,83 M","R$ 88,64 M","R$ 52,08 M",NA,NA,"R$ 285,68 M","R$ 0,00"
75,30/09/2005,"R$ 170,60 M","R$ 67,75 M","R$ 36,26 M",NA,NA,"R$ 38,57 M","R$ 0,00"
76,30/06/2005,"R$ 152,29 M","R$ 50,57 M","R$ 25,58 M",NA,NA,"R$ 20,64 M","R$ 0,00"
77,31/03/2005,"R$ 141,72 M","R$ 45,45 M","R$ 25,51 M",NA,NA,"R$ 14,76 M","R$ 0,00"
78,31/12/2004,"R$ 160,57 M","R$ 53,36 M","R$ 25,77 M",NA,NA,"R$ 21,84 M","R$ 0,00"
79,30/09/2004,"R$ 132,82 M","R$ 47,90 M","R$ 16,63 M",NA,NA,"- R$ 4,45 M","- R$ 0,00"
80,30/06/2004,"R$ 119,53 M","R$ 34,86 M","R$ 11,94 M",NA,NA,"- R$ 7,84 M","- R$ 0,00"
81,31/03/2004,"R$ 113,21 M","R$ 28,99 M","- R$ 11,15 M",NA,NA,"- R$ 40,62 M","- R$ 0,00"
82,31/12/2003,"R$ 146,95 M","R$ 50,47 M","R$ 29,77 M",NA,NA,"R$ 2,05 M","R$ 0,00"
83,30/09/2003,"R$ 102,52 M","R$ 25,31 M","R$ 19,09 M",NA,NA,"- R$ 10,38 M","- R$ 0,00"
84,30/06/2003,"R$ 87,40 M","R$ 11,87 M","- R$ 7,03 M",NA,NA,"- R$ 3,48 M","- R$ 0,00"
85,31/03/2003,"R$ 85,72 M","R$ 18,81 M","R$ 3,84 M",NA,NA,"- R$ 41,19 M","- R$ 0,00"
86,31/12/2002,"R$ 109,41 M","R$ 36,46 M","- R$ 346,00 mil",NA,NA,"- R$ 33,07 M","- R$ 0,00"
87,30/09/2002,"R$ 90,18 M","R$ 22,82 M","R$ 9,95 M",NA,NA,"- R$ 53,08 M","- R$ 0,00"
88,30/06/2002,"R$ 81,92 M","R$ 23,43 M","- R$ 2,88 M",NA,NA,"- R$ 39,78 M","- R$ 0,00"
89,31/03/2002,"R$ 82,07 M","R$ 24,94 M","R$ 21,37 M",NA,NA,"R$ 5,10 M","R$ 0,00"
90,31/12/2001,"R$ 84,79 M","R$ 246,84 M","R$ 12,67 M",NA,NA,"R$ 1,58 M","R$ 0,00"
