,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao
0,30/06/2024,"R$ 81,04 B","R$ 25,33 B","R$ 23,63",1.071.889.858,0,0,1.071.889.858,9.862.405,0,0,9.862.405,1.062.027.453,0,1.062.027.453
1,31/03/2024,"R$ 79,91 B","R$ 26,00 B","R$ 24,26",1.071.889.858,0,0,1.071.889.858,10.498.869,0,0,10.498.869,1.061.390.989,0,1.061.390.989
2,31/12/2023,"R$ 80,95 B","R$ 25,39 B","R$ 0,02",1.068.095.319.000,0,0,1.068.095.319.000,10.530.456.000,0,0,10.530.456.000,1.057.564.863.000,0,1.057.564.863.000
3,30/09/2023,"R$ 73,84 B","R$ 25,19 B","R$ 23,76",1.060.360.588,0,0,1.060.360.588,5.539.926,0,0,5.539.926,1.054.820.662,0,1.054.820.662
4,30/06/2023,"R$ 71,96 B","R$ 24,88 B","R$ 23,46",1.060.360.000,0,0,1.060.360.000,5.341.000,0,0,5.341.000,1.055.019.000,0,1.055.019.000
5,31/03/2023,"R$ 66,36 B","R$ 20,84 B","R$ 21,09",988.436.000,0,0,988.436.000,5.591.000,0,0,5.591.000,982.845.000,0,982.845.000
6,31/12/2022,"R$ 65,66 B","R$ 20,56 B","R$ 20,89",984.159.000,0,0,984.159.000,5.597.000,0,0,5.597.000,978.562.000,0,978.562.000
7,30/09/2022,"R$ 64,23 B","R$ 20,33 B","R$ 20,72",981.166.000,0,0,981.166.000,5.636.000,0,0,5.636.000,975.530.000,0,975.530.000
8,30/06/2022,"R$ 30,42 B","R$ 8,38 B","R$ 11,05",758.467.000,0,0,758.467.000,6.153.000,0,0,6.153.000,752.314.000,0,752.314.000
9,31/03/2022,"R$ 26,73 B","R$ 8,04 B","R$ 10,60",758.467.000,0,0,758.467.000,6.272.000,0,0,6.272.000,752.195.000,0,752.195.000
10,31/12/2021,"R$ 25,31 B","R$ 7,62 B","R$ 10,04",758.467.000,0,0,758.467.000,6.275.000,0,0,6.275.000,752.192.000,0,752.192.000
11,30/09/2021,"R$ 21,94 B","R$ 7,47 B","R$ 9,84",758.467.000,0,0,758.467.000,6.275.000,0,0,6.275.000,752.192.000,0,752.192.000
12,30/06/2021,"R$ 21,43 B","R$ 6,86 B","R$ 9,05",758.467.000,0,0,758.467.000,6.275.000,0,0,6.275.000,752.192.000,0,752.192.000
13,31/03/2021,"R$ 20,31 B","R$ 6,48 B","R$ 8,54",758.467.000,0,0,758.467.000,6.791.000,0,0,6.791.000,751.676.000,0,751.676.000
14,31/12/2020,"R$ 20,44 B","R$ 6,05 B","R$ 7,98",758.467.000,0,0,758.467.000,6.796.000,0,0,6.796.000,751.671.000,0,751.671.000
15,30/09/2020,"R$ 19,86 B","R$ 5,72 B","R$ 7,55",758.467.000,0,0,758.467.000,7.289.000,0,0,7.289.000,751.178.000,0,751.178.000
16,30/06/2020,"R$ 19,06 B","R$ 5,46 B","R$ 7,20",758.467.000,0,0,758.467.000,7.291.000,0,0,7.291.000,751.176.000,0,751.176.000
17,31/03/2020,"R$ 20,64 B","R$ 5,43 B","R$ 7,16",758.467.000,0,0,758.467.000,8.014.000,0,0,8.014.000,750.453.000,0,750.453.000
18,31/12/2019,"R$ 19,39 B","R$ 5,45 B","R$ 7,18",758.467.000,0,0,758.467.000,2.800.000,0,0,2.800.000,755.667.000,0,755.667.000
19,30/09/2019,"R$ 17,18 B","R$ 5,29 B","R$ 7,32",722.349.000,0,0,722.349.000,2.762.000,0,0,2.762.000,719.587.000,0,719.587.000
20,30/06/2019,"R$ 16,07 B","R$ 5,15 B","R$ 7,13",722.349.000,0,0,722.349.000,3.149.000,0,0,3.149.000,719.200.000,0,719.200.000
21,31/03/2019,"R$ 16,29 B","R$ 5,02 B","R$ 6,95",722.349.000,0,0,722.349.000,5.067.000,0,0,5.067.000,717.282.000,0,717.282.000
22,31/12/2018,"R$ 13,99 B","R$ 3,09 B","R$ 4,64",667.149.000,0,0,667.149.000,5.164.000,0,0,5.164.000,661.985.000,0,661.985.000
23,30/09/2018,"R$ 12,83 B","R$ 2,96 B","R$ 4,44",667.149.000,0,0,667.149.000,5.267.000,0,0,5.267.000,661.882.000,0,661.882.000
24,30/06/2018,"R$ 11,07 B","R$ 2,84 B","R$ 4,26",667.149.000,0,0,667.149.000,5.273.000,0,0,5.273.000,661.876.000,0,661.876.000
25,31/03/2018,"R$ 11,21 B","R$ 2,72 B","R$ 4,08",667.149.000,0,0,667.149.000,6.636.000,0,0,6.636.000,660.513.000,0,660.513.000
26,31/12/2017,"R$ 11,19 B","R$ 2,60 B","R$ 3,90",667.149.000,0,0,667.149.000,6.752.000,0,0,6.752.000,660.397.000,0,660.397.000
27,30/09/2017,"R$ 10,00 B","R$ 2,51 B","R$ 11,29",222.383.000,0,0,222.383.000,2.320.000,0,0,2.320.000,220.063.000,0,220.063.000
28,30/06/2017,"R$ 8,77 B","R$ 2,41 B","R$ 10,82",222.383.000,0,0,222.383.000,2.740.000,0,0,2.740.000,219.643.000,0,219.643.000
29,31/03/2017,"R$ 7,12 B","R$ 2,30 B","R$ 10,87",211.793.000,0,0,211.793.000,2.951.000,0,0,2.951.000,208.842.000,0,208.842.000
30,31/12/2016,"R$ 7,42 B","R$ 2,20 B","R$ 10,37",211.793.000,0,0,211.793.000,3.693.000,0,0,3.693.000,208.100.000,0,208.100.000
31,30/09/2016,"R$ 6,56 B","R$ 2,15 B","R$ 10,13",211.793.000,0,0,211.793.000,3.519.000,0,0,3.519.000,208.274.000,0,208.274.000
32,30/06/2016,"R$ 6,32 B","R$ 2,07 B","R$ 9,79",211.793.000,0,0,211.793.000,3.519.000,0,0,3.519.000,208.274.000,0,208.274.000
33,31/03/2016,"R$ 6,06 B","R$ 2,01 B","R$ 9,49",211.793.000,0,0,211.793.000,3.603.000,0,0,3.603.000,208.190.000,0,208.190.000
34,31/12/2015,"R$ 6,12 B","R$ 1,94 B","R$ 9,17",211.793.000,0,0,211.793.000,3.636.000,0,0,3.636.000,208.157.000,0,208.157.000
35,30/09/2015,"R$ 5,65 B","R$ 1,87 B","R$ 8,82",211.793.000,0,0,211.793.000,3.640.000,0,0,3.640.000,208.153.000,0,208.153.000
36,30/06/2015,"R$ 5,54 B","R$ 1,81 B","R$ 8,56",211.793.000,0,0,211.793.000,2.850.000,0,0,2.850.000,208.943.000,0,208.943.000
37,31/03/2015,"R$ 5,69 B","R$ 1,73 B","R$ 8,19",211.793.000,0,0,211.793.000,3.489.000,0,0,3.489.000,208.304.000,0,208.304.000
38,31/12/2014,"R$ 5,70 B","R$ 1,66 B","R$ 7,82",211.793.000,0,0,211.793.000,3.495.000,0,0,3.495.000,208.298.000,0,208.298.000
39,30/09/2014,"R$ 5,19 B","R$ 1,61 B","R$ 7,62",211.793.000,0,0,211.793.000,3.496.000,0,0,3.496.000,208.297.000,0,208.297.000
40,30/06/2014,"R$ 4,77 B","R$ 1,53 B","R$ 7,21",211.793.000,0,0,211.793.000,3.502.000,0,0,3.502.000,208.291.000,0,208.291.000
41,31/03/2014,"R$ 4,62 B","R$ 1,44 B","R$ 6,80",211.793.000,0,0,211.793.000,3.519.000,0,0,3.519.000,208.274.000,0,208.274.000
42,31/12/2013,"R$ 4,58 B","R$ 1,34 B","R$ 6,33",211.793.000,0,0,211.793.000,3.758.000,0,0,3.758.000,208.035.000,0,208.035.000
43,30/09/2013,"R$ 4,28 B","R$ 1,55 B","R$ 7,34",211.793.000,0,0,211.793.000,3.806.000,0,0,3.806.000,207.987.000,0,207.987.000
44,30/06/2013,"R$ 4,29 B","R$ 1,46 B","R$ 6,90",211.793.000,0,0,211.793.000,3.919.000,0,0,3.919.000,207.874.000,0,207.874.000
45,31/03/2013,"R$ 4,14 B","R$ 1,41 B","R$ 6,98",201.708.000,0,0,201.708.000,2.792.000,0,0,2.792.000,198.916.000,0,198.916.000
46,31/12/2012,"R$ 4,05 B","R$ 1,32 B","R$ 6,57",201.708.000,0,0,201.708.000,3.158.000,0,0,3.158.000,198.550.000,0,198.550.000
47,30/09/2012,"R$ 3,56 B","R$ 1,26 B","R$ 6,23",201.708.000,0,0,201.708.000,3.202.000,0,0,3.202.000,198.506.000,0,198.506.000
48,30/06/2012,"R$ 3,73 B","R$ 1,19 B","R$ 5,92",201.708.000,0,0,201.708.000,3.371.000,0,0,3.371.000,198.337.000,0,198.337.000
49,31/03/2012,"R$ 3,91 B","R$ 1,19 B","R$ 5,92",201.708.000,0,0,201.708.000,3.538.000,0,0,3.538.000,198.170.000,0,198.170.000
50,31/12/2011,"R$ 4,01 B","R$ 1,12 B","R$ 5,56",201.708.000,0,0,201.708.000,4.183.000,0,0,4.183.000,197.525.000,0,197.525.000
51,30/09/2011,"R$ 3,55 B","R$ 1,08 B","R$ 5,36",201.708.000,0,0,201.708.000,4.183.000,0,0,4.183.000,197.525.000,0,197.525.000
52,30/06/2011,"R$ 3,59 B","R$ 1,02 B","R$ 5,04",201.708.000,0,0,201.708.000,4.226.000,0,0,4.226.000,197.482.000,0,197.482.000
53,31/03/2011,"R$ 3,21 B","R$ 952,42 M","R$ 4,72",201.708.000,0,0,201.708.000,4.226.000,0,0,4.226.000,197.482.000,0,197.482.000
54,31/12/2010,"R$ 3,35 B","R$ 898,74 M","R$ 4,46",201.708.000,0,0,201.708.000,4.226.000,0,0,4.226.000,197.482.000,0,197.482.000
55,30/09/2010,"R$ 2,92 B","R$ 867,20 M","R$ 4,30",201.708.000,0,0,201.708.000,4.226.000,0,0,4.226.000,197.482.000,0,197.482.000
56,30/06/2010,"R$ 2,80 B","R$ 799,70 M","R$ 3,96",201.708.000,0,0,201.708.000,4.226.000,0,0,4.226.000,197.482.000,0,197.482.000
57,31/03/2010,"R$ 2,58 B","R$ 750,09 M","R$ 3,72",201.708.000,0,0,201.708.000,4.226.000,0,0,4.226.000,197.482.000,0,197.482.000
58,31/12/2009,"R$ 2,57 B","R$ 608,69 M","R$ 3,02",201.708.000,0,0,201.708.000,4.226.000,0,0,4.226.000,197.482.000,0,197.482.000
