,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"- R$ 6,79 B","- R$ 171,25 M","R$ 4,99 B","- R$ 1,96 B"
1,31/03/2024,"- R$ 11,38 B","- R$ 143,74 M","R$ 10,29 B","- R$ 1,24 B"
2,31/12/2023,"- R$ 9,91 B","R$ 189,48 M","R$ 10,22 B","R$ 495,27 M"
3,30/09/2023,"- R$ 14,41 B","R$ 3,34 B","R$ 9,86 B","- R$ 1,21 B"
4,30/06/2023,"- R$ 12,25 B","R$ 4,45 B","R$ 10,37 B","R$ 2,56 B"
5,31/03/2023,"- R$ 8,82 B","R$ 4,49 B","R$ 6,03 B","R$ 1,70 B"
6,31/12/2022,"- R$ 9,10 B","R$ 4,52 B","R$ 5,72 B","R$ 1,15 B"
7,30/09/2022,"- R$ 4,21 B","R$ 1,52 B","R$ 4,13 B","R$ 1,44 B"
8,30/06/2022,"- R$ 3,28 B","- R$ 172,34 M","R$ 3,73 B","R$ 269,75 M"
9,31/03/2022,"- R$ 4,20 B","- R$ 147,68 M","R$ 3,28 B","- R$ 1,06 B"
10,31/12/2021,"- R$ 3,37 B","- R$ 147,02 M","R$ 1,38 B","- R$ 2,14 B"
11,30/09/2021,"- R$ 1,29 B","- R$ 164,43 M","- R$ 843,51 M","- R$ 2,30 B"
12,30/06/2021,"- R$ 1,76 B","- R$ 131,76 M","- R$ 489,35 M","- R$ 2,38 B"
13,31/03/2021,"R$ 596,15 M","- R$ 118,71 M","- R$ 1,28 B","- R$ 805,56 M"
14,31/12/2020,"R$ 483,32 M","- R$ 115,94 M","- R$ 1,09 M","R$ 366,29 M"
15,30/09/2020,"- R$ 987,44 M","- R$ 179,61 M","R$ 2,25 B","R$ 1,08 B"
16,30/06/2020,"- R$ 1,99 B","- R$ 229,07 M","R$ 3,21 B","R$ 996,79 M"
17,31/03/2020,"- R$ 3,02 B","- R$ 224,27 M","R$ 2,52 B","- R$ 719,26 M"
18,31/12/2019,"- R$ 2,90 B","- R$ 193,69 M","R$ 3,13 B","R$ 44,80 M"
19,30/09/2019,"- R$ 1,90 B","- R$ 91,61 M","R$ 1,77 B","- R$ 218,33 M"
20,30/06/2019,"- R$ 1,00 B","- R$ 37,62 M","R$ 2,07 B","R$ 1,03 B"
21,31/03/2019,"- R$ 966,49 M","- R$ 43,42 M","R$ 2,49 B","R$ 1,48 B"
22,31/12/2018,"- R$ 67,42 M","- R$ 42,84 M","R$ 947,37 M","R$ 837,11 M"
