,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
1,31/03/2024,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
2,31/12/2023,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
3,30/09/2023,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
4,30/06/2023,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
5,31/03/2023,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
6,31/12/2022,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
7,30/09/2022,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
8,30/06/2022,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
9,31/03/2022,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
10,31/12/2021,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
11,30/09/2021,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
12,30/06/2021,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
13,31/03/2021,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
14,31/12/2020,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
15,30/09/2020,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
16,30/06/2020,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
17,31/03/2020,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
18,31/12/2019,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
19,30/09/2019,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
20,30/06/2019,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
21,31/03/2019,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
22,31/12/2018,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
23,30/09/2018,"- R$ 16,00 mil","R$ 0,00","R$ 0,00","- R$ 16,00 mil"
24,30/06/2018,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
25,31/03/2018,"R$ 4,41 M","R$ 0,00","- R$ 4,41 M","R$ 0,00"
26,31/12/2017,"R$ 29,51 M","R$ 0,00","- R$ 29,62 M","- R$ 107,00 mil"
27,30/09/2017,"- R$ 131,04 M","R$ 0,00","- R$ 47,61 M","- R$ 7,00 mil"
28,30/06/2017,"- R$ 46,03 M","R$ 0,00","R$ 50,57 M","- R$ 24,00 mil"
29,31/03/2017,"- R$ 50,76 M","R$ 0,00","R$ 49,56 M","- R$ 1.000,00"
30,31/12/2016,"- R$ 17,15 M","R$ 0,00","R$ 17,26 M","R$ 107,00 mil"
31,30/09/2016,"R$ 9,96 B","R$ 0,00","R$ 35,25 M","R$ 10,09 B"
32,30/06/2016,"R$ 6,90 B","- R$ 159,29 M","R$ 619,16 M","R$ 7,41 B"
33,31/03/2016,"R$ 3,64 B","- R$ 177,82 M","- R$ 1,17 B","R$ 2,35 B"
34,31/12/2015,"- R$ 10,22 B","R$ 134,42 M","R$ 1,42 B","- R$ 10,09 B"
35,30/09/2015,"- R$ 6,49 B","R$ 370,07 M","R$ 936,90 M","- R$ 5,52 B"
36,30/06/2015,"- R$ 3,91 B","R$ 529,27 M","R$ 862,84 M","- R$ 2,65 B"
37,31/03/2015,"- R$ 3,74 B","R$ 1,51 B","R$ 2,54 B","R$ 186,35 M"
38,31/12/2014,"- R$ 1,02 B","R$ 1,18 B","R$ 2,01 B","R$ 2,10 B"
39,30/09/2014,"- R$ 7,39 B","R$ 7,94 B","R$ 2,76 B","R$ 3,21 B"
40,30/06/2014,"- R$ 8,25 B","R$ 7,94 B","R$ 2,76 B","R$ 2,41 B"
41,31/03/2014,"- R$ 6,53 B","R$ 6,92 B","R$ 4,68 B","R$ 4,86 B"
42,31/12/2013,"- R$ 3,59 B","R$ 6,99 B","R$ 4,71 B","R$ 7,91 B"
43,30/09/2013,"- R$ 393,66 M","- R$ 904,81 M","R$ 3,05 B","R$ 1,63 B"
44,30/06/2013,"- R$ 1,28 B","- R$ 1,04 B","R$ 2,35 B","R$ 26,40 M"
45,31/03/2013,"R$ 264,39 M","- R$ 977,59 M","R$ 1,10 B","R$ 347,77 M"
46,31/12/2012,"- R$ 2,45 B","- R$ 904,39 M","R$ 456,69 M","- R$ 2,94 B"
47,30/09/2012,"- R$ 202,27 M","- R$ 131,64 M","R$ 507,42 M","R$ 498,20 M"
48,30/06/2012,"- R$ 936,90 M","R$ 10,23 M","R$ 507,43 M","- R$ 153,89 M"
49,31/03/2012,"- R$ 383,08 M","R$ 4,72 M","- R$ 1,37 M","- R$ 44,24 M"
50,31/12/2011,"- R$ 1,29 B","R$ 8,39 M","- R$ 1,37 M","- R$ 963,63 M"
