,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao
0,30/06/2024,"R$ 6,09 B","R$ 4,78 B","R$ 21,62",220.989.103,0,0,220.989.103,2.863.400,0,0,2.863.400,218.125.703,0,218.125.703
1,31/03/2024,"R$ 5,88 B","R$ 4,70 B","R$ 21,28",220.989.103,0,0,220.989.103,2.863.400,0,0,2.863.400,218.125.703,0,218.125.703
2,31/12/2023,"R$ 5,88 B","R$ 4,65 B","R$ 21,02",220.989.103,0,0,220.989.103,2.863.400,0,0,2.863.400,218.125.703,0,218.125.703
3,30/09/2023,"R$ 5,84 B","R$ 4,60 B","R$ 20,81",220.989.103,0,0,220.989.103,2.863.400,0,0,2.863.400,218.125.703,0,218.125.703
4,30/06/2023,"R$ 5,71 B","R$ 4,58 B","R$ 20,71",220.989.103,0,0,220.989.103,2.863.400,0,0,2.863.400,218.125.703,0,218.125.703
5,31/03/2023,"R$ 5,60 B","R$ 4,51 B","R$ 20,42",220.989.103,0,0,220.989.103,2.863.400,0,0,2.863.400,218.125.703,0,218.125.703
6,31/12/2022,"R$ 5,53 B","R$ 4,47 B","R$ 20,23",220.989.103,0,0,220.989.103,2.863.400,0,0,2.863.400,218.125.703,0,218.125.703
7,30/09/2022,"R$ 5,52 B","R$ 4,47 B","R$ 20,23",220.989.103,0,0,220.989.103,2.863.400,0,0,2.863.400,218.125.703,0,218.125.703
8,30/06/2022,"R$ 5,39 B","R$ 4,39 B","R$ 19,85",220.989.103,0,0,220.989.103,2.700.400,0,0,2.700.400,218.288.703,0,218.288.703
9,31/03/2022,"R$ 5,07 B","R$ 4,39 B","R$ 19,33",227.000.000,0,0,227.000.000,5.085.897,0,0,5.085.897,221.914.103,0,221.914.103
10,31/12/2021,"R$ 5,08 B","R$ 4,28 B","R$ 18,87",227.000.000,0,0,227.000.000,5.035.897,0,0,5.035.897,221.964.103,0,221.964.103
11,30/09/2021,"R$ 5,06 B","R$ 4,39 B","R$ 19,34",227.000.000,0,0,227.000.000,1.642.600,0,0,1.642.600,225.357.400,0,225.357.400
12,30/06/2021,"R$ 4,89 B","R$ 4,28 B","R$ 18,87",227.000.000,0,0,227.000.000,0,0,0,0,227.000.000,0,227.000.000
13,31/03/2021,"R$ 4,80 B","R$ 4,14 B","R$ 18,26",227.000.000,0,0,227.000.000,0,0,0,0,227.000.000,0,227.000.000
14,31/12/2020,"R$ 4,72 B","R$ 4,07 B","R$ 20,36",200.000.000,0,0,200.000.000,0,0,0,0,200.000.000,0,200.000.000
15,30/09/2020,"R$ 4,53 B","R$ 4,03 B","R$ 17,74",227.000.000,0,0,227.000.000,0,0,0,0,227.000.000,0,227.000.000
16,30/06/2020,"R$ 4,41 B","R$ 3,91 B","R$ 17,21",227.000.000,0,0,227.000.000,0,0,0,0,227.000.000,0,227.000.000
17,31/03/2020,"R$ 4,35 B","R$ 3,84 B","R$ 16,92",227.000.000,0,0,227.000.000,0,0,0,0,227.000.000,0,227.000.000
18,31/12/2019,"R$ 4,28 B","R$ 3,76 B","R$ 16,57",227.000.000,0,0,227.000.000,0,0,0,0,227.000.000,0,227.000.000
19,30/09/2019,"R$ 4,18 B","R$ 3,72 B","R$ 16,39",227.000.000,0,0,227.000.000,0,0,0,0,227.000.000,0,227.000.000
20,30/06/2019,"R$ 3,09 B","R$ 2,72 B","R$ 13,61",200.000.000,0,0,200.000.000,0,0,0,0,200.000.000,0,200.000.000
21,31/03/2019,"R$ 2,99 B","R$ 2,63 B","R$ 15,92",165.001.783,0,0,165.001.783,0,0,0,0,165.001.783,0,165.001.783
22,31/12/2018,"R$ 2,97 B","R$ 2,61 B","R$ 15,82",165.001.783,0,0,165.001.783,0,0,0,0,165.001.783,0,165.001.783
23,30/09/2018,"R$ 2,95 B","R$ 2,59 B","R$ 15,69",165.001.783,0,0,165.001.783,0,0,0,0,165.001.783,0,165.001.783
24,30/06/2018,"R$ 2,97 B","R$ 2,56 B","R$ 15,49",165.001.783,0,0,165.001.783,0,0,0,0,165.001.783,0,165.001.783
25,31/03/2018,"R$ 3,02 B","R$ 2,54 B","R$ 15,40",165.001.783,0,0,165.001.783,0,0,0,0,165.001.783,0,165.001.783
26,31/12/2017,"R$ 3,10 B","R$ 2,54 B","R$ 15,37",165.001.783,0,0,165.001.783,0,0,0,0,165.001.783,0,165.001.783
27,30/09/2017,"R$ 3,56 B","R$ 3,04 B","R$ 18,40",165.001.783,0,0,165.001.783,0,0,0,0,165.001.783,0,165.001.783
28,30/06/2017,"R$ 3,48 B","R$ 2,76 B","R$ 16,70",165.001.783,0,0,165.001.783,0,0,0,0,165.001.783,0,165.001.783
29,31/03/2017,"R$ 3,54 B","R$ 2,86 B","R$ 17,33",165.001.783,0,0,165.001.783,0,0,0,0,165.001.783,0,165.001.783
30,31/12/2016,"R$ 3,52 B","R$ 2,83 B","R$ 17,14",165.001.783,0,0,165.001.783,0,0,0,0,165.001.783,0,165.001.783
31,30/09/2016,"R$ 3,38 B","R$ 2,81 B","R$ 17,05",165.001.783,0,0,165.001.783,0,0,0,0,165.001.783,0,165.001.783
32,30/06/2016,"R$ 3,31 B","R$ 2,76 B","R$ 16,76",165.001.783,0,0,165.001.783,0,0,0,0,165.001.783,0,165.001.783
33,31/03/2016,"R$ 3,37 B","R$ 2,78 B","R$ 16,82",165.001.783,0,0,165.001.783,0,0,0,0,165.001.783,0,165.001.783
34,31/12/2015,"R$ 3,29 B","R$ 2,70 B","R$ 17,21",157.058.466,0,0,157.058.466,0,0,0,0,157.058.466,0,157.058.466
35,30/09/2015,"R$ 3,18 B","R$ 2,70 B","R$ 17,21",157.058.466,0,0,157.058.466,0,0,0,0,157.058.466,0,157.058.466
36,30/06/2015,"R$ 3,23 B","R$ 2,60 B","R$ 16,55",157.058.466,0,0,157.058.466,0,0,0,0,157.058.466,0,157.058.466
37,31/03/2015,"R$ 3,21 B","R$ 2,55 B","R$ 17,36",146.724.120,0,0,146.724.120,0,0,0,0,146.724.120,0,146.724.120
