,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"- R$ 83,50 M","- R$ 34,78 M","R$ 120,73 M","R$ 2,45 M"
1,31/03/2024,"- R$ 150,84 M","R$ 29,80 M","R$ 114,96 M","- R$ 6,08 M"
2,31/12/2023,"- R$ 228,60 M","R$ 65,18 M","R$ 193,53 M","R$ 30,11 M"
3,30/09/2023,"- R$ 366,78 M","R$ 165,23 M","R$ 206,18 M","R$ 4,63 M"
4,30/06/2023,"- R$ 437,33 M","R$ 246,01 M","R$ 167,08 M","- R$ 24,24 M"
5,31/03/2023,"- R$ 413,00 M","R$ 50,76 M","R$ 341,55 M","- R$ 20,70 M"
6,31/12/2022,"- R$ 349,66 M","R$ 130,84 M","R$ 203,21 M","- R$ 15,61 M"
7,30/09/2022,"- R$ 278,89 M","R$ 133,70 M","R$ 105,97 M","- R$ 39,22 M"
8,30/06/2022,"- R$ 99,53 M","R$ 17,70 M","R$ 68,62 M","- R$ 13,21 M"
9,31/03/2022,"R$ 52,68 M","R$ 242,05 M","- R$ 293,19 M","R$ 1,54 M"
10,31/12/2021,"R$ 8,99 M","R$ 167,58 M","- R$ 191,88 M","- R$ 15,31 M"
11,30/09/2021,"- R$ 43,91 M","- R$ 18,95 M","- R$ 177,60 M","- R$ 240,45 M"
12,30/06/2021,"- R$ 92,07 M","R$ 258,74 M","- R$ 153,99 M","R$ 12,68 M"
13,31/03/2021,"- R$ 48,34 M","R$ 128,19 M","- R$ 56,70 M","R$ 23,15 M"
14,31/12/2020,"- R$ 59,68 M","R$ 149,07 M","- R$ 86,92 M","R$ 2,47 M"
15,30/09/2020,"R$ 33,69 M","R$ 243,80 M","- R$ 87,63 M","R$ 189,87 M"
16,30/06/2020,"R$ 92,62 M","- R$ 890,62 M","R$ 836,35 M","R$ 38,35 M"
17,31/03/2020,"R$ 50,93 M","- R$ 877,85 M","R$ 834,03 M","R$ 7,11 M"
