,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/09/2024,"3,60%","3,68%","5,45%","5,58%","7,85%","6,18%","32,97%","24,51%","20,30%","22,50%","0,25","1,30","0,30","3,12"
1,30/06/2024,"2,56%","2,62%","3,88%","3,97%","5,84%","4,68%","32,45%","21,47%","16,61%","19,46%","0,22","1,27","0,27","3,74"
2,31/03/2024,"2,44%","2,49%","3,69%","3,77%","5,63%","4,53%","33,05%","23,70%","17,90%","20,32%","0,19","1,25","0,25","3,72"
3,31/12/2023,"2,46%","2,52%","3,73%","3,82%","5,36%","4,33%","31,73%","22,11%","17,46%","19,71%","0,20","1,27","0,27","3,62"
4,30/09/2023,"1,86%","1,93%","2,82%","2,93%","4,21%","3,41%","29,18%","17,82%","13,62%","15,72%","0,19","1,27","0,27","4,55"
5,30/06/2023,"2,69%","2,82%","4,07%","4,27%","5,80%","4,72%","31,07%","23,45%","18,56%","20,36%","0,20","1,25","0,25","2,88"
6,31/03/2023,"2,72%","2,90%","4,12%","4,40%","5,98%","5,18%","31,58%","24,18%","17,69%","19,12%","0,21","1,24","0,24","2,76"
7,31/12/2022,"3,48%","3,72%","5,27%","5,64%","7,58%","6,40%","34,27%","28,96%","21,38%","22,56%","0,22","1,24","0,24","1,89"
8,30/09/2022,"3,77%","4,04%","5,70%","6,12%","8,33%","7,23%","38,96%","37,06%","26,84%","27,89%","0,20","1,23","0,23","1,58"
9,30/06/2022,"4,30%","4,58%","6,51%","6,94%","9,47%","8,30%","42,28%","40,39%","29,15%","29,90%","0,21","1,23","0,23","1,10"
