,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao,ticker
0,30/06/2024,"R$ 688,85 M","R$ 222,42 M","R$ 98,15 M","- R$ 70,63 M","R$ 168,78 M","R$ 66,87 M","R$ 0,72",310
1,31/03/2024,"R$ 641,00 M","R$ 213,31 M","R$ 88,05 M","- R$ 59,52 M","R$ 147,57 M","- R$ 6,00 mil","- R$ 0,00",310
2,31/12/2023,"R$ 663,05 M","R$ 221,61 M","R$ 109,27 M","- R$ 56,15 M","R$ 165,42 M","R$ 229,35 M","R$ 2,48",310
3,30/09/2023,"R$ 684,71 M","R$ 229,66 M","R$ 89,01 M","- R$ 59,90 M","R$ 148,91 M","R$ 60,54 M","R$ 0,65",310
4,30/06/2023,"R$ 651,25 M","R$ 212,69 M","R$ 94,70 M","- R$ 76,26 M","R$ 170,96 M","R$ 55,46 M","R$ 0,60",310
5,31/03/2023,"R$ 678,57 M","R$ 214,51 M","R$ 57,55 M","- R$ 56,09 M","R$ 113,64 M","R$ 0,00","R$ 0,00",310
6,31/12/2022,"R$ 639,10 M","R$ 213,80 M","R$ 90,95 M","- R$ 56,27 M","R$ 147,22 M","R$ 81,98 M","R$ 0,89",310
7,30/09/2022,"R$ 672,81 M","R$ 199,50 M","R$ 93,04 M","- R$ 36,26 M","R$ 129,30 M","R$ 45,05 M","R$ 0,49",310
8,30/06/2022,"R$ 600,95 M","R$ 187,97 M","R$ 89,59 M","- R$ 45,18 M","R$ 134,77 M","R$ 45,08 M","R$ 0,49",310
9,31/03/2022,"R$ 597,79 M","R$ 208,64 M","R$ 113,21 M","- R$ 40,53 M","R$ 153,74 M","R$ 0,00","R$ 0,00",310
10,31/12/2021,"R$ 709,64 M","R$ 246,69 M","R$ 107,97 M","- R$ 31,77 M","R$ 139,75 M","R$ 128,36 M","R$ 1,39",310
11,30/09/2021,"R$ 654,02 M","R$ 233,57 M","R$ 142,02 M","- R$ 32,73 M","R$ 174,75 M","R$ 70,52 M","R$ 0,76",310
12,30/06/2021,"R$ 556,27 M","R$ 203,28 M","R$ 194,42 M","- R$ 40,40 M","R$ 234,82 M","R$ 167,47 M","R$ 1,81",310
13,31/03/2021,"R$ 529,52 M","R$ 183,48 M","R$ 105,31 M","- R$ 36,57 M","R$ 141,88 M","R$ 0,00","R$ 0,00",310
14,31/12/2020,"R$ 527,94 M","R$ 160,20 M","R$ 726,00 mil","- R$ 47,69 M","R$ 48,41 M","R$ 38,10 M","R$ 0,41",310
15,30/09/2020,"R$ 531,41 M","R$ 183,30 M","R$ 88,48 M","- R$ 30,89 M","R$ 119,37 M","R$ 43,76 M","R$ 0,47",310
16,30/06/2020,"R$ 369,27 M","R$ 113,30 M","R$ 42,50 M","- R$ 30,99 M","R$ 73,50 M","R$ 17,46 M","R$ 0,19",310
