,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield,ticker
0,Atual - 19/09/2024,"3,99","0,64","0,61","3,72","0,37","R$ 1,56 B","4,77%",310
1,30/06/2024,"3,77","0,61","0,58","3,52","0,35","R$ 1,46 B","5,04%",310
2,31/03/2024,"3,22","0,55","0,52","2,92","0,33","R$ 1,30 B","5,73%",310
3,31/12/2023,"3,73","0,65","0,59","3,00","0,38","R$ 1,57 B","4,95%",310
4,30/09/2023,"4,78","0,60","0,49","4,70","0,33","R$ 1,23 B","5,07%",310
5,30/06/2023,,,,,,,,310
6,31/03/2023,"4,00","0,49","0,40","3,87","0,27","R$ 942,79 M","6,46%",310
7,31/12/2022,"3,32","0,43","0,34","4,83","0,23","R$ 871,75 M","7,77%",310
8,30/09/2022,"3,24","0,48","0,38","2,43","0,27","R$ 809,36 M","2,42%",310
9,30/06/2022,"3,65","0,60","0,47","2,87","0,34","R$ 969,94 M","1,98%",310
10,31/03/2022,"3,03","0,66","0,52","2,78","0,38","R$ 1,00 B","1,84%",310
11,31/12/2021,"3,14","0,71","0,55","2,59","0,39","R$ 1,04 B","2,96%",310
12,30/09/2021,"4,15","0,79","0,62","5,36","0,44","R$ 1,02 B","1,13%",310
13,30/06/2021,"6,05","1,10","0,88","7,42","0,63","R$ 1,23 B","0,84%",310
14,31/03/2021,"16,13","1,50","1,19","10,87","0,84","R$ 1,51 B","0,68%",310
15,31/12/2020,"13,11","1,28","1,05","10,78","0,69","R$ 1,12 B","0,00%",310
16,30/09/2020,"17,34","1,52","1,31","13,94","0,83","R$ 1,23 B","0,00%",310
17,30/06/2020,"21,52","1,58","1,44","15,10","0,88","R$ 1,14 B","0,00%",310
18,31/03/2020,"38,78","1,85","1,66","16,43","1,03","R$ 1,28 B","0,00%",310
19,31/12/2019,"18,33","0,91","0,79","7,84","0,52","R$ 664,07 M","0,32%",310
20,30/09/2019,"7,96","0,50","0,44","4,58","0,28","R$ 534,51 M","0,59%",310
21,30/06/2019,"12,01","0,60","0,56","5,75","0,35","R$ 568,12 M","0,50%",310
22,31/03/2019,"37,39","0,80","0,77","8,60","0,46","R$ 599,10 M","0,38%",310
23,31/12/2018,"30,37","0,70","0,70","9,63","0,40","R$ 560,80 M","0,64%",310
24,30/09/2018,"-181,23","0,71","0,71","5,67","0,42","R$ 571,23 M","0,64%",310
25,30/06/2018,"38,89","0,72","0,71","6,19","0,43","R$ 509,26 M","0,64%",310
