,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 2,39 B","- R$ 1,86 B","- R$ 370,97 M","R$ 159,20 M"
1,31/03/2024,"R$ 1,82 B","- R$ 1,22 B","R$ 0,00","R$ 608,82 M"
2,31/12/2023,"R$ 298,22 M","- R$ 295,20 M","R$ 0,00","R$ 3,02 M"
3,30/09/2023,"- R$ 65,99 M","- R$ 340,68 M","R$ 0,00","- R$ 406,67 M"
4,30/06/2023,"R$ 2,29 B","- R$ 1,56 B","- R$ 311,49 M","R$ 420,14 M"
5,31/03/2023,"R$ 2,78 B","- R$ 2,44 B","R$ 0,00","R$ 339,80 M"
6,31/12/2022,"- R$ 357,59 M","R$ 32,67 M","- R$ 1.000,00 M","- R$ 1,32 B"
7,30/09/2022,"- R$ 1,76 B","R$ 880,34 M","R$ 0,00","- R$ 880,78 M"
8,30/06/2022,"R$ 1,33 B","- R$ 1,69 B","- R$ 249,45 M","- R$ 612,20 M"
9,31/03/2022,"R$ 2,40 B","- R$ 426,08 M","R$ 0,00","R$ 1,98 B"
10,31/12/2021,"R$ 54,10 M","R$ 973,24 M","R$ 0,00","R$ 1,03 B"
11,30/09/2021,"- R$ 818,78 M","R$ 1,04 B","- R$ 209,66 M","R$ 13,62 M"
12,30/06/2021,"- R$ 186,78 M","R$ 93,00 M","R$ 104,83 M","R$ 11,05 M"
13,31/03/2021,"R$ 223,50 M","- R$ 47,13 M","R$ 0,00","R$ 176,37 M"
14,31/12/2020,"- R$ 378,97 M","- R$ 149,98 M","R$ 0,00","- R$ 528,95 M"
15,30/09/2020,"- R$ 651,55 M","R$ 365,98 M","R$ 0,00","- R$ 285,57 M"
16,30/06/2020,"- R$ 353,12 M","R$ 187,70 M","- R$ 166,85 M","- R$ 332,27 M"
17,31/03/2020,"R$ 785,10 M","- R$ 1,45 B","R$ 0,00","- R$ 662,07 M"
18,31/12/2019,"- R$ 517,30 M","R$ 288,38 M","- R$ 1.000,00","- R$ 228,93 M"
19,30/09/2019,"R$ 368,46 M","- R$ 356,92 M","R$ 1.000,00","R$ 11,54 M"
20,30/06/2019,"R$ 462,66 M","- R$ 279,93 M","- R$ 100,43 M","R$ 82,30 M"
21,31/03/2019,"R$ 413,29 M","- R$ 178,56 M","R$ 0,00","R$ 234,72 M"
22,31/12/2018,"R$ 138,72 M","- R$ 392,21 M","R$ 0,00","- R$ 253,49 M"
23,30/09/2018,"R$ 603,59 M","- R$ 555,31 M","- R$ 226,50 M","- R$ 178,22 M"
24,30/06/2018,"R$ 740,74 M","- R$ 847,18 M","R$ 106,81 M","R$ 373,00 mil"
25,31/03/2018,"R$ 935,28 M","- R$ 536,25 M","R$ 0,00","R$ 399,04 M"
26,31/12/2017,"R$ 844,03 M","- R$ 439,98 M","R$ 0,00","R$ 404,06 M"
27,30/09/2017,"R$ 849,26 M","- R$ 740,07 M","R$ 0,00","R$ 109,18 M"
28,30/06/2017,"R$ 1,10 B","- R$ 669,78 M","- R$ 64,94 M","R$ 366,49 M"
29,31/03/2017,"R$ 986,59 M","- R$ 965,42 M","R$ 0,00","R$ 21,17 M"
30,31/12/2016,"R$ 671,71 M","- R$ 45,31 M","- R$ 20,90 M","R$ 605,51 M"
31,30/09/2016,"R$ 844,84 M","- R$ 764,45 M","- R$ 3,00 mil","R$ 80,39 M"
