,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao
0,30/06/2024,"R$ 51,05 B","R$ 6,46 B","R$ 115,26",56.058.315,0,0,56.058.315,0,0,0,0,56.058.315,0,56.058.315
1,31/03/2024,"R$ 48,19 B","R$ 6,11 B","R$ 109,06",56.058.315,0,0,56.058.315,0,0,0,0,56.058.315,0,56.058.315
2,31/12/2023,"R$ 45,21 B","R$ 5,88 B","R$ 104,95",56.058.315,0,0,56.058.315,0,0,0,0,56.058.315,0,56.058.315
3,30/09/2023,"R$ 42,72 B","R$ 5,81 B","R$ 103,67",56.058.315,0,0,56.058.315,0,0,0,0,56.058.315,0,56.058.315
4,30/06/2023,"R$ 40,76 B","R$ 5,46 B","R$ 97,45",56.058.315,0,0,56.058.315,0,0,0,0,56.058.315,0,56.058.315
5,31/03/2023,"R$ 38,14 B","R$ 5,16 B","R$ 91,98",56.058.315,0,0,56.058.315,0,0,0,0,56.058.315,0,56.058.315
6,31/12/2022,"R$ 34,60 B","R$ 4,84 B","R$ 86,36",56.058.315,0,0,56.058.315,0,0,0,0,56.058.315,0,56.058.315
7,30/09/2022,"R$ 33,98 B","R$ 4,88 B","R$ 87,08",56.058.315,0,0,56.058.315,0,0,0,0,56.058.315,0,56.058.315
8,30/06/2022,"R$ 32,69 B","R$ 4,47 B","R$ 150,78",29.645.967,0,0,29.645.967,0,0,0,0,29.645.967,0,29.645.967
9,31/03/2022,"R$ 29,72 B","R$ 3,22 B","R$ 108,62",29.645.967,0,0,29.645.967,0,0,0,0,29.645.967,0,29.645.967
10,31/12/2021,"R$ 25,95 B","R$ 2,94 B","R$ 99,34",29.645.967,0,0,29.645.967,0,0,0,0,29.645.967,0,29.645.967
11,30/09/2021,"R$ 24,21 B","R$ 2,86 B","R$ 96,39",29.645.967,0,0,29.645.967,0,0,0,0,29.645.967,0,29.645.967
12,30/06/2021,"R$ 22,94 B","R$ 2,72 B","R$ 91,85",29.645.967,0,0,29.645.967,0,0,0,0,29.645.967,0,29.645.967
13,31/03/2021,"R$ 21,72 B","R$ 2,49 B","R$ 84,00",29.645.967,0,0,29.645.967,0,0,0,0,29.645.967,0,29.645.967
14,31/12/2020,"R$ 20,82 B","R$ 2,42 B","R$ 81,52",29.645.967,0,0,29.645.967,0,0,0,0,29.645.967,0,29.645.967
15,30/09/2020,"R$ 20,84 B","R$ 2,30 B","R$ 77,52",29.645.967,0,0,29.645.967,0,0,0,0,29.645.967,0,29.645.967
16,30/06/2020,"R$ 20,51 B","R$ 2,32 B","R$ 78,14",29.645.967,0,0,29.645.967,0,0,0,0,29.645.967,0,29.645.967
17,31/03/2020,"R$ 20,53 B","R$ 2,21 B","R$ 74,40",29.645.967,0,0,29.645.967,0,0,0,0,29.645.967,0,29.645.967
18,31/12/2019,"R$ 20,48 B","R$ 2,20 B","R$ 74,18",29.645.967,0,0,29.645.967,0,0,0,0,29.645.967,0,29.645.967
19,30/09/2019,"R$ 20,60 B","R$ 2,04 B","R$ 68,88",29.645.967,0,0,29.645.967,0,0,0,0,29.645.967,0,29.645.967
20,30/06/2019,"R$ 20,17 B","R$ 2,01 B","R$ 67,76",29.645.967,0,0,29.645.967,0,0,0,0,29.645.967,0,29.645.967
21,31/03/2019,"R$ 19,54 B","R$ 1,99 B","R$ 67,03",29.645.967,0,0,29.645.967,0,0,0,0,29.645.967,0,29.645.967
22,31/12/2018,"R$ 18,94 B","R$ 1,94 B","R$ 65,39",29.645.967,0,0,29.645.967,0,0,0,0,29.645.967,0,29.645.967
23,30/09/2018,"R$ 19,05 B","R$ 1,91 B","R$ 64,29",29.645.967,0,0,29.645.967,0,0,0,0,29.645.967,0,29.645.967
24,30/06/2018,"R$ 18,65 B","R$ 1,88 B","R$ 63,50",29.645.967,0,0,29.645.967,0,0,0,0,29.645.967,0,29.645.967
25,31/03/2018,"R$ 17,89 B","R$ 1,80 B","R$ 60,87",29.645.967,0,0,29.645.967,0,0,0,0,29.645.967,0,29.645.967
26,31/12/2017,"R$ 16,95 B","R$ 1,89 B","R$ 63,59",29.645.967,0,0,29.645.967,0,0,0,0,29.645.967,0,29.645.967
27,30/09/2017,"R$ 16,19 B","R$ 1,96 B","R$ 66,28",29.645.967,0,0,29.645.967,0,0,0,0,29.645.967,0,29.645.967
28,30/06/2017,"R$ 15,68 B","R$ 1,98 B","R$ 66,70",29.645.967,0,0,29.645.967,0,0,0,0,29.645.967,0,29.645.967
29,31/03/2017,"R$ 14,94 B","R$ 1,89 B","R$ 63,85",29.645.967,0,0,29.645.967,0,0,0,0,29.645.967,0,29.645.967
30,31/12/2016,"R$ 14,17 B","R$ 1,96 B","R$ 66,10",29.645.967,0,0,29.645.967,0,0,0,0,29.645.967,0,29.645.967
31,30/09/2016,"R$ 13,19 B","R$ 1,90 B","R$ 64,12",29.645.967,0,0,29.645.967,0,0,0,0,29.645.967,0,29.645.967
32,30/06/2016,"R$ 12,85 B","R$ 1,97 B","R$ 0,66",2.964.596.762,0,0,2.964.596.762,0,0,0,0,2.964.596.762,0,2.964.596.762
33,31/03/2016,"R$ 12,32 B","R$ 1,90 B","R$ 0,64",2.964.596.762,0,0,2.964.596.762,0,0,0,0,2.964.596.762,0,2.964.596.762
34,31/12/2015,"R$ 12,08 B","R$ 1,92 B","R$ 0,65",2.964.596.762,0,0,2.964.596.762,0,0,0,0,2.964.596.762,0,2.964.596.762
35,30/09/2015,"R$ 12,07 B","R$ 1,90 B","R$ 0,64",2.964.596.762,0,0,2.964.596.762,0,0,0,0,2.964.596.762,0,2.964.596.762
36,30/06/2015,"R$ 12,35 B","R$ 1,79 B","R$ 0,61",2.964.596.762,0,0,2.964.596.762,0,0,0,0,2.964.596.762,0,2.964.596.762
37,31/03/2015,"R$ 12,28 B","R$ 1,78 B","R$ 0,60",2.964.596.762,0,0,2.964.596.762,0,0,0,0,2.964.596.762,0,2.964.596.762
38,31/12/2014,"R$ 12,42 B","R$ 2,69 B","R$ 0,91",2.964.596.762,0,0,2.964.596.762,0,0,0,0,2.964.596.762,0,2.964.596.762
39,30/09/2014,"R$ 11,46 B","R$ 1,67 B","R$ 0,56",2.964.596.762,0,0,2.964.596.762,0,0,0,0,2.964.596.762,0,2.964.596.762
40,30/06/2014,"R$ 11,85 B","R$ 1,68 B","R$ 0,57",2.964.596.762,0,0,2.964.596.762,0,0,0,0,2.964.596.762,0,2.964.596.762
41,31/03/2014,"R$ 11,48 B","R$ 1,63 B","R$ 0,55",2.964.596.762,0,0,2.964.596.762,0,0,0,0,2.964.596.762,0,2.964.596.762
