,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 90,06 M","- R$ 28,29 M","- R$ 67,39 M","R$ 850,00 mil"
1,31/03/2024,"- R$ 55,74 M","R$ 97,12 M","- R$ 61,04 M","- R$ 20,28 M"
2,31/12/2023,"R$ 297,19 M","- R$ 145,52 M","- R$ 139,50 M","R$ 12,62 M"
3,30/09/2023,"R$ 114,61 M","- R$ 9,80 M","- R$ 116,43 M","- R$ 12,77 M"
4,30/06/2023,"R$ 77,43 M","- R$ 34,17 M","- R$ 55,26 M","- R$ 10,14 M"
5,31/03/2023,"- R$ 76,64 M","- R$ 424,50 M","R$ 554,12 M","R$ 54,78 M"
6,31/12/2022,"R$ 82,80 M","- R$ 40,47 M","- R$ 89,19 M","- R$ 46,11 M"
7,30/09/2022,"R$ 4,29 M","R$ 70,17 M","- R$ 78,15 M","- R$ 6,75 M"
8,30/06/2022,"R$ 55,67 M","- R$ 90,72 M","R$ 14,14 M","- R$ 25,07 M"
9,31/03/2022,"- R$ 4,52 M","- R$ 446,22 M","R$ 515,62 M","R$ 73,00 M"
10,31/12/2021,"R$ 136,87 M","- R$ 91,85 M","- R$ 59,33 M","- R$ 15,30 M"
11,30/09/2021,"R$ 33,15 M","- R$ 76,61 M","R$ 24,09 M","- R$ 20,58 M"
12,30/06/2021,"R$ 33,76 M","R$ 4,76 M","- R$ 191,49 M","- R$ 152,97 M"
13,31/03/2021,"R$ 38,15 M","R$ 152,93 M","- R$ 6,78 M","R$ 184,30 M"
14,31/12/2020,"R$ 175,64 M","R$ 14,37 M","- R$ 165,22 M","R$ 24,80 M"
15,30/09/2020,"R$ 55,97 M","- R$ 7,42 M","- R$ 48,01 M","R$ 537,00 mil"
16,30/06/2020,"- R$ 17,10 M","R$ 55,66 M","- R$ 33,19 M","R$ 5,37 M"
17,31/03/2020,"R$ 5,82 M","- R$ 359,90 M","R$ 347,87 M","- R$ 6,21 M"
18,31/12/2019,"R$ 61,45 M","- R$ 17,07 M","- R$ 38,13 M","R$ 6,15 M"
19,30/09/2019,"R$ 59,33 M","- R$ 26,91 M","- R$ 32,85 M","- R$ 185,00 mil"
20,30/06/2019,"R$ 41,18 M","R$ 30,68 M","- R$ 69,66 M","R$ 2,15 M"
21,31/03/2019,"R$ 42,92 M","- R$ 72,10 M","R$ 26,36 M","- R$ 2,81 M"
22,31/12/2018,"R$ 31,84 M","R$ 48,79 M","- R$ 75,33 M","R$ 5,11 M"
23,30/09/2018,"R$ 27,79 M","- R$ 24,91 M","- R$ 17,17 M","- R$ 14,07 M"
24,30/06/2018,"R$ 28,05 M","R$ 47,55 M","- R$ 67,20 M","R$ 9,17 M"
25,31/03/2018,"R$ 30,16 M","R$ 804,00 mil","- R$ 32,85 M","- R$ 1,86 M"
26,31/12/2017,"R$ 45,95 M","- R$ 119,99 M","R$ 79,13 M","R$ 5,24 M"
27,30/09/2017,"R$ 33,21 M","R$ 89,98 M","- R$ 125,81 M","- R$ 2,78 M"
28,30/06/2017,"R$ 40,78 M","- R$ 19,54 M","- R$ 22,37 M","- R$ 979,00 mil"
29,31/03/2017,"R$ 53,95 M","- R$ 42,15 M","- R$ 8,05 M","R$ 3,65 M"
30,31/12/2016,"R$ 45,68 M","- R$ 21,54 M","- R$ 26,28 M","- R$ 2,14 M"
31,30/09/2016,"R$ 26,04 M","R$ 863,00 mil","- R$ 29,39 M","- R$ 2,45 M"
32,30/06/2016,"R$ 5,82 M","R$ 29,80 M","- R$ 28,93 M","R$ 6,40 M"
33,31/03/2016,"R$ 24,17 M","- R$ 30,08 M","R$ 578,00 mil","- R$ 5,61 M"
34,31/12/2015,"R$ 49,25 M","- R$ 27,35 M","- R$ 17,91 M","R$ 4,03 M"
35,30/09/2015,"R$ 4,61 M","- R$ 15,95 M","R$ 11,64 M","- R$ 237,00 mil"
36,30/06/2015,"R$ 13,20 M","R$ 30,89 M","- R$ 46,67 M","- R$ 2,51 M"
37,31/03/2015,"R$ 24,19 M","- R$ 17,99 M","- R$ 9,15 M","- R$ 3,30 M"
38,31/12/2014,"R$ 33,39 M","- R$ 27,65 M","- R$ 1,49 M","R$ 4,25 M"
39,30/09/2014,"R$ 33,86 M","- R$ 31,32 M","- R$ 8,52 M","- R$ 5,98 M"
40,30/06/2014,"R$ 8,83 M","R$ 38,72 M","- R$ 45,96 M","R$ 1,58 M"
41,31/03/2014,"R$ 33,88 M","- R$ 27,77 M","- R$ 8,93 M","- R$ 2,81 M"
42,31/12/2013,"R$ 14,09 M","R$ 7,30 M","- R$ 18,35 M","R$ 3,04 M"
43,30/09/2013,"R$ 10,77 M","R$ 11,11 M","- R$ 18,65 M","R$ 3,23 M"
44,30/06/2013,"R$ 12,44 M","- R$ 7,91 M","- R$ 5,45 M","- R$ 912,00 mil"
45,31/03/2013,"R$ 34,43 M","- R$ 22,36 M","- R$ 15,16 M","- R$ 3,09 M"
46,31/12/2012,"- R$ 5,18 M","- R$ 30,29 M","R$ 38,62 M","R$ 3,15 M"
47,30/09/2012,"- R$ 3,69 M","R$ 20,24 M","- R$ 12,97 M","R$ 3,57 M"
48,30/06/2012,"R$ 37,89 M","- R$ 52,22 M","R$ 12,92 M","- R$ 1,41 M"
49,31/03/2012,"R$ 22,20 M","- R$ 15,99 M","- R$ 15,53 M","- R$ 9,32 M"
50,31/12/2011,"R$ 2,59 M","R$ 4,58 M","R$ 2,13 M","R$ 9,30 M"
51,30/09/2011,"- R$ 8,03 M","R$ 18,61 M","- R$ 7,60 M","R$ 2,97 M"
52,30/06/2011,"R$ 42,84 M","- R$ 15,35 M","- R$ 31,05 M","- R$ 3,55 M"
53,31/03/2011,"R$ 5,64 M","- R$ 176,13 M","R$ 169,30 M","- R$ 1,20 M"
