,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 446,13 M","- R$ 86,49 M","- R$ 384,35 M","- R$ 19,58 M"
1,31/03/2024,"R$ 433,50 M","- R$ 92,37 M","- R$ 372,23 M","- R$ 30,57 M"
2,31/12/2023,"R$ 412,59 M","- R$ 613,99 M","R$ 242,93 M","R$ 44,49 M"
3,30/09/2023,"R$ 198,21 M","- R$ 508,94 M","R$ 293,24 M","- R$ 14,23 M"
4,30/06/2023,"R$ 87,88 M","- R$ 428,97 M","R$ 331,52 M","- R$ 8,22 M"
5,31/03/2023,"R$ 66,13 M","- R$ 485,52 M","R$ 400,92 M","- R$ 23,14 M"
6,31/12/2022,"R$ 138,25 M","- R$ 507,25 M","R$ 362,43 M","- R$ 4,92 M"
7,30/09/2022,"R$ 192,32 M","- R$ 558,63 M","R$ 392,29 M","R$ 25,89 M"
8,30/06/2022,"R$ 223,77 M","- R$ 705,41 M","R$ 494,52 M","R$ 12,06 M"
9,31/03/2022,"R$ 194,47 M","- R$ 609,93 M","R$ 288,89 M","- R$ 115,85 M"
10,31/12/2021,"R$ 241,94 M","- R$ 10,77 M","- R$ 233,51 M","- R$ 4,55 M"
11,30/09/2021,"R$ 280,70 M","R$ 95,45 M","- R$ 339,40 M","R$ 35,55 M"
12,30/06/2021,"R$ 303,51 M","R$ 164,65 M","- R$ 411,50 M","R$ 56,66 M"
13,31/03/2021,"R$ 252,65 M","R$ 215,55 M","- R$ 253,20 M","R$ 215,00 M"
14,31/12/2020,"R$ 220,32 M","- R$ 297,28 M","R$ 101,45 M","R$ 24,49 M"
15,30/09/2020,"R$ 106,13 M","- R$ 328,72 M","R$ 228,53 M","R$ 5,85 M"
16,30/06/2020,"R$ 109,49 M","- R$ 348,22 M","R$ 243,70 M","R$ 5,12 M"
17,31/03/2020,"R$ 167,78 M","- R$ 373,20 M","R$ 207,23 M","R$ 1,91 M"
18,31/12/2019,"R$ 204,88 M","- R$ 85,41 M","- R$ 114,28 M","R$ 5,31 M"
19,30/09/2019,"R$ 178,45 M","- R$ 19,55 M","- R$ 154,67 M","R$ 4,27 M"
20,30/06/2019,"R$ 146,09 M","- R$ 17,54 M","- R$ 138,17 M","- R$ 9,62 M"
21,31/03/2019,"R$ 131,27 M","- R$ 672,00 mil","- R$ 134,02 M","- R$ 2,60 M"
22,31/12/2018,"R$ 117,84 M","R$ 72,24 M","- R$ 192,56 M","- R$ 1,66 M"
23,30/09/2018,"R$ 131,94 M","- R$ 96,55 M","- R$ 38,10 M","- R$ 1,53 M"
24,30/06/2018,"R$ 137,36 M","R$ 18,34 M","- R$ 146,74 M","R$ 9,77 M"
25,31/03/2018,"R$ 150,10 M","- R$ 48,74 M","- R$ 101,91 M","- R$ 382,00 mil"
26,31/12/2017,"R$ 173,89 M","- R$ 91,70 M","- R$ 77,11 M","R$ 5,14 M"
27,30/09/2017,"R$ 173,62 M","R$ 6,75 M","- R$ 182,52 M","- R$ 2,24 M"
28,30/06/2017,"R$ 166,46 M","- R$ 82,37 M","- R$ 86,10 M","- R$ 1,91 M"
29,31/03/2017,"R$ 131,49 M","- R$ 33,03 M","- R$ 92,65 M","R$ 5,46 M"
