,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 520,51 M","- R$ 159,47 M","- R$ 501,23 M","- R$ 133,14 M"
1,31/03/2024,"R$ 493,07 M","- R$ 72,08 M","- R$ 991,47 M","- R$ 566,31 M"
2,31/12/2023,"R$ 1,03 B","- R$ 359,12 M","- R$ 745,00 M","- R$ 115,69 M"
3,30/09/2023,"R$ 932,19 M","- R$ 254,95 M","- R$ 340,51 M","R$ 327,91 M"
4,30/06/2023,"R$ 591,44 M","- R$ 186,49 M","- R$ 270,18 M","R$ 110,16 M"
5,31/03/2023,"R$ 108,55 M","- R$ 92,36 M","- R$ 653,42 M","- R$ 638,55 M"
6,31/12/2022,"R$ 678,36 M","- R$ 431,16 M","- R$ 1,33 B","- R$ 1,09 B"
7,30/09/2022,"R$ 306,33 M","- R$ 279,41 M","- R$ 451,63 M","- R$ 425,41 M"
8,30/06/2022,"R$ 509,45 M","- R$ 347,46 M","- R$ 1,11 B","- R$ 947,27 M"
9,31/03/2022,"R$ 42,10 M","- R$ 132,47 M","- R$ 87,09 M","- R$ 176,53 M"
10,31/12/2021,"R$ 521,49 M","- R$ 252,77 M","- R$ 55,59 M","R$ 212,89 M"
11,30/09/2021,"R$ 792,03 M","- R$ 282,69 M","- R$ 176,84 M","R$ 336,05 M"
12,30/06/2021,"- R$ 299,90 M","- R$ 230,29 M","R$ 3,12 B","R$ 2,59 B"
13,31/03/2021,"R$ 201,98 M","- R$ 264,07 M","R$ 345,43 M","R$ 284,91 M"
14,31/12/2020,"R$ 629,09 M","- R$ 124,59 M","R$ 260,86 M","R$ 763,40 M"
15,30/09/2020,"R$ 294,18 M","- R$ 188,43 M","- R$ 531,42 M","- R$ 412,87 M"
16,30/06/2020,"- R$ 61,14 M","- R$ 141,39 M","R$ 646,45 M","R$ 447,71 M"
17,31/03/2020,"- R$ 253,75 M","- R$ 89,42 M","R$ 637,41 M","R$ 287,59 M"
18,31/12/2019,"R$ 504,88 M","- R$ 248,63 M","R$ 120,67 M","R$ 384,98 M"
19,30/09/2019,"R$ 550,87 M","- R$ 257,03 M","- R$ 347,23 M","- R$ 47,38 M"
20,30/06/2019,"R$ 577,41 M","- R$ 166,14 M","- R$ 302,58 M","R$ 108,23 M"
21,31/03/2019,"- R$ 70,30 M","- R$ 78,47 M","- R$ 92,18 M","- R$ 242,45 M"
22,31/12/2018,"R$ 567,72 M","- R$ 223,64 M","R$ 45,74 M","R$ 389,55 M"
23,30/09/2018,"R$ 149,35 M","- R$ 158,09 M","- R$ 193,74 M","- R$ 202,57 M"
24,30/06/2018,"R$ 273,77 M","- R$ 134,11 M","- R$ 171,82 M","- R$ 31,16 M"
25,31/03/2018,"- R$ 179,46 M","- R$ 93,97 M","R$ 2,30 M","- R$ 271,02 M"
26,31/12/2017,"R$ 546,18 M","- R$ 226,03 M","- R$ 26,74 M","R$ 288,92 M"
27,30/09/2017,"R$ 10,81 M","- R$ 134,65 M","- R$ 73,32 M","- R$ 199,39 M"
28,30/06/2017,"R$ 392,96 M","- R$ 118,35 M","- R$ 209,69 M","R$ 64,85 M"
29,31/03/2017,"- R$ 104,37 M","- R$ 66,49 M","R$ 180,52 M","R$ 10,61 M"
30,31/12/2016,"R$ 354,31 M","- R$ 159,98 M","- R$ 16,79 M","R$ 177,11 M"
31,30/09/2016,"R$ 142,07 M","- R$ 105,43 M","- R$ 103,59 M","- R$ 66,93 M"
32,30/06/2016,"R$ 318,77 M","- R$ 123,97 M","- R$ 237,08 M","- R$ 42,48 M"
33,31/03/2016,"R$ 99,06 M","- R$ 87,54 M","R$ 78,17 M","R$ 89,66 M"
34,31/12/2015,"R$ 350,09 M","- R$ 186,41 M","R$ 14,25 M","R$ 177,91 M"
35,30/09/2015,"R$ 186,35 M","- R$ 166,47 M","- R$ 157,11 M","- R$ 136,98 M"
36,30/06/2015,"R$ 253,51 M","- R$ 146,60 M","- R$ 158,49 M","- R$ 51,64 M"
37,31/03/2015,"- R$ 17,99 M","- R$ 71,47 M","R$ 3,28 M","- R$ 86,10 M"
38,31/12/2014,"R$ 314,15 M","- R$ 176,92 M","R$ 70,65 M","R$ 207,88 M"
39,30/09/2014,"R$ 38,80 M","- R$ 131,47 M","- R$ 496,00 mil","- R$ 93,17 M"
40,30/06/2014,"R$ 201,51 M","- R$ 91,49 M","- R$ 143,78 M","- R$ 33,77 M"
41,31/03/2014,"R$ 36,65 M","- R$ 77,36 M","- R$ 7,49 M","- R$ 48,20 M"
42,31/12/2013,"R$ 191,24 M","- R$ 186,07 M","- R$ 19,28 M","- R$ 14,10 M"
43,30/09/2013,"R$ 84,35 M","- R$ 123,36 M","R$ 405,99 M","R$ 366,99 M"
44,30/06/2013,"R$ 233,12 M","- R$ 65,72 M","- R$ 236,84 M","- R$ 69,44 M"
45,31/03/2013,"- R$ 127,51 M","- R$ 36,80 M","- R$ 823,00 mil","- R$ 165,12 M"
46,31/12/2012,"R$ 194,47 M","- R$ 150,16 M","- R$ 4,75 M","R$ 39,56 M"
47,30/09/2012,"R$ 85,90 M","- R$ 75,80 M","R$ 277,40 M","R$ 287,51 M"
48,30/06/2012,"R$ 187,15 M","- R$ 86,52 M","- R$ 243,78 M","- R$ 143,15 M"
49,31/03/2012,"- R$ 21,47 M","- R$ 69,74 M","R$ 12,31 M","- R$ 78,91 M"
50,31/12/2011,"R$ 62,35 M","- R$ 137,65 M","- R$ 5,53 M","- R$ 80,83 M"
51,30/09/2011,"R$ 179,06 M","- R$ 55,66 M","R$ 293,48 M","R$ 416,88 M"
52,30/06/2011,"R$ 182,00 M","- R$ 230,89 M","- R$ 213,87 M","- R$ 262,77 M"
53,31/03/2011,"- R$ 149,33 M","- R$ 23,92 M","- R$ 5,44 M","- R$ 178,68 M"
