,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/06/2024,"0,28%","0,18%","0,42%","0,28%","7,18%","-12,78%","23,11%","-46,27%","-1,31%","0,12%","0,28","-0,57","-1,57","1.548,41"
1,31/03/2024,"0,56%","0,38%","0,85%","0,57%","7,93%","-13,83%","21,92%","-52,04%","-2,76%","-1,25%","0,27","-0,56","-1,56","-149,46"
2,31/12/2023,"0,30%","0,20%","0,46%","0,31%","7,90%","-13,78%","21,24%","-50,91%","-1,45%","0,06%","0,27","-0,57","-1,57","2.900,57"
3,30/09/2023,"7,06%","5,09%","10,70%","7,71%","8,02%","-13,74%","19,20%","-52,84%","-34,33%","-32,76%","0,26","-0,56","-1,56","-5,78"
4,30/06/2023,"7,51%","5,39%","11,38%","8,17%","8,19%","-13,93%","18,21%","-54,76%","-36,98%","-35,35%","0,25","-0,56","-1,56","-5,50"
5,31/03/2023,"8,10%","5,79%","12,27%","8,78%","8,73%","-14,54%","17,92%","-58,02%","-39,58%","-37,91%","0,25","-0,57","-1,57","-4,97"
6,31/12/2022,"8,32%","5,93%","12,60%","8,98%","9,08%","-15,05%","17,88%","-60,00%","-40,46%","-38,75%","0,25","-0,57","-1,57","-4,87"
7,30/09/2022,"-1,35%","-0,96%","-2,04%","-1,46%","5,81%","-9,98%","19,45%","-39,90%","6,80%","8,53%","0,25","-0,58","-1,58","27,55"
8,30/06/2022,"-1,66%","-1,19%","-2,51%","-1,80%","5,55%","-9,52%","19,85%","-38,16%","8,46%","10,21%","0,25","-0,59","-1,59","22,89"
9,31/03/2022,"-2,05%","-1,47%","-3,11%","-2,23%","4,95%","-8,35%","19,35%","-34,05%","10,54%","12,29%","0,25","-0,60","-1,60","18,90"
