,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 175,92 M","- R$ 79,01 M","- R$ 266,59 M","- R$ 169,62 M",378
1,31/03/2024,"R$ 267,26 M","- R$ 191,00 M","- R$ 365,85 M","- R$ 289,27 M",378
2,31/12/2023,"R$ 476,57 M","- R$ 245,21 M","- R$ 363,91 M","- R$ 132,32 M",378
3,30/09/2023,"R$ 734,58 M","- R$ 296,18 M","- R$ 399,05 M","R$ 39,55 M",378
4,30/06/2023,"R$ 878,96 M","- R$ 321,32 M","- R$ 430,71 M","R$ 127,17 M",378
5,31/03/2023,"R$ 1,11 B","- R$ 292,02 M","- R$ 557,59 M","R$ 261,87 M",378
6,31/12/2022,"R$ 1,19 B","- R$ 381,89 M","- R$ 555,12 M","R$ 257,59 M",378
7,30/09/2022,"R$ 1,16 B","- R$ 442,26 M","- R$ 420,64 M","R$ 292,46 M",378
8,30/06/2022,"R$ 1,15 B","- R$ 502,09 M","- R$ 377,93 M","R$ 266,73 M",378
9,31/03/2022,"R$ 923,49 M","- R$ 474,12 M","- R$ 195,30 M","R$ 254,07 M",378
10,31/12/2021,"R$ 759,73 M","- R$ 376,78 M","- R$ 256,93 M","R$ 126,02 M",378
11,30/09/2021,"R$ 600,51 M","- R$ 274,74 M","- R$ 299,33 M","R$ 26,44 M",378
12,30/06/2021,"R$ 452,48 M","- R$ 198,51 M","- R$ 257,46 M","- R$ 3,48 M",378
13,31/03/2021,"R$ 306,63 M","- R$ 212,67 M","- R$ 150,47 M","- R$ 56,50 M",378
14,31/12/2020,"R$ 257,67 M","- R$ 197,50 M","- R$ 43,40 M","R$ 16,78 M",378
15,30/09/2020,"R$ 153,84 M","- R$ 133,66 M","- R$ 15,67 M","R$ 4,52 M",378
16,30/06/2020,"R$ 141,09 M","- R$ 193,39 M","R$ 124,45 M","R$ 72,15 M",378
17,31/03/2020,"R$ 174,23 M","- R$ 216,03 M","R$ 8,99 M","- R$ 32,81 M",378
18,31/12/2019,"R$ 171,91 M","- R$ 242,05 M","- R$ 38,25 M","- R$ 108,39 M",378
19,30/09/2019,"R$ 211,42 M","- R$ 311,35 M","- R$ 20,59 M","- R$ 120,53 M",378
20,30/06/2019,"R$ 237,36 M","- R$ 162,59 M","- R$ 157,72 M","- R$ 82,95 M",378
21,31/03/2019,"R$ 256,93 M","- R$ 360,38 M","- R$ 128,48 M","- R$ 231,93 M",378
22,31/12/2018,"R$ 306,10 M","- R$ 99,32 M","- R$ 130,33 M","R$ 76,44 M",378
23,30/09/2018,"R$ 306,49 M","- R$ 390,69 M","- R$ 104,83 M","- R$ 189,03 M",378
24,30/06/2018,"R$ 277,25 M","- R$ 378,70 M","- R$ 106,89 M","- R$ 208,34 M",378
25,31/03/2018,"R$ 311,32 M","- R$ 157,08 M","- R$ 83,36 M","R$ 70,89 M",378
26,31/12/2017,"R$ 392,39 M","- R$ 374,47 M","- R$ 117,88 M","- R$ 99,96 M",378
27,30/09/2017,"R$ 425,46 M","- R$ 49,10 M","- R$ 81,35 M","R$ 295,02 M",378
28,30/06/2017,"R$ 399,24 M","- R$ 97,97 M","- R$ 43,50 M","R$ 257,77 M",378
29,31/03/2017,"R$ 361,84 M","- R$ 107,67 M","- R$ 36,57 M","R$ 217,60 M",378
30,31/12/2016,"R$ 300,69 M","- R$ 140,36 M","- R$ 8,57 M","R$ 151,76 M",378
31,30/09/2016,"R$ 163,50 M","- R$ 75,98 M","- R$ 50,33 M","R$ 37,19 M",378
32,30/06/2016,"R$ 138,70 M","- R$ 36,64 M","- R$ 74,35 M","R$ 27,71 M",378
33,31/03/2016,"R$ 117,81 M","R$ 1,62 M","- R$ 80,03 M","R$ 39,40 M",378
34,31/12/2015,"R$ 12,84 M","R$ 37,79 M","- R$ 64,67 M","- R$ 14,04 M",378
35,30/09/2015,"R$ 81,70 M","- R$ 16,55 M","- R$ 20,62 M","R$ 44,53 M",378
36,30/06/2015,"R$ 81,66 M","- R$ 45,09 M","- R$ 27,46 M","R$ 9,11 M",378
37,31/03/2015,"R$ 101,79 M","- R$ 116,96 M","- R$ 23,01 M","- R$ 38,18 M",378
38,31/12/2014,"R$ 165,80 M","- R$ 201,00 M","- R$ 26,61 M","- R$ 61,81 M",378
39,30/09/2014,"R$ 185,02 M","- R$ 227,35 M","- R$ 22,87 M","- R$ 65,20 M",378
40,30/06/2014,"R$ 206,62 M","- R$ 309,42 M","- R$ 17,34 M","- R$ 120,15 M",378
41,31/03/2014,"R$ 165,59 M","- R$ 266,16 M","- R$ 12,00 M","- R$ 112,57 M",378
42,31/12/2013,"R$ 87,02 M","- R$ 187,72 M","- R$ 12,49 M","- R$ 113,19 M",378
43,30/09/2013,"R$ 47,76 M","- R$ 198,40 M","- R$ 12,51 M","- R$ 163,15 M",378
44,30/06/2013,"R$ 21,28 M","- R$ 92,32 M","- R$ 37,64 M","- R$ 108,67 M",378
45,31/03/2013,"R$ 31,88 M","- R$ 11,21 M","- R$ 27,34 M","- R$ 6,66 M",378
46,31/12/2012,"R$ 69,35 M","- R$ 38,41 M","- R$ 36,67 M","- R$ 5,73 M",378
47,30/09/2012,"R$ 60,58 M","- R$ 51,29 M","- R$ 67,28 M","- R$ 57,99 M",378
48,30/06/2012,"R$ 55,61 M","- R$ 48,03 M","R$ 1,49 M","R$ 9,07 M",378
49,31/03/2012,"R$ 68,24 M","- R$ 133,19 M","- R$ 18,68 M","- R$ 83,63 M",378
50,31/12/2011,"R$ 94,39 M","- R$ 109,23 M","- R$ 16,53 M","- R$ 31,38 M",378
51,30/09/2011,"R$ 94,08 M","- R$ 90,97 M","R$ 9,36 M","R$ 12,47 M",378
52,30/06/2011,"R$ 100,74 M","- R$ 65,07 M","- R$ 68,48 M","- R$ 32,81 M",378
53,31/03/2011,"R$ 96,77 M","- R$ 116,34 M","- R$ 75,09 M","- R$ 94,66 M",378
