,empresa,razaoSocial,situacao_registro,situacao_emissor,segmento_listagem,atividade,volume_financeiro,setor,subsetor,segmento,indices
0,QUERO-QUERO,LOJAS QUERO-QUERO S/A,ATIVO,FASE OPERACIONAL,Novo Mercado,Comércio varejista especializado em material de construção. eletrodomésticos e móveis.,"R$ 13,36 M",Consumo Cíclico,Comércio,Produtos Diversos,"IBRA, ICON, IGC, IGCT, IGNM, ITAG, SMLL"
