,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 436,06 M","- R$ 73,68 M","R$ 22,69 M","R$ 385,08 M",93
1,31/03/2024,"- R$ 148,40 M","- R$ 8,47 M","- R$ 18,38 M","- R$ 175,25 M",93
2,31/12/2023,"R$ 63,42 M","- R$ 14,64 M","R$ 93,85 M","R$ 142,64 M",93
3,30/09/2023,"R$ 249,82 M","- R$ 55,14 M","- R$ 59,16 M","R$ 135,52 M",93
4,30/06/2023,"- R$ 30,81 M","R$ 8,68 M","- R$ 57,57 M","- R$ 79,71 M",93
5,31/03/2023,"- R$ 115,95 M","- R$ 18,49 M","- R$ 59,44 M","- R$ 193,87 M",93
6,31/12/2022,"R$ 46,44 M","- R$ 16,10 M","R$ 45,57 M","R$ 75,91 M",93
7,30/09/2022,"R$ 286,64 M","- R$ 21,58 M","- R$ 66,60 M","R$ 198,47 M",93
8,30/06/2022,"R$ 97,06 M","- R$ 20,46 M","- R$ 90,48 M","- R$ 13,88 M",93
9,31/03/2022,"- R$ 193,83 M","R$ 2,56 M","R$ 91,20 M","- R$ 100,07 M",93
10,31/12/2021,"- R$ 25,56 M","- R$ 22,04 M","- R$ 61,78 M","- R$ 109,38 M",93
11,30/09/2021,"- R$ 11,30 M","- R$ 35,80 M","- R$ 61,23 M","- R$ 108,33 M",93
12,30/06/2021,"R$ 305,95 M","- R$ 60,05 M","- R$ 26,28 M","R$ 219,62 M",93
13,31/03/2021,"- R$ 129,23 M","- R$ 13,26 M","- R$ 78,50 M","- R$ 220,99 M",93
14,31/12/2020,"- R$ 52,88 M","- R$ 18,67 M","- R$ 51,04 M","- R$ 122,60 M",93
15,30/09/2020,"R$ 91,60 M","- R$ 16,80 M","R$ 259,38 M","R$ 334,18 M",93
16,30/06/2020,"R$ 110,49 M","- R$ 23,18 M","R$ 3,27 M","R$ 90,58 M",93
17,31/03/2020,"- R$ 106,00 M","R$ 594,00 mil","R$ 38,43 M","- R$ 66,98 M",93
18,31/12/2019,,,,,93
