,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 708,94 M","- R$ 1,31 B","- R$ 632,77 M","- R$ 1,23 B"
1,31/03/2024,"R$ 4,81 B","- R$ 1,73 B","- R$ 3,34 B","- R$ 250,05 M"
2,31/12/2023,"R$ 4,66 B","- R$ 1,77 B","- R$ 2,78 B","R$ 112,44 M"
3,30/09/2023,"R$ 4,76 B","- R$ 1,41 B","- R$ 1,39 B","R$ 1,97 B"
4,30/06/2023,"R$ 4,63 B","- R$ 955,33 M","- R$ 708,73 M","R$ 2,96 B"
5,31/03/2023,"R$ 482,04 M","- R$ 1,04 B","R$ 789,88 M","R$ 236,55 M"
6,31/12/2022,"R$ 416,77 M","- R$ 1,10 B","R$ 2,15 B","R$ 1,47 B"
7,30/09/2022,"R$ 353,39 M","- R$ 1,27 B","R$ 2,42 B","R$ 1,50 B"
8,30/06/2022,"R$ 765,94 M","- R$ 1,39 B","R$ 2,64 B","R$ 2,01 B"
9,31/03/2022,"- R$ 689,52 M","- R$ 740,27 M","R$ 1,02 B","R$ 704,66 M"
10,31/12/2021,"R$ 1,02 B","- R$ 755,34 M","R$ 231,62 M","R$ 493,17 M"
11,30/09/2021,"- R$ 2,89 B","- R$ 2,98 B","- R$ 2,51 B","- R$ 2,75 B"
12,30/06/2021,"- R$ 2,81 B","- R$ 2,85 B","- R$ 2,93 B","- R$ 2,95 B"
13,31/03/2021,"- R$ 2,99 B","- R$ 2,81 B","- R$ 2,67 B","- R$ 2,84 B"
