,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 1,45 B","R$ 321,54 M","R$ 276,42 M","- R$ 167,05 M","R$ 443,46 M","R$ 91,09 M","R$ 0,09"
1,31/03/2024,"R$ 1,40 B","R$ 291,03 M","R$ 499,84 M","- R$ 158,25 M","R$ 658,09 M","R$ 253,62 M","R$ 0,25"
2,31/12/2023,"R$ 1,70 B","R$ 330,58 M","R$ 258,31 M","- R$ 160,77 M","R$ 419,08 M","R$ 107,59 M","R$ 0,11"
3,30/09/2023,"R$ 1,63 B","R$ 327,44 M","R$ 225,46 M","- R$ 160,78 M","R$ 386,24 M","- R$ 838,12 M","- R$ 0,84"
4,30/06/2023,"R$ 1,44 B","R$ 341,56 M","R$ 276,36 M","- R$ 160,80 M","R$ 437,16 M","R$ 182,88 M","R$ 0,18"
5,31/03/2023,"R$ 1,41 B","R$ 333,37 M","R$ 313,78 M","- R$ 159,46 M","R$ 473,24 M","R$ 229,95 M","R$ 0,23"
6,31/12/2022,"R$ 1,48 B","R$ 255,89 M","R$ 637,24 M","- R$ 109,11 M","R$ 746,36 M","R$ 2,45 B","R$ 2,45"
7,30/09/2022,"R$ 1,54 B","R$ 304,82 M","R$ 394,19 M","- R$ 152,49 M","R$ 546,67 M","R$ 230,09 M","R$ 0,23"
8,30/06/2022,"R$ 1,35 B","R$ 300,31 M","R$ 183,24 M","- R$ 161,19 M","R$ 344,43 M","- R$ 2,03 M","- R$ 2,03"
9,31/03/2022,"R$ 1,15 B","R$ 282,05 M","R$ 176,40 M","- R$ 157,30 M","R$ 333,70 M","- R$ 6,80 M","- R$ 0,01"
10,31/12/2021,"R$ 767,31 M","R$ 174,95 M","R$ 169,62 M","- R$ 149,43 M","R$ 319,05 M","R$ 14,45 M","R$ 0,01"
11,30/09/2021,"R$ 616,19 M","R$ 805,24 M","R$ 706,70 M","- R$ 409,56 M","R$ 1,60 B","R$ 82,25 M","R$ 0,04"
12,30/06/2021,"R$ 581,10 M","R$ 178,63 M","R$ 106,62 M","- R$ 264,17 M","R$ 747,75 M","- R$ 71,06 M","- R$ 0,04"
13,31/03/2021,"R$ 552,15 M","R$ 274,52 M","R$ 237,51 M","- R$ 132,59 M","R$ 370,11 M","R$ 10,13 M","R$ 0,01"
