,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 8,61 M","- R$ 841,00 mil","- R$ 3,74 M","R$ 4,03 M"
1,31/03/2024,"R$ 5,56 M","- R$ 1,83 M","- R$ 2,76 M","R$ 972,00 mil"
2,31/12/2023,"R$ 2,52 M","- R$ 1,18 M","R$ 3,51 M","R$ 4,85 M"
3,30/09/2023,"R$ 6,87 M","R$ 9,00 mil","- R$ 3,03 M","R$ 3,85 M"
4,30/06/2023,"R$ 7,37 M","- R$ 1,27 M","- R$ 3,72 M","R$ 2,38 M"
5,31/03/2023,"R$ 6,88 M","- R$ 900,00 mil","- R$ 917,00 mil","R$ 5,06 M"
6,31/12/2022,"- R$ 516,00 mil","- R$ 882,00 mil","R$ 6,08 M","R$ 4,68 M"
7,30/09/2022,"R$ 5,32 M","- R$ 1,55 M","- R$ 1,74 M","R$ 2,03 M"
8,30/06/2022,"- R$ 2,30 M","R$ 969,00 mil","- R$ 2,00 M","- R$ 3,33 M"
9,31/03/2022,"R$ 627,00 mil","- R$ 1,85 M","- R$ 2,82 M","- R$ 4,05 M"
10,31/12/2021,"R$ 8,13 M","- R$ 1,70 M","- R$ 3,13 M","R$ 3,31 M"
11,30/09/2021,"R$ 284,00 mil","- R$ 1,60 M","R$ 6,19 M","R$ 4,88 M"
12,30/06/2021,"R$ 4,30 M","R$ 107,00 mil","- R$ 2,63 M","R$ 1,78 M"
13,31/03/2021,"R$ 4,92 M","- R$ 985,00 mil","- R$ 1,54 M","R$ 2,40 M"
14,31/12/2020,"R$ 9,89 M","- R$ 5,89 M","R$ 91,00 mil","R$ 4,10 M"
15,30/09/2020,"R$ 5,94 M","- R$ 1,46 M","- R$ 2,59 M","R$ 1,89 M"
16,30/06/2020,"R$ 10,70 M","- R$ 175,00 mil","- R$ 993,00 mil","R$ 9,53 M"
17,31/03/2020,"- R$ 203,00 mil","R$ 65,00 mil","R$ 2,84 M","R$ 2,70 M"
18,31/12/2019,"R$ 2,88 M","- R$ 4,38 M","R$ 1,17 M","- R$ 332,00 mil"
19,30/09/2019,"R$ 3,38 M","- R$ 1,38 M","- R$ 1,47 M","R$ 527,00 mil"
20,30/06/2019,"R$ 3,72 M","- R$ 1,37 M","- R$ 831,00 mil","R$ 1,52 M"
21,31/03/2019,"R$ 4,55 M","- R$ 1,24 M","- R$ 899,00 mil","R$ 2,41 M"
22,31/12/2018,"R$ 1,11 M","- R$ 1,14 M","- R$ 192,00 mil","- R$ 215,00 mil"
23,30/09/2018,"- R$ 1,86 M","- R$ 1,03 M","R$ 2,40 M","- R$ 481,00 mil"
24,30/06/2018,"- R$ 1,13 M","- R$ 1,16 M","- R$ 911,00 mil","- R$ 3,20 M"
25,31/03/2018,"- R$ 1.000,00 mil","- R$ 213,00 mil","- R$ 1,65 M","- R$ 2,87 M"
26,31/12/2017,"R$ 2,86 M","- R$ 623,00 mil","- R$ 2,71 M","- R$ 474,00 mil"
27,30/09/2017,"R$ 1,67 M","- R$ 335,00 mil","- R$ 438,00 mil","R$ 901,00 mil"
28,30/06/2017,"R$ 1,58 M","- R$ 214,00 mil","- R$ 1,28 M","R$ 89,00 mil"
29,31/03/2017,"- R$ 575,00 mil","- R$ 394,00 mil","- R$ 886,00 mil","- R$ 1,86 M"
30,31/12/2016,"- R$ 1,08 M","- R$ 868,00 mil","R$ 4,29 M","R$ 2,35 M"
31,30/09/2016,"R$ 3,20 M","- R$ 3,65 M","R$ 560,00 mil","R$ 109,00 mil"
32,30/06/2016,"- R$ 1,04 M","- R$ 1,01 M","- R$ 343,00 mil","- R$ 2,40 M"
33,31/03/2016,"- R$ 321,00 mil","- R$ 321,00 mil","- R$ 1,75 M","- R$ 2,39 M"
34,31/12/2015,"R$ 3,30 M","- R$ 502,00 mil","R$ 48,00 mil","R$ 2,85 M"
35,30/09/2015,"R$ 2,81 M","- R$ 1,33 M","R$ 1,21 M","R$ 2,70 M"
36,30/06/2015,"- R$ 1,05 M","- R$ 68,00 mil","- R$ 1,18 M","- R$ 2,30 M"
37,31/03/2015,"- R$ 359,00 mil","- R$ 737,00 mil","R$ 2,56 M","R$ 1,47 M"
38,31/12/2014,"R$ 1,92 M","- R$ 995,00 mil","R$ 401,00 mil","R$ 1,32 M"
39,30/09/2014,"R$ 2,56 M","- R$ 457,00 mil","- R$ 437,00 mil","R$ 1,67 M"
40,30/06/2014,"- R$ 2,51 M","- R$ 1,57 M","- R$ 1,12 M","- R$ 5,20 M"
41,31/03/2014,"R$ 3,06 M","- R$ 1,15 M","- R$ 550,00 mil","R$ 1,36 M"
42,31/12/2013,"R$ 1,29 M","- R$ 1,65 M","R$ 414,00 mil","R$ 54,00 mil"
43,30/09/2013,"R$ 5,32 M","- R$ 684,00 mil","R$ 1,94 M","R$ 6,58 M"
44,30/06/2013,"R$ 2,91 M","- R$ 178,00 mil","R$ 7,00 mil","R$ 2,74 M"
45,31/03/2013,"- R$ 664,00 mil","- R$ 64,00 mil","R$ 2,19 M","R$ 1,46 M"
46,31/12/2012,"- R$ 107,00 mil","- R$ 538,00 mil","R$ 223,00 mil","- R$ 422,00 mil"
47,30/09/2012,"R$ 655,00 mil","- R$ 1,07 M","R$ 527,00 mil","R$ 110,00 mil"
48,30/06/2012,"R$ 471,00 mil","- R$ 1,49 M","R$ 556,00 mil","- R$ 462,00 mil"
49,31/03/2012,"R$ 484,00 mil","- R$ 1,68 M","- R$ 329,00 mil","- R$ 1,53 M"
50,31/12/2011,"R$ 1,93 M","- R$ 1,18 M","- R$ 747,00 mil","R$ 1.000,00"
