,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 166,03 M","R$ 102,81 M","R$ 18,41 M","- R$ 5,00 M","R$ 23,41 M","R$ 13,74 M","R$ 1,40"
1,31/03/2024,"R$ 167,54 M","R$ 102,47 M","R$ 21,03 M","- R$ 5,00 M","R$ 26,04 M","R$ 10,23 M","R$ 1,04"
2,31/12/2023,"R$ 169,95 M","R$ 102,88 M","R$ 21,59 M","- R$ 4,87 M","R$ 26,46 M","R$ 9,19 M","R$ 0,94"
3,30/09/2023,"R$ 183,09 M","R$ 109,93 M","R$ 19,58 M","- R$ 4,63 M","R$ 24,21 M","- R$ 1,65 M","- R$ 0,17"
4,30/06/2023,"R$ 182,62 M","R$ 106,63 M","R$ 17,93 M","- R$ 4,66 M","R$ 22,59 M","R$ 11,45 M","R$ 1,17"
5,31/03/2023,"R$ 168,97 M","R$ 99,56 M","R$ 18,39 M","- R$ 4,28 M","R$ 22,67 M","R$ 13,03 M","R$ 1,33"
6,31/12/2022,"R$ 164,54 M","R$ 95,93 M","R$ 18,18 M","- R$ 4,11 M","R$ 22,28 M","R$ 5,74 M","R$ 0,59"
7,30/09/2022,"R$ 147,74 M","R$ 84,31 M","R$ 22,94 M","- R$ 3,89 M","R$ 26,83 M","R$ 17,18 M","R$ 1,75"
8,30/06/2022,"R$ 138,85 M","R$ 78,46 M","R$ 18,53 M","- R$ 3,53 M","R$ 22,05 M","R$ 13,72 M","R$ 1,40"
9,31/03/2022,"R$ 134,76 M","R$ 75,81 M","R$ 13,12 M","- R$ 3,44 M","R$ 16,56 M","R$ 4,53 M","R$ 0,46"
10,31/12/2021,"R$ 133,82 M","R$ 75,16 M","R$ 11,87 M","- R$ 3,43 M","R$ 15,30 M","R$ 15,97 M","R$ 1,63"
11,30/09/2021,"R$ 143,19 M","R$ 78,52 M","R$ 12,54 M","- R$ 3,37 M","R$ 15,91 M","R$ 8,35 M","R$ 0,85"
