,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/06/2024,"6,83%","7,97%","10,35%","12,08%","9,65%","5,54%","61,93%","8,28%","11,09%","14,10%","0,67","1,67","0,67","0,24"
1,31/03/2024,"7,81%","9,10%","11,83%","13,79%","7,40%","4,11%","61,16%","6,11%","12,55%","15,54%","0,67","1,71","0,71","0,17"
2,31/12/2023,"8,14%","9,48%","12,33%","14,36%","6,88%","3,70%","60,53%","5,41%","12,70%","15,57%","0,68","1,73","0,73","0,24"
3,30/09/2023,"7,91%","8,99%","11,99%","13,61%","-1,21%","-0,73%","60,04%","-0,90%","10,70%","13,22%","0,81","1,70","0,70","0,40"
4,30/06/2023,"7,35%","8,40%","11,14%","12,73%","8,66%","5,14%","58,39%","6,27%","9,82%","12,37%","0,82","1,74","0,74","0,44"
5,31/03/2023,"7,79%","9,15%","11,80%","13,86%","10,50%","5,80%","58,92%","7,71%","10,88%","13,42%","0,75","1,80","0,80","0,63"
6,31/12/2022,"7,46%","8,64%","11,30%","13,09%","4,40%","2,51%","58,30%","3,49%","11,05%","13,54%","0,72","1,86","0,86","0,75"
7,30/09/2022,"10,36%","12,00%","15,69%","18,18%","14,36%","7,90%","57,07%","11,63%","15,53%","18,16%","0,68","1,67","0,67","0,28"
8,30/06/2022,"8,77%","10,44%","13,29%","15,82%","11,69%","6,57%","56,50%","9,88%","13,34%","15,88%","0,66","1,68","0,68","0,39"
9,31/03/2022,"5,92%","7,00%","8,97%","10,61%","3,75%","2,08%","56,25%","3,36%","9,74%","12,29%","0,62","1,81","0,81","0,52"
10,31/12/2021,"5,63%","6,82%","8,53%","10,33%","14,12%","7,44%","56,16%","11,93%","8,87%","11,43%","0,62","1,75","0,75","0,56"
11,30/09/2021,"6,27%","6,99%","9,50%","10,59%","7,31%","3,80%","54,84%","5,83%","8,76%","11,11%","0,65","1,82","0,82","0,41"
12,30/06/2021,"5,33%","5,89%","8,08%","8,93%","6,06%","3,13%","53,56%","4,75%","8,25%","10,35%","0,66","1,78","0,78","-0,02"
13,31/03/2021,"9,08%","10,04%","13,76%","15,21%","20,76%","10,73%","51,82%","13,25%","11,93%","13,79%","0,81","1,80","0,80","0,12"
14,31/12/2020,"8,16%","9,06%","12,36%","13,73%","16,94%","8,94%","50,03%","10,45%","10,60%","12,42%","0,86","1,90","0,90","0,09"
15,30/09/2020,"4,91%","5,56%","7,44%","8,42%","14,27%","7,51%","49,74%","9,68%","7,04%","9,03%","0,78","1,92","0,92","0,31"
16,30/06/2020,"6,03%","6,86%","9,14%","10,40%","16,34%","8,34%","49,94%","10,44%","8,33%","10,30%","0,80","1,93","0,93","1,29"
17,31/03/2020,"2,95%","3,38%","4,47%","5,12%","7,12%","3,68%","50,33%","4,72%","4,33%","6,34%","0,78","1,93","0,93","2,58"
18,31/12/2019,"3,84%","4,39%","5,82%","6,65%","6,65%","3,29%","51,76%","4,19%","5,48%","7,40%","0,79","1,90","0,90","2,28"
19,30/09/2019,"3,66%","4,19%","5,54%","6,34%","2,55%","1,33%","51,96%","1,63%","5,28%","7,00%","0,81","1,90","0,90","2,26"
20,30/06/2019,"3,86%","4,45%","5,85%","6,74%","2,86%","1,47%","53,18%","1,89%","5,65%","7,66%","0,78","1,96","0,96","2,31"
21,31/03/2019,"3,24%","3,75%","4,91%","5,68%","3,69%","1,90%","55,21%","2,61%","5,18%","7,34%","0,73","1,93","0,93","2,87"
22,31/12/2018,"2,51%","2,93%","3,80%","4,43%","3,11%","1,52%","56,26%","2,30%","4,31%","6,55%","0,66","2,02","1,02","3,69"
23,30/09/2018,"1,52%","1,76%","2,31%","2,67%","4,06%","2,10%","57,79%","3,33%","2,85%","5,46%","0,63","1,92","0,92","4,80"
24,30/06/2018,"1,36%","1,56%","2,05%","2,36%","2,62%","1,38%","59,20%","2,19%","2,58%","5,21%","0,63","1,94","0,94","4,42"
25,31/03/2018,"1,40%","1,61%","2,12%","2,44%","1,38%","0,72%","58,37%","1,13%","2,65%","5,38%","0,63","1,95","0,95","4,51"
26,31/12/2017,"1,27%","1,47%","1,93%","2,22%","0,77%","0,40%","57,83%","0,62%","2,38%","5,21%","0,64","2,04","1,04","4,88"
27,30/09/2017,"2,40%","2,73%","3,63%","4,14%","2,05%","1,13%","62,24%","1,71%","4,41%","7,62%","0,66","1,93","0,93","3,27"
28,30/06/2017,"4,19%","4,79%","6,34%","7,26%","5,93%","3,23%","60,19%","4,52%","6,96%","9,75%","0,71","1,89","0,89","2,51"
29,31/03/2017,"4,59%","5,27%","6,96%","7,99%","4,72%","2,51%","61,25%","3,54%","7,39%","10,02%","0,71","1,92","0,92","2,52"
30,31/12/2016,"4,72%","5,44%","7,15%","8,24%","3,50%","1,86%","61,93%","2,67%","7,77%","10,29%","0,70","1,95","0,95","2,58"
31,30/09/2016,"6,06%","6,79%","9,18%","10,28%","7,84%","4,38%","59,22%","5,82%","9,54%","11,79%","0,75","1,81","0,81","1,87"
32,30/06/2016,"5,76%","6,48%","8,72%","9,82%","8,11%","4,44%","61,04%","6,13%","9,08%","11,45%","0,72","1,83","0,83","1,79"
33,31/03/2016,"7,31%","8,25%","11,07%","12,50%","11,80%","6,32%","60,55%","8,42%","10,87%","13,18%","0,75","1,88","0,88","1,38"
34,31/12/2015,"10,52%","12,02%","15,93%","18,21%","19,12%","10,31%","60,65%","12,59%","13,75%","15,93%","0,82","1,88","0,88","1,15"
35,30/09/2015,"11,36%","12,93%","17,21%","19,59%","17,54%","9,78%","61,35%","11,80%","14,73%","16,81%","0,83","1,79","0,79","1,14"
36,30/06/2015,"11,99%","13,69%","18,16%","20,74%","18,53%","10,26%","60,91%","11,74%","14,79%","16,70%","0,87","1,83","0,83","0,95"
37,31/03/2015,"11,22%","12,84%","17,00%","19,46%","16,76%","9,13%","62,11%","10,49%","13,79%","15,66%","0,87","1,87","0,87","0,95"
38,31/12/2014,"12,48%","14,27%","18,90%","21,62%","16,97%","9,23%","63,21%","9,89%","14,83%","16,69%","0,93","1,85","0,85","0,56"
39,30/09/2014,"14,49%","16,50%","21,96%","25,01%","19,24%","10,74%","63,98%","10,83%","16,42%","18,28%","0,99","1,79","0,79","0,41"
40,30/06/2014,"15,57%","17,74%","23,59%","26,88%","18,58%","10,40%","65,41%","10,30%","16,95%","18,89%","1,01","1,81","0,81","0,43"
41,31/03/2014,"17,31%","19,87%","26,23%","30,11%","24,22%","13,08%","65,39%","12,66%","18,66%","20,61%","1,03","1,84","0,84","0,41"
