,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/06/2024,"16,05%","19,98%","24,32%","30,28%","23,18%","9,44%","48,00%","19,65%","39,61%","53,16%","0,48","2,48","1,48","0,90"
1,31/03/2024,"16,02%","20,28%","24,27%","30,73%","24,21%","9,58%","48,65%","20,01%","40,56%","54,16%","0,48","2,64","1,64","0,97"
2,31/12/2023,"14,36%","18,50%","21,75%","28,03%","21,77%","8,26%","46,40%","18,61%","39,04%","53,17%","0,44","2,83","1,83","1,02"
3,30/09/2023,"13,73%","18,20%","20,80%","27,57%","20,99%","7,92%","45,73%","18,76%","38,24%","52,89%","0,42","2,41","1,41","0,90"
4,30/06/2023,"13,69%","17,62%","20,74%","26,70%","20,33%","7,96%","42,70%","17,70%","35,70%","51,12%","0,45","2,45","1,45","1,08"
5,31/03/2023,"12,38%","16,42%","18,75%","24,88%","18,59%","7,13%","39,52%","16,03%","33,45%","50,64%","0,45","2,53","1,53","1,16"
6,31/12/2022,"11,97%","16,11%","18,14%","24,42%","18,03%","6,51%","37,85%","15,63%","32,01%","50,87%","0,42","2,64","1,64","1,22"
7,30/09/2022,"10,92%","14,61%","16,54%","22,14%","14,08%","5,48%","35,11%","13,42%","29,39%","50,81%","0,41","2,65","1,65","1,15"
8,30/06/2022,"10,04%","13,77%","15,21%","20,86%","10,63%","4,61%","33,71%","10,55%","27,54%","50,86%","0,44","2,55","1,55","1,12"
9,31/03/2022,"10,87%","15,13%","16,47%","22,92%","16,51%","6,80%","33,51%","15,88%","31,56%","55,49%","0,43","2,61","1,61","1,09"
10,31/12/2021,"10,87%","15,26%","16,46%","23,12%","16,22%","6,29%","34,24%","15,80%","31,83%","55,70%","0,40","2,77","1,77","1,01"
11,30/09/2021,"12,89%","17,26%","19,53%","26,15%","19,98%","8,12%","35,76%","19,79%","37,29%","60,86%","0,41","2,57","1,57","0,73"
12,30/06/2021,"12,43%","16,92%","18,83%","25,63%","20,96%","8,34%","35,36%","21,10%","37,55%","61,98%","0,40","2,30","1,30","0,62"
13,31/03/2021,"9,39%","12,82%","14,22%","19,43%","14,89%","5,78%","34,41%","15,33%","31,20%","56,94%","0,38","2,43","1,43","0,85"
