,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_fcf,preco_ativo_total,preco_ebit,preco_capital_giro,ev_ebit,ev_ebitda,preco_ncav,ev_receita_liquida,ev_fcf,ev_ativo_total,market_cap_empresa,divdend_yield
0,Atual - 08/11/2024,"9,56","0,83","0,79","5,57","7,67","0,50","7,13","1,10","6,67","5,24","9,26","0,74","7,17","0,47","R$ 117,11 M","5,79%"
1,30/06/2024,NA,NA,NA,NA,NA,NA,NA,NA,"5,89","4,63",NA,"0,65","6,34","0,41","R$ 102,80 M","6,58%"
2,31/03/2024,NA,NA,NA,NA,NA,NA,NA,NA,"5,09","4,12",NA,"0,64","6,98","0,42","R$ 102,80 M","7,39%"
3,31/12/2023,"11,98","0,76","0,65","4,66","6,00","0,44","5,10","0,96","5,11","4,17","12,83","0,65","6,02","0,44","R$ 103,98 M","7,89%"
4,30/09/2023,NA,NA,NA,NA,NA,NA,NA,NA,"5,50","4,45",NA,"0,59","7,03","0,43","R$ 98,00 M","2,21%"
5,30/06/2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,23%"
6,31/03/2023,NA,NA,NA,NA,NA,NA,NA,NA,"6,18","5,02",NA,"0,67","28,10","0,46","R$ 99,47 M","2,12%"
7,31/12/2022,NA,NA,NA,NA,NA,NA,NA,NA,"6,15","5,02",NA,"0,68","-43,99","0,45","R$ 95,06 M","2,21%"
8,30/09/2022,"5,71","0,72","0,66","8,33","18,61","0,43","4,28","0,96","4,58","3,92","8,37","0,71","19,95","0,46","R$ 97,56 M","2,51%"
9,30/06/2022,"8,57","0,89","0,85","17,44","100,43","0,53","6,35","1,18","6,78","5,70","12,42","0,91","107,33","0,56","R$ 117,06 M","2,10%"
10,31/03/2022,"31,17","1,14","1,05","10,59","17,66","0,63","10,77","1,50","10,23","8,10","-22,42","1,00","16,77","0,60","R$ 125,54 M","1,74%"
11,31/12/2021,"9,51","1,17","1,13","8,61","11,80","0,67","12,79","1,54","12,48","9,69","286,96","1,11","11,52","0,65","R$ 139,60 M","2,19%"
12,30/09/2021,"18,54","1,29","1,08","7,98","10,11","0,71","12,35","1,73","11,77","9,28","-18,96","1,03","9,64","0,68","R$ 141,12 M","2,15%"
13,30/06/2021,"26,65","1,58","1,27","7,40","8,80","0,89","15,35","2,14","15,24","12,14","-39,25","1,26","8,74","0,88","R$ 184,29 M","1,80%"
14,31/03/2021,"8,23","1,49","1,09","5,73","6,54","0,83","9,14","2,13","8,69","7,52","-14,44","1,04","6,21","0,79","R$ 168,51 M","3,26%"
15,31/12/2020,"9,95","1,50","1,04","6,44","7,31","0,79","9,82","2,55","8,70","7,42","-4,85","0,92","6,48","0,70","R$ 148,42 M","1,50%"
16,30/09/2020,"10,75","1,37","1,04","8,12","11,46","0,71","14,78","2,11","16,01","12,49","-5,04","1,13","12,41","0,77","R$ 165,62 M","1,63%"
