,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais.1,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria.1,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao,ticker
0,30/06/2024,"R$ 263,44 M","R$ 157,92 M","R$ 16,11",4.900.000,4.900.000,4.900.000,9.800.000,11.89,3.6,3.6,15.49,4.888.110,4.896.400,9.784.510,411
1,31/03/2024,"R$ 255,65 M","R$ 149,91 M","R$ 15,30",4.900.000,4.900.000,4.900.000,9.800.000,11.89,3.6,3.6,15.49,4.888.110,4.896.400,9.784.510,411
2,31/12/2023,"R$ 249,93 M","R$ 144,24 M","R$ 14,72",4.900.000,4.900.000,4.900.000,9.800.000,11.89,3.6,3.6,15.49,4.888.110,4.896.400,9.784.510,411
3,30/09/2023,"R$ 249,70 M","R$ 147,00 M","R$ 15,00",4.900.000,4.900.000,4.900.000,9.800.000,11.89,3.6,3.6,15.49,4.888.110,4.896.400,9.784.510,411
4,30/06/2023,"R$ 248,13 M","R$ 142,41 M","R$ 14,53",4.900.000,4.900.000,4.900.000,9.800.000,11.89,3.6,3.6,15.49,4.888.110,4.896.400,9.784.510,411
5,31/03/2023,"R$ 249,04 M","R$ 138,23 M","R$ 14,10",4.900.000,4.900.000,4.900.000,9.800.000,11.89,3.6,3.6,15.49,4.888.110,4.896.400,9.784.510,411
6,31/12/2022,"R$ 248,61 M","R$ 133,54 M","R$ 13,63",4.900.000,4.900.000,4.900.000,9.800.000,11.89,3.6,3.6,15.49,4.888.110,4.896.400,9.784.510,411
7,30/09/2022,"R$ 226,91 M","R$ 136,24 M","R$ 13,90",4.900.000,4.900.000,4.900.000,9.800.000,11.89,3.6,3.6,15.49,4.888.110,4.896.400,9.784.510,411
8,30/06/2022,"R$ 222,62 M","R$ 132,22 M","R$ 13,49",4.900.000,4.900.000,4.900.000,9.800.000,11.89,3.6,3.6,15.49,4.888.110,4.896.400,9.784.510,411
9,31/03/2022,"R$ 224,41 M","R$ 124,11 M","R$ 12,66",4.900.000,4.900.000,4.900.000,9.800.000,11.89,3.6,3.6,15.49,4.888.110,4.896.400,9.784.510,411
10,31/12/2021,"R$ 228,13 M","R$ 130,22 M","R$ 13,29",4.900.000,4.900.000,4.900.000,9.800.000,11.89,3.6,3.6,15.49,4.888.110,4.896.400,9.784.510,411
11,30/09/2021,"R$ 217,38 M","R$ 119,67 M","R$ 12,21",4.900.000,4.900.000,4.900.000,9.800.000,11.89,3.6,3.6,15.49,4.888.110,4.896.400,9.784.510,411
12,30/06/2021,"R$ 208,84 M","R$ 117,37 M","R$ 11,98",4.900.000,4.900.000,4.900.000,9.800.000,11.89,3.1,3.1,14.99,4.888.110,4.896.900,9.785.010,411
13,31/03/2021,"R$ 218,06 M","R$ 120,92 M","R$ 12,34",4.900.000,4.900.000,4.900.000,9.800.000,11.89,3.1,3.1,14.99,4.888.110,4.896.900,9.785.010,411
14,31/12/2020,"R$ 214,53 M","R$ 113,08 M","R$ 11,54",4.900.000,4.900.000,4.900.000,9.800.000,11.89,3.1,3.1,14.99,4.888.110,4.896.900,9.785.010,411
15,30/09/2020,"R$ 219,61 M","R$ 114,15 M","R$ 11,65",4.900.000,4.900.000,4.900.000,9.800.000,11.89,3.1,3.1,14.99,4.888.110,4.896.900,9.785.010,411
16,30/06/2020,"R$ 222,03 M","R$ 114,84 M","R$ 11,72",4.900.000,4.900.000,4.900.000,9.800.000,11.9,3.1,3.1,15.0,4.888.100,4.896.900,9.785.000,411
17,31/03/2020,"R$ 204,10 M","R$ 105,49 M","R$ 10,76",4.900.000,4.900.000,4.900.000,9.800.000,11.9,3.1,3.1,15.0,4.888.100,4.896.900,9.785.000,411
