,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield
0,Atual - 26/09/2024,"8,77","0,30","1,27","3,86","0,09","R$ 266,95 M","0,00%"
1,30/06/2024,"7,35","0,25","1,06","3,23","0,07","R$ 220,79 M","0,00%"
2,31/03/2024,"-9,62","0,29","1,26","-216,85","0,09","R$ 258,22 M","0,00%"
3,31/12/2023,"-31,87","0,32","1,29","78,71","0,10","R$ 296,89 M","0,00%"
4,30/09/2023,"0,48","0,37","1,23","7,31","0,11","R$ 299,38 M","0,00%"
5,30/06/2023,"0,65","0,49","1,69","50,34","0,15","R$ 415,39 M","0,00%"
6,31/03/2023,"0,52","0,46","1,73","-2,95","0,15","R$ 414,14 M","0,00%"
7,31/12/2022,"0,47","0,40","1,77","-1,57","0,13","R$ 371,10 M","0,00%"
8,30/09/2022,"3,12","3,63","3,38","-1,49","0,29","R$ 579,85 M","0,00%"
9,30/06/2022,"1,96","-0,51","2,49","-0,82","0,16","R$ 309,32 M","0,00%"
10,31/03/2022,"-38,55","-0,29","2,03","-0,84","0,09","R$ 190,21 M","0,00%"
11,31/12/2021,"6,89","-0,32","2,25","-1,43","0,09","R$ 204,28 M","0,00%"
12,30/09/2021,"2,85","-0,40","3,87","-33,38","0,12","R$ 316,60 M","0,00%"
13,30/06/2021,"8,72","-0,44","3,92","8,18","0,14","R$ 349,36 M","0,00%"
14,31/03/2021,"4,17","-0,17","2,36","4,32","0,07","R$ 188,17 M","0,00%"
15,31/12/2020,"8,07","-0,16","2,57","2,94","0,08","R$ 176,50 M","0,00%"
16,30/09/2020,"-0,33","-0,11","2,54","2,13","0,07","R$ 149,79 M","0,00%"
17,30/06/2020,"-0,26","-0,11","2,97","3,36","0,06","R$ 132,06 M","0,00%"
18,31/03/2020,"-0,16","-0,13","2,90","1,44","0,06","R$ 138,54 M","0,00%"
19,31/12/2019,"-0,14","-0,12","1,41","7,37","0,06","R$ 130,89 M","0,00%"
20,30/09/2019,"-0,15","-0,20","0,74","-3,49","0,07","R$ 162,53 M","0,00%"
21,30/06/2019,"-0,23","-0,41","0,69","34,78","0,12","R$ 279,61 M","0,00%"
22,31/03/2019,"-0,46","-1,63","0,71","151,90","0,16","R$ 419,80 M","0,00%"
23,31/12/2018,"-0,53","-5,89","0,63","13,52","0,17","R$ 452,67 M","0,00%"
24,30/09/2018,"-0,30","1,45","0,55","13,14","0,15","R$ 419,42 M","0,00%"
25,30/06/2018,"-0,30","0,79","0,54","-0,86","0,14","R$ 411,76 M","0,00%"
26,31/03/2018,"-0,33","0,58","0,51","-1,21","0,13","R$ 374,21 M","0,00%"
27,31/12/2017,"-0,40","0,58","0,62","-1,35","0,16","R$ 444,26 M","0,00%"
28,30/09/2017,"-1,76","0,64","1,68","-3,79","0,29","R$ 1,05 B","0,00%"
29,30/06/2017,"-2,38","0,58","1,88","-26,65","0,20","R$ 1,08 B","0,00%"
30,31/03/2017,"-1,27","0,43","1,52","-11,84","0,14","R$ 804,31 M","0,00%"
31,31/12/2016,"-1,83","1,03","4,18","-15,15","0,34","R$ 1,58 B","0,00%"
32,30/09/2016,"-2,58","1,08","5,76","-86,80","0,42","R$ 1,97 B","0,00%"
33,30/06/2016,"-12,14","2,14","12,39","21,76","0,83","R$ 3,92 B","0,00%"
34,31/03/2016,"-15,16","1,96","11,08","83,65","0,74","R$ 3,33 B","0,00%"
35,31/12/2015,"37,76","1,70","10,89","25,17","0,74","R$ 3,33 B","0,00%"
36,30/09/2015,"15,22","2,03","13,35","216,18","1,02","R$ 4,52 B","0,00%"
37,30/06/2015,"-70,35","2,47","14,60","-211,22","1,05","R$ 4,52 B","0,00%"
38,31/03/2015,"-178,31","2,57","18,08","-573,97","1,16","R$ 4,75 B","0,00%"
39,31/12/2014,"-178,31","2,54","21,03","-133,01","1,15","R$ 4,75 B","0,00%"
40,30/09/2014,"-2.686,72","1,82","19,98","252,42","0,91","R$ 3,03 B","0,00%"
41,30/06/2014,"691,88","2,56","20,21","84,25","1,04","R$ 3,03 B","0,00%"
42,31/03/2014,"737,34","2,56","20,63","51,82","1,04","R$ 3,03 B","0,00%"
43,31/12/2013,"737,34","4,62","20,46","51,79","1,26","R$ 3,15 B","0,00%"
44,30/09/2013,"-202,57","4,68","22,21","28,83","1,41","R$ 3,15 B","0,00%"
45,30/06/2013,"-170,18","2,50","12,08","19,28","0,78","R$ 1,69 B","0,00%"
46,31/03/2013,"-254,30","2,49","15,27","35,34","0,92","R$ 1,69 B","0,00%"
47,31/12/2012,"-409,24","2,48","21,29","21,45","0,92","R$ 1,69 B","0,00%"
48,30/09/2012,"4.646,72","2,53","29,10","16,56","1,18","R$ 1,83 B","0,00%"
49,30/06/2012,"-328,43","3,23","54,30","13,33","1,20","R$ 1,56 B","0,00%"
50,31/03/2012,"-313,86","3,22","55,67","47,53","1,32","R$ 1,56 B","0,00%"
51,31/12/2011,"-173,69","3,07","57,31","-217,60","1,30","R$ 1,56 B","0,00%"
52,30/09/2011,"1.832,29","3,26","56,05","444,39","1,41","R$ 1,58 B","0,00%"
53,30/06/2011,"-617,42","5,34","41,21","-16,02","1,83","R$ 1,01 B","0,00%"
54,31/03/2011,"-1.066,07","5,29","41,27","-16,90","2,71","R$ 1,01 B","0,00%"
55,31/12/2010,"1.006,39","5,22","40,93","-16,10","3,49","R$ 1,01 B","0,00%"
56,30/09/2010,"640,71","5,29","43,04","-20,12","3,51","R$ 1,01 B","0,00%"
57,30/06/2010,"569,71","8,29","33,65","19,15","4,04","R$ 886,90 M","0,00%"
58,31/03/2010,"930,67","8,32","34,06","128,14","3,93","R$ 896,06 M","0,00%"
59,31/12/2009,"-7,57","0,08","0,34","0,68","0,04","R$ 11,63 M","0,00%"
60,30/09/2009,"-0,97","0,09","0,35","0,62","0,04","R$ 11,63 M","0,00%"
61,30/06/2009,"-0,66","0,09","0,38","-0,26","0,04","R$ 11,63 M","0,00%"
62,31/03/2009,"-0,39","1,22","0,36","-1,28","0,03","R$ 8,59 M","0,00%"
63,31/12/2008,"-0,35","0,95","0,56","-0,61","0,03","R$ 8,59 M","0,00%"
64,30/09/2008,"-0,36","0,53","1,24",NA,"0,03","R$ 8,59 M","0,00%"
65,30/06/2008,"-0,54","0,39","7,74",NA,"0,04","R$ 8,59 M","0,00%"
66,31/03/2008,"-1,04","0,30","0,00",NA,"0,04","R$ 8,59 M","0,00%"
67,31/12/2007,"-2,97","2,21","0,00",NA,"0,04","R$ 8,59 M","0,00%"
