,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 67,91 M","- R$ 16,95 M","R$ 2,26 M","R$ 53,22 M"
1,31/03/2024,"- R$ 1,19 M","- R$ 8,21 M","R$ 928,00 mil","- R$ 8,47 M"
2,31/12/2023,"R$ 3,74 M","- R$ 19,26 M","- R$ 30,65 M","- R$ 46,17 M"
3,30/09/2023,"R$ 40,60 M","- R$ 54,65 M","- R$ 34,38 M","- R$ 48,43 M"
4,30/06/2023,"R$ 8,28 M","- R$ 23,84 M","- R$ 61,90 M","- R$ 77,47 M"
5,31/03/2023,"- R$ 141,13 M","R$ 186,02 M","- R$ 247,56 M","- R$ 202,67 M"
6,31/12/2022,"- R$ 233,51 M","R$ 165,89 M","- R$ 222,71 M","- R$ 290,34 M"
7,30/09/2022,"- R$ 390,73 M","R$ 1,11 B","- R$ 889,51 M","- R$ 168,42 M"
8,30/06/2022,"- R$ 379,26 M","R$ 1,04 B","- R$ 881,68 M","- R$ 217,08 M"
9,31/03/2022,"- R$ 246,33 M","R$ 807,28 M","- R$ 726,34 M","- R$ 165,39 M"
10,31/12/2021,"- R$ 147,78 M","R$ 848,80 M","- R$ 377,70 M","R$ 323,32 M"
11,30/09/2021,"- R$ 9,91 M","- R$ 56,91 M","R$ 278,77 M","R$ 211,95 M"
12,30/06/2021,"R$ 45,55 M","- R$ 45,92 M","R$ 297,41 M","R$ 297,03 M"
13,31/03/2021,"R$ 44,01 M","- R$ 23,65 M","R$ 322,07 M","R$ 342,44 M"
14,31/12/2020,"R$ 61,49 M","- R$ 31,37 M","R$ 1,37 M","R$ 31,49 M"
15,30/09/2020,"R$ 71,20 M","- R$ 41,41 M","- R$ 5,50 M","R$ 24,29 M"
16,30/06/2020,"R$ 40,04 M","- R$ 7,81 M","- R$ 17,76 M","R$ 14,47 M"
17,31/03/2020,"R$ 100,04 M","- R$ 15,97 M","- R$ 41,41 M","R$ 42,66 M"
18,31/12/2019,"R$ 18,86 M","- R$ 10,94 M","- R$ 19,44 M","- R$ 11,53 M"
19,30/09/2019,"- R$ 47,69 M","R$ 7,24 M","R$ 31,11 M","- R$ 9,35 M"
20,30/06/2019,"R$ 8,04 M","- R$ 22,26 M","R$ 707,00 mil","- R$ 13,52 M"
21,31/03/2019,"R$ 2,77 M","- R$ 14,29 M","R$ 371,00 mil","- R$ 11,15 M"
22,31/12/2018,"R$ 33,33 M","- R$ 23,41 M","- R$ 18,35 M","- R$ 8,44 M"
23,30/09/2018,"R$ 32,37 M","R$ 25,35 M","- R$ 53,05 M","R$ 4,67 M"
24,30/06/2018,"- R$ 491,94 M","R$ 874,32 M","- R$ 408,89 M","- R$ 26,52 M"
25,31/03/2018,"- R$ 316,71 M","R$ 794,45 M","- R$ 494,18 M","- R$ 16,45 M"
26,31/12/2017,"- R$ 337,97 M","R$ 817,23 M","- R$ 490,30 M","- R$ 11,04 M"
27,30/09/2017,"- R$ 290,79 M","R$ 693,91 M","- R$ 413,90 M","- R$ 10,78 M"
28,30/06/2017,"- R$ 42,28 M","R$ 128,68 M","- R$ 100,52 M","- R$ 14,11 M"
29,31/03/2017,"- R$ 69,15 M","- R$ 101,50 M","R$ 22,08 M","- R$ 148,57 M"
30,31/12/2016,"- R$ 133,36 M","- R$ 392,17 M","R$ 494,49 M","- R$ 31,04 M"
31,30/09/2016,"- R$ 29,10 M","- R$ 553,53 M","R$ 496,70 M","- R$ 85,93 M"
32,30/06/2016,"R$ 232,16 M","- R$ 943,73 M","R$ 729,29 M","R$ 17,73 M"
