,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/06/2024,"6,62%","8,22%","10,03%","12,46%","18,96%","8,43%","27,42%","11,17%","8,76%","15,12%","0,75","2,67","1,67","1,45"
1,31/03/2024,"12,07%","15,18%","18,29%","23,01%","23,14%","9,80%","31,49%","13,16%","14,76%","20,57%","0,74","2,81","1,81","0,81"
2,31/12/2023,"16,29%","19,55%","24,68%","29,62%","33,98%","13,14%","34,66%","16,08%","20,00%","25,05%","0,82","2,64","1,64","0,59"
3,30/09/2023,"17,49%","20,36%","26,50%","30,85%","27,51%","12,01%","35,74%","13,63%","20,79%","25,13%","0,88","2,21","1,21","0,32"
4,30/06/2023,"21,66%","25,10%","32,82%","38,03%","24,33%","11,39%","38,90%","12,50%","24,82%","28,75%","0,91","2,25","1,25","0,28"
5,31/03/2023,"30,91%","36,02%","46,83%","54,57%","42,85%","17,54%","42,10%","16,30%","29,41%","32,99%","1,08","2,36","1,36","0,14"
6,31/12/2022,"39,52%","45,77%","59,88%","69,35%","57,93%","21,22%","44,77%","18,24%","32,74%","36,14%","1,16","2,59","1,59","0,38"
7,30/09/2022,"56,09%","79,92%","84,99%","121,10%","73,45%","30,65%","46,94%","23,71%","41,33%","44,47%","1,29","2,29","1,29","0,29"
8,30/06/2022,"81,29%","120,18%","123,17%","182,09%","123,24%","49,76%","46,83%","31,70%","47,04%","50,11%","1,57","2,13","1,13","0,22"
9,31/03/2022,"75,30%","118,27%","114,10%","179,19%","103,79%","44,46%","45,28%","31,36%","46,62%","49,90%","1,42","2,44","1,44","0,32"
10,31/12/2021,"80,76%","128,39%","122,36%","194,52%","115,06%","44,02%","44,56%","31,56%","46,82%","50,30%","1,40","2,73","1,73","0,36"
11,30/09/2021,"61,89%","104,70%","93,78%","158,64%","103,84%","36,58%","43,67%","29,24%","40,80%","44,58%","1,25","2,40","1,40","0,06"
12,30/06/2021,"42,80%","70,29%","64,84%","106,51%","68,71%","23,43%","42,28%","20,02%","31,44%","35,61%","1,17","2,48","1,48","0,00"
13,31/03/2021,"31,57%","47,23%","47,84%","71,56%","53,34%","18,76%","40,21%","16,82%","27,88%","32,45%","1,11","2,33","1,33","-0,20"
14,31/12/2020,"19,69%","26,72%","29,83%","40,48%","24,96%","9,89%","34,50%","9,50%","19,35%","24,47%","1,04","2,61","1,61","-0,22"
15,30/09/2020,"11,82%","16,31%","17,91%","24,71%","15,24%","5,55%","29,04%","5,75%","13,49%","19,40%","0,97","2,84","1,84","-0,19"
16,30/06/2020,"8,25%","11,33%","12,50%","17,17%","2,49%","0,92%","26,38%","1,12%","10,69%","17,08%","0,82","2,93","1,93","0,03"
17,31/03/2020,"7,74%","10,54%","11,73%","15,97%","1,83%","0,64%","26,07%","0,81%","10,56%","16,64%","0,78","2,84","1,84","0,63"
18,31/12/2019,"9,08%","12,07%","13,75%","18,29%","12,88%","4,29%","26,79%","5,69%","13,04%","19,04%","0,75","2,52","1,52","0,65"
19,30/09/2019,"10,56%","14,16%","16,00%","21,46%","16,06%","5,23%","29,17%","6,55%","14,19%","19,40%","0,80","2,75","1,75","0,96"
20,30/06/2019,"11,31%","14,88%","17,14%","22,55%","31,70%","8,92%","32,25%","11,29%","15,97%","21,75%","0,79","2,70","1,70","0,75"
21,31/03/2019,"14,80%","19,04%","22,42%","28,85%","37,57%","9,96%","34,64%","12,65%","19,98%","25,41%","0,79","2,87","1,87","0,78"
22,31/12/2018,"22,97%","31,28%","34,80%","47,39%","53,29%","15,23%","36,32%","15,22%","23,94%","29,03%","1,00","3,00","2,00","0,82"
23,30/09/2018,"22,55%","30,97%","34,16%","46,92%","48,81%","13,59%","36,33%","14,66%","24,85%","30,06%","0,93","3,07","2,07","0,81"
24,30/06/2018,"22,47%","33,83%","34,05%","51,26%","38,20%","13,07%","33,52%","14,27%","23,80%","28,20%","0,92","3,55","2,55","1,22"
25,31/03/2018,"18,59%","27,55%","28,17%","41,74%","35,47%","12,26%","31,98%","13,45%","20,32%","24,91%","0,91","3,77","2,77","1,51"
26,31/12/2017,"13,39%","21,86%","20,29%","33,12%","27,98%","8,66%","29,97%","10,02%","14,26%","19,07%","0,86","3,50","2,50","1,32"
27,30/09/2017,NA,NA,NA,NA,NA,NA,"30,86%","16,49%","29,02%","33,93%",NA,"3,59","2,59","0,90"
28,30/06/2017,NA,NA,NA,NA,NA,NA,"33,36%","15,50%","32,39%","37,57%",NA,"2,92","1,92","0,42"
29,31/03/2017,NA,NA,NA,NA,NA,NA,"35,98%","20,29%","41,00%","46,42%",NA,"2,89","1,89","0,53"
30,31/12/2016,NA,NA,NA,NA,NA,NA,"43,55%","31,57%","63,88%","69,58%",NA,"3,23","2,23","0,35"
31,30/09/2016,"12,05%","10,25%","18,25%","15,53%","12,49%","5,94%","42,70%","11,04%","22,86%","28,30%","0,54","1,89","0,89","1,76"
32,30/06/2016,"10,08%","8,77%","15,28%","13,28%","12,00%","5,77%","41,79%","10,65%","20,03%","25,51%","0,54","1,94","0,94","2,16"
33,31/03/2016,"10,02%","8,64%","15,18%","13,09%","13,80%","6,18%","43,17%","12,06%","19,80%","25,42%","0,51","2,01","1,01","1,99"
34,31/12/2015,"8,70%","7,49%","13,19%","11,35%","11,31%","5,40%","44,35%","10,23%","18,36%","24,22%","0,53","2,01","1,01","2,20"
35,30/09/2015,"7,37%","6,35%","11,17%","9,61%","9,02%","4,23%","46,35%","8,72%","17,14%","23,38%","0,49","2,10","1,10","2,87"
36,30/06/2015,"6,69%","5,80%","10,14%","8,79%","7,31%","3,50%","47,67%","7,41%","16,37%","22,77%","0,47","2,08","1,08","3,17"
37,31/03/2015,"6,51%","5,61%","9,86%","8,49%","6,79%","3,09%","46,32%","6,76%","15,80%","22,03%","0,46","2,23","1,23","3,33"
38,31/12/2014,"8,37%","6,28%","12,69%","9,51%","8,84%","4,07%","45,58%","8,45%","17,55%","23,59%","0,48","2,09","1,09","3,34"
39,30/09/2014,"7,23%","5,66%","10,95%","8,57%","8,70%","3,73%","44,96%","8,33%","16,80%","22,71%","0,45","2,13","1,13","3,75"
40,30/06/2014,"28,16%","28,22%","42,67%","42,76%","104,13%","36,03%","45,15%","70,56%","83,05%","89,09%","0,51","2,09","1,09","1,26"
41,31/03/2014,"48,34%","48,55%","73,24%","73,56%","94,25%","59,90%","45,87%","99,05%","114,40%","121,10%","0,60","2,19","1,19","1,41"
42,31/12/2013,"40,73%","40,91%","61,71%","61,99%","87,42%","55,87%","46,21%","192,23%","208,36%","217,39%","0,29","2,17","1,17","1,70"
43,30/09/2013,"33,61%","33,67%","50,92%","51,02%","85,72%","47,67%","0,00%","0,00%","0,00%","0,00%","0,00","2,33","1,33","2,04"
44,30/06/2013,"4,47%","4,64%","6,78%","7,03%","4,78%","2,25%","42,56%","3,81%","10,90%","18,30%","0,59","3,46","2,46","8,78"
45,31/03/2013,"2,61%","2,61%","3,95%","3,96%","9,64%","4,90%","0,00%","0,00%","0,00%","0,00%","0,00","1,57","0,57","5,54"
46,31/12/2012,"4,60%","4,76%","6,98%","7,21%","10,30%","4,41%","41,26%","11,05%","16,65%","23,85%","0,40","1,87","0,87","3,15"
47,30/09/2012,"3,53%","3,64%","5,34%","5,52%","7,23%","3,12%","40,49%","8,11%","13,18%","20,15%","0,39","2,11","1,11","5,34"
48,30/06/2012,"0,32%","0,33%","0,49%","0,51%","-3,17%","-1,25%","38,99%","-3,79%","1,41%","7,96%","0,33","2,13","1,13","13,80"
